"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","ID"
"Dicranomyia chorea",1,0,"Dicranomyia chorea","Animalia","Arthropoda","Insecta","Diptera","Limoniidae","gbif","GBIF:4519048","Dicranomyia chorea","Dicranomyia chorea",5028
"Dicranomyia modesta",1,0,"Dicranomyia modesta","Animalia","Arthropoda","Insecta","Diptera","Limoniidae","gbif","GBIF:1514174","Dicranomyia modesta","Dicranomyia modesta",5029
"Dicranopteris linearis",1,1,"Dicranopteris linearis","Plantae","Tracheophyta","Polypodiopsida","Gleicheniales","Gleicheniaceae","gbif","GBIF:5275373","Dicranopteris linearis","Dicranopteris linearis",5030
"Dicranoweisia cirrata",1,0,"Dicranoweisia cirrata","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675378","Dicranoweisia cirrata","Dicranoweisia cirrata",5031
"Dicranum bonjeanii",1,0,"Dicranum bonjeanii","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675482","Dicranum bonjeanii","Dicranum bonjeanii",5032
"Dicranum elongatum",1,1,"Dicranum elongatum","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675451","Dicranum elongatum","Dicranum elongatum",5033
"Dicranum flagellare",1,1,"Dicranum flagellare","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675430","Dicranum flagellare","Dicranum flagellare",5034
"Dicranum fuscescens",1,1,"Dicranum fuscescens","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:8132213","Dicranum fuscescens","Dicranum fuscescens",5035
"Dicranum majus",1,1,"Dicranum majus","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675427","Dicranum majus","Dicranum majus",5036
"Orthodicranum montanum",1,1,"Dicranum montanum","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675428","Dicranum montanum","Dicranum montanum",5037
"Dicranum polysetum",1,1,"Dicranum polysetum","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675494","Dicranum polysetum","Dicranum polysetum",5038
"Dicranum scoparium",1,1,"Dicranum scoparium","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675446","Dicranum scoparium","Dicranum scoparium",5039
"Dicranum scottianum",1,0,"Dicranum scottianum","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675429","Dicranum scottianum","Dicranum scottianum",5040
"Dicranum tauricum",1,1,"Dicranum tauricum","Plantae","Bryophyta","Bryopsida","Dicranales","Dicranaceae","gbif","GBIF:2675468","Dicranum tauricum","Dicranum tauricum",5041
"Dicrurus adsimilis",0,1,"Dicrurus adsimilis","Animalia","Chordata","Aves","Passeriformes","Dicruridae","gbif","GBIF:2493963","Dicrurus adsimilis","Dicrurus adsimilis",5042
"Dicrurus annectans",1,1,"Dicrurus annectans","Animalia","Chordata","Aves","Passeriformes","Dicruridae","gbif","GBIF:2493979","Dicrurus annectans","Dicrurus annectans",5043
"Dicrurus bracteatus",1,1,"Dicrurus bracteatus","Animalia","Chordata","Aves","Passeriformes","Dicruridae","gbif","GBIF:2493965","Dicrurus bracteatus","Dicrurus bracteatus",5044
"Dicrurus hottentottus",1,1,"Dicrurus hottentottus","Animalia","Chordata","Aves","Passeriformes","Dicruridae","gbif","GBIF:2493967","Dicrurus hottentottus","Dicrurus hottentottus",5045
"Dicrurus leucophaeus",1,1,"Dicrurus leucophaeus","Animalia","Chordata","Aves","Passeriformes","Dicruridae","gbif","GBIF:9600020","Dicrurus leucophaeus","Dicrurus leucophaeus",5046
"Dicrurus ludwigii",0,1,"Dicrurus ludwigii","Animalia","Chordata","Aves","Passeriformes","Dicruridae","gbif","GBIF:2493983","Dicrurus ludwigii","Dicrurus ludwigii",5047
"Dicrurus paradiseus",1,1,"Dicrurus paradiseus","Animalia","Chordata","Aves","Passeriformes","Dicruridae","gbif","GBIF:2493969","Dicrurus paradiseus","Dicrurus paradiseus",5048
"Dictamnus albus",1,0,"Dictamnus albus","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","gbif","GBIF:5421338","Dictamnus albus","Dictamnus albus",5049
"Dictyna arundinacea",1,1,"Dictyna arundinacea","Animalia","Arthropoda","Arachnida","Araneae","Dictynidae","gbif","GBIF:2144971","Dictyna arundinacea","Dictyna arundinacea",5050
"Dictyna latens",0,1,"Brigittea latens","Animalia","Arthropoda","Arachnida","Araneae","Dictynidae","gbif","GBIF:8267901","Dictyna latens","Dictyna latens",5051
"Dictyna uncinata",1,1,"Dictyna uncinata","Animalia","Arthropoda","Arachnida","Araneae","Dictynidae","gbif","GBIF:2144975","Dictyna uncinata","Dictyna uncinata",5052
"Dictyomenia sonderi",1,0,"Dictyomenia sonderi",NA,"Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","ncbi","NCBI:2007178","Dictyomenia sonderi","Dictyomenia sonderi",5053
"Dictyomenia tridens",1,0,"Dictyomenia tridens",NA,"Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","ncbi","NCBI:2008667","Dictyomenia tridens","Dictyomenia tridens",5054
"Dictyopteris acrostichoides",1,0,"Dictyopteris acrostichoides","Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","gbif","GBIF:7901659","Dictyopteris acrostichoides","Dictyopteris acrostichoides",5055
"Dictyopteris muelleri",1,0,"Dictyopteris muelleri",NA,NA,"Phaeophyceae","Dictyotales","Dictyotaceae","ncbi","NCBI:1248361","Dictyopteris muelleri","Dictyopteris muelleri",5056
"Dictyoptera aurora",1,1,"Dictyoptera aurora","Animalia","Arthropoda","Insecta","Coleoptera","Lycidae","gbif","GBIF:5007631","Dictyopterus aurora","Dictyopterus aurora",5057
"Dictyota fastigiata",1,0,"Dictyota fastigiata","Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","iucn","SLB:118307","Dictyota fastigiata","Dictyota fastigiata",5058
"Dicycla oo",1,1,"Dicycla oo","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1765954","Dicycla oo","Dicycla oo",5059
"Dicymbium nigrum",1,0,"Dicymbium nigrum","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137898","Dicymbium brevisetosum","Dicymbium brevisetosum",5060
"Dicymbium nigrum",1,1,"Dicymbium nigrum","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137898","Dicymbium nigrum","Dicymbium nigrum",5061
"Dicymbium tibiale",1,0,"Dicymbium tibiale","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","gbif","GBIF:2137903","Dicymbium tibiale","Dicymbium tibiale",5062
"Didea alneti",1,1,"Didea alneti","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:1542030","Didea alneti","Didea alneti",5063
"Didea fasciata",1,1,"Didea fasciata","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:1542027","Didea fasciata","Didea fasciata",5064
"Didea intermedia",1,1,"Didea intermedia","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:1542026","Didea intermedia","Didea intermedia",5065
"Didelphis virginiana",1,1,"Didelphis virginiana","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","gbif","GBIF:2439923","Didelphis virginiana","Didelphis virginiana",5066
"Didymodon fallax",1,0,"Didymodon fallax","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5280203","Didymodon fallax","Didymodon fallax",5067
"Didymodon ferrugineus",1,0,"Didymodon ferrugineus","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5280314","Didymodon ferrugineus","Didymodon ferrugineus",5068
"Didymodon insulanus",1,0,"Didymodon insulanus","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5711160","Didymodon insulanus","Didymodon insulanus",5069
"Didymodon luridus",1,0,"Didymodon luridus","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5711143","Didymodon luridus","Didymodon luridus",5070
"Didymodon rigidulus",1,0,"Didymodon rigidulus","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5280233","Didymodon rigidulus","Didymodon rigidulus",5071
"Didymodon sinuosus",1,0,"Didymodon sinuosus","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5280191","Didymodon sinuosus","Didymodon sinuosus",5072
"Didymodon spadiceus",1,0,"Didymodon spadiceus","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5280304","Didymodon spadiceus","Didymodon spadiceus",5073
"Didymodon tophaceus",1,0,"Didymodon tophaceus","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5280231","Didymodon tophaceus","Didymodon tophaceus",5074
"Didymodon vinealis",1,0,"Didymodon vinealis","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","gbif","GBIF:5280272","Didymodon vinealis","Didymodon vinealis",5075
"Didymops transversa",0,1,"Didymops transversa","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","gbif","GBIF:5052244","Didymops transversa","Didymops transversa",5076
"Diervilla lonicera",1,1,"Diervilla lonicera","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888711","Diervilla lonicera","Diervilla lonicera",5077
"Dieteria canescens",1,1,"Dieteria canescens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117073","Dieteria canescens","Dieteria canescens",5078
"Dieteria canescens",1,1,"Dieteria canescens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117073","Dieteria canescens","Dieteria canescens var. canescens",5079
"Dieteria canescens",1,1,"Dieteria canescens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117073","Dieteria canescens","Dieteria canescens var. shastensis",5080
"Digitalis grandiflora",1,0,"Digitalis grandiflora","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5414992","Digitalis grandiflora","Digitalis grandiflora",5081
"Digitalis lutea",1,1,"Digitalis lutea","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5414990","Digitalis lutea","Digitalis lutea",5082
"Digitalis purpurea",1,1,"Digitalis purpurea","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5414995","Digitalis purpurea","Digitalis purpurea",5083
"Digitaria ischaemum",1,1,"Digitaria ischaemum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5290003","Digitaria ischaemum","Digitaria ischaemum",5084
"Digitaria sanguinalis",1,1,"Digitaria sanguinalis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289972","Digitaria sanguinalis","Digitaria sanguinalis",5085
"Digitaria violascens",1,1,"Digitaria violascens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289995","Digitaria violascens","Digitaria violascens",5086
"Diglossa caerulescens",1,1,"Diglossa caerulescens","Animalia","Chordata","Aves","Passeriformes","Thraupidae","gbif","GBIF:7342083","Diglossa caerulescens","Diglossa caerulescens",5087
"Diglossopis caerulescens",1,1,"Diglossa caerulescens","Animalia","Chordata","Aves","Passeriformes","Thraupidae","gbif","GBIF:7342083","Diglossa caerulescens","Diglossa caerulescens",5088
"Diglossa glauca",1,1,"Diglossa glauca","Animalia","Chordata","Aves","Passeriformes","Thraupidae","gbif","GBIF:7342093","Diglossa glauca","Diglossa glauca",5089
"Diglossopis glauca",1,1,"Diglossa glauca","Animalia","Chordata","Aves","Passeriformes","Thraupidae","gbif","GBIF:7342093","Diglossa glauca","Diglossa glauca",5090
"Diloba caeruleocephala",1,1,"Diloba caeruleocephala","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1777253","Diloba caeruleocephala","Diloba caeruleocephala",5091
"Diloma suavis",1,1,"Pictodiloma suavis","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","gbif","GBIF:6514518","Diloma suavis","Diloma suavis",5092
"Pictodiloma suavis",1,1,"Pictodiloma suavis","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","gbif","GBIF:6514518","Diloma suavis","Diloma suavis",5093
"Dilophus marginatus",1,0,"Dilophus marginatus","Animalia","Arthropoda","Insecta","Diptera","Bibionidae","gbif","GBIF:1590669","Dilophus marginatus","Dilophus marginatus",5094
"Dilsea carnosa",1,0,"Dilsea carnosa","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","gbif","GBIF:2667034","Dilsea carnosa","Dilsea carnosa",5095
"Dinaraea angustula",1,1,"Dinaraea angustula","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:1042212","Dinaraea angustula","Dinaraea angustula",5096
"Dindica alaopis",1,1,"Dindica alaopis","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1976472","Dindica alaopis","Dindica alaopis",5097
"Dindica olivacea",0,1,"Dindica olivacea","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1976482","Dindica olivacea","Dindica olivacea",5098
"Dinolestes lewini",1,1,"Dinolestes lewini","Animalia","Chordata","Actinopterygii","Perciformes","Dinolestidae","gbif","GBIF:2394201","Dinolestes lewini","Dinolestes lewini",5099
"Dinoperca petersi",0,1,"Dinoperca petersi","Animalia","Chordata","Actinopterygii","Perciformes","Dinopercidae","gbif","GBIF:2397663","Dinoperca petersi","Dinoperca petersi",5100
"Dinophysis sp.",1,0,"Dinophysis sp.","Plantae","Dinophyta","Dinophyceae","Dinophysiales","Dinophysiaceae","Bioshifts_v1",NA,"Dinophysis sp.","Dinophysis sp.",5101
"Dinopium rafflesii",0,1,"Gecinulus rafflesii","Animalia","Chordata","Aves","Piciformes","Picidae","gbif","GBIF:11049618","Dinopium rafflesii","Dinopium rafflesii",5102
"Dioctria atricapilla",1,1,"Dioctria atricapilla","Animalia","Arthropoda","Insecta","Diptera","Asilidae","gbif","GBIF:1656376","Dioctria atricapilla","Dioctria atricapilla",5103
"Dioctria baumhaueri",1,1,"Dioctria baumhaueri","Animalia","Arthropoda","Insecta","Diptera","Asilidae","gbif","GBIF:1656435","Dioctria baumhaueri","Dioctria baumhaueri",5104
"Dioctria linearis",1,1,"Dioctria linearis","Animalia","Arthropoda","Insecta","Diptera","Asilidae","gbif","GBIF:8129681","Dioctria linearis","Dioctria linearis",5105
"Dioctria rufipes",1,1,"Dioctria rufipes","Animalia","Arthropoda","Insecta","Diptera","Asilidae","gbif","GBIF:9064239","Dioctria rufipes","Dioctria rufipes",5106
"Diodon nicthemerus",1,1,"Diodon nicthemerus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Diodontidae","gbif","GBIF:5213388","Diodon nichthemerus","Diodon nichthemerus",5107
"Diodon nichthemerus",1,1,"Diodon nicthemerus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Diodontidae","gbif","GBIF:5213388","Diodon nichthemerus","Diodon nichthemerus",5108
"Diodontus luperus",1,1,"Diodontus luperus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:6096895","Diodontus luperus","Diodontus luperus",5109
"Diodontus minutus",1,1,"Diodontus minutus","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","gbif","GBIF:6096894","Diodontus minutus","Diodontus minutus",5110
"Diogenichthys atlanticus",1,1,"Diogenichthys atlanticus","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","gbif","GBIF:2406022","Diogenichthys atlanticus","Diogenichthys atlanticus",5111
"Thalassarche chrysostoma",1,1,"Thalassarche chrysostoma","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","gbif","GBIF:2481408","Diomedea chrysostoma","Diomedea chrysostoma",5112
"Diomedea chrysostoma",1,1,"Thalassarche chrysostoma","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","gbif","GBIF:2481408","Diomedea chrysostoma","Diomedea chrysostoma",5113
"Diomedea exulans",1,1,"Diomedea exulans","Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","gbif","GBIF:5229302","Diomedea exulans","Diomedea exulans",5114
"Dione juno",0,1,"Dione juno","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:5925238","Dione juno","Dione juno",5115
"Dione juno",1,0,"Dione juno","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:5925238","Dione juno","Dione juno huascuma",5116
"Dione moneta",0,1,"Dione moneta","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:8367663","Dione moneta","Dione moneta",5117
"Dione moneta",1,0,"Dione moneta","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:8367663","Dione moneta","Dione moneta poeyii",5118
"Diopatra marocensis",0,1,"Diopatra marocensis","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","gbif","GBIF:2323543","Diopatra marocensis","Diopatra marocensis",5119
"Diopatra neapolitana",1,1,"Diopatra neapolitana","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","gbif","GBIF:2323503","Diopatra neapolitana","Diopatra neapolitana",5120
"Diopatra sp.",1,0,"Diopatra sp.","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","Bioshifts_v1",NA,"Diopatra sp.","Diopatra sp.",5121
"Diopatra sp.",0,1,"Diopatra sp.","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","Bioshifts_v2",NA,"Diopatra sp.","Diopatra sp. a",5122
"Diospyros ferrea",1,0,"Diospyros ferrea","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ebenaceae","gbif","GBIF:3032960","Diospyros ferrea","Diospyros ferrea",5123
"Diospyros mespiliformis",1,0,"Diospyros mespiliformis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ebenaceae","gbif","GBIF:4071204","Diospyros mespiliformis","Diospyros mespiliformis",5124
"Diospyros virginiana",1,1,"Diospyros virginiana","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ebenaceae","gbif","GBIF:3032986","Diospyros virginiana","Diospyros virginiana",5125
"Diphasiastrum alpinum",1,1,"Diphasiastrum alpinum","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","gbif","GBIF:2688420","Diphasiastrum alpinum","Diphasiastrum alpinum",5126
"Diphasiastrum complanatum",1,1,"Diphasiastrum complanatum","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","gbif","GBIF:2688424","Diphasiastrum complanatum","Diphasiastrum complanatum",5127
"Diphyllodes magnificus",1,1,"Diphyllodes magnificus","Animalia","Chordata","Aves","Passeriformes","Paradisaeidae","gbif","GBIF:5844984","Diphyllodes magnificus","Diphyllodes magnificus",5128
"Diphyscium foliosum",1,0,"Diphyscium foliosum","Plantae","Bryophyta","Bryopsida","Buxbaumiales","Buxbaumiaceae","gbif","GBIF:2682864","Diphyscium foliosum","Diphyscium foliosum",5129
"Diplacodes lefebvrei",1,0,"Diplacodes lefebvrii","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","gbif","GBIF:1428418","Diplacodes lefebvrei","Diplacodes lefebvrei",5130
"Diplacodes lefebvrii",0,1,"Diplacodes lefebvrii","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","gbif","GBIF:1428418","Diplacodes lefebvrii","Diplacodes lefebvrii",5131
"Diplectrona felix",0,1,"Diplectrona felix","Animalia","Arthropoda","Insecta","Trichoptera","Hydropsychidae","gbif","GBIF:1439248","Diplectrona felix","Diplectrona felix",5132
"Diplectrum bivittatum",1,1,"Diplectrum bivittatum","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","gbif","GBIF:5210236","Diplectrum bivittatum","Diplectrum bivittatum",5133
