PopId;RefID;Year;TaxaClass;Family;Genus;Species;G_s;Common;Continent;Country;Location;n;FST;GlobalFST;PopsCombo;GroupedCoord;N.Population;Ho;He;MNA;AR;Lat;Long;Msats;Lat_extent;Lat_max_DD;Lat_min_DD;Sum_areaM;Sum_areaKM;;;;;;;;;;;;;;
84;R13;2007;Freshwater;Acipenseridae;Scaphirhynchus;albus;Scaphirhynchus_albus;Pallid sturgeon;NAm;USA;Lower Mississippi;105;0.103;Population;1;;5;0.656;0.718;12.077;NA;36.578328;-89.388633;13;20;49;29;1.20867E+11;120866654.7;;;;;;;;;;;;;;
85;R13;2007;Freshwater;Acipenseridae;Scaphirhynchus;platorynchus;Scaphirhynchus_platorynchus;Shovelnose sturgeon;NAm;USA;Lower Mississippi;65;0.1108;Population;1;;5;0.655;0.74;9.538;NA;36.578328;-89.388633;13;18;49;27;2.4359E+11;243590296.5;;;;;;;;;;;;;;
86;R13;2007;Freshwater;Acipenseridae;Scaphirhynchus;albus;Scaphirhynchus_albus;Pallid sturgeon;NAm;USA;Upper Mississippi/Missouri River;11;0.137;Population;1;;5;0.636;0.681;5.385;NA;38.816768;-90.122668;13;20;49;29;1.20867E+11;120866654.7;;;;;;;;;;;;;;
87;R14;2007;Freshwater;Acipenseridae;Scaphirhynchus;albus;Scaphirhynchus_albus;Pallid Sturgeon;NAm;USA;Atchafalaya River;27;0.0363;Population;1;;3;NA;0.691;NA;5.719;30.997464;-91.64347;16;20;49;29;1.20867E+11;120866654.7;;;;;;;;;;;;;;
88;R14;2007;Freshwater;Acipenseridae;Scaphirhynchus;albus;Scaphirhynchus_albus;Pallid Sturgeon;NAm;USA;Missouri River Above Ft. Peck Dam;49;0.0627;Population;1;;3;0.687;0.691;10.813;5.719;48.032906;-106.428061;16;20;49;29;1.20867E+11;120866654.7;;;;;;;;;;;;;;
89;R14;2007;Freshwater;Acipenseridae;Scaphirhynchus;albus;Scaphirhynchus_albus;Pallid Sturgeon;NAm;USA;Missouri River Mile 220ñ0  + Mile 200-0;55;0.0288;Population;2;Middle;3;0.687;0.691;10.813;5.719;38.813742;-90.118733;16;20;49;29;1.20867E+11;120866654.7;;;;;;;;;;;;;;
90;R15;2007;Freshwater;Acipenseridae;Scaphirhynchus;platorynchus;Scaphirhynchus_platorynchus;Shovelnose Sturgeon;NAm;USA;Middle Mississippi River;73;0.0425;Population;1;;1;0.772;0.798;NA;6.16;38.813742;-90.118733;16;18;49;27;2.4359E+11;243590296.5;;;;;;;;;;;;;;
91;R16;2001;Freshwater;Acipenseridae;Scaphirhynchus;S.;Scaphirhynchus_S.;Pallid Sturgeon;NAm;USA;Fort Peck Dam - downstream+Fort Peck Dam - upstream;20;0.14;Population;2;Middle;2;0.425;0.44;NA;NA;47.916041;-106.517299;5;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
92;R16;2001;Freshwater;Acipenseridae;Scaphirhynchus;platorynchus;Scaphirhynchus_platorynchus;Shovelnose Sturgeon;NAm;USA;Fort Peck Dam - upstream+Fort Peck Dam - downstream+Atchafalaya River;37;0.1011;Population;3;Middle;2;0.483;0.493;NA;NA;47.995516;-106.413524;5;18;49;27;2.4359E+11;243590296.5;;;;;;;;;;;;;;
93;R17;2014;Freshwater;Anostomidae;Leporinus;elongatus;Leporinus_elongatus;Piapara;SAm;BRA;Sapucai-Mirim river;27;NA;NA;1;;4;0.667;0.817;12.29;NA;-2.2489084;-45.761348;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
94;R17;2014;Freshwater;Anostomidae;Leporinus;friderici;Leporinus_friderici;Piau-trÍs-pintas;SAm;BRA;Sapucai-Mirim river;50;NA;NA;1;;4;0.417;0.541;5;NA;-22.489084;-45.761348;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
95;R18;2007;Freshwater;Anostomidae;Leporinus;macrocephalus;Leporinus_macrocephalus;Leporinus macrocephalus;SAm;BRA;Taquari River; Mato Grosso do Sul;45;NA;NA;1;;1;0.468;0.833;10.875;NA;-18.537386;-55.247006;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;
96;R19;2011;Freshwater;Anostomidae;Leporinus;friderici;Leporinus_friderici;Piau-trÍs-pintas;SAm;BRA;Araguaia River basin; central Brazil;31;NA;NA;1;;1;0.539;0.676;6.833;NA;-11.606657;-50.658817;6;NA;NA;NA;NA;NA;;;;;;;;;;;;;
97;R20;2015;Freshwater;Anostomidae;Leporinus;obtusidens;Leporinus_obtusidens;Piapara;SAm;BRA;Abaete River; Minas Gerais State;44;NA;NA;1;;1;0.775;0.779;12.3;NA;-18.10972222;-45.46333333;10;NA;NA;NA;NA;NA;;;;;;;;;;;;;
98;R21;2009;Freshwater;Anostomidae;Leporinus;friderici;Leporinus_friderici;Piau-trÍs-pintas;SAm;BRA;Canoas I ñ rio Paranapanema;82;NA;NA;1;;1;0.326;0.379;4.5;NA;-22.93333333;-50.51666667;2;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
99;R22;2012;Freshwater;Anostomidae;Leporinus;obtusidens;Leporinus_obtusidens;Piapara;SAm;BRA;Canoas I; Parapanema River;138;0.028;Population;1;;2;0.65;0.875;16.3;NA;-22.93333333;-50.51666667;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;
100;R22;2012;Freshwater;Anostomidae;Leporinus;obtusidens;Leporinus_obtusidens;Piapara;SAm;BRA;Canoas II; Parapanema River;120;0.028;Population;1;;2;0.658;0.892;14.1;NA;-22.93333333;-50.25;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;
101;R23;2015;Freshwater;Anostomidae;Leporinus;obtusidens;Leporinus_obtusidens;Piapara;SAm;ARG;Parana River; Rosario Province;20;NA;NA;1;;1;0.4;0.578;5.7;NA;-32.90222222;-60.66666667;20;NA;NA;NA;NA;NA;;;;;;;;;;;;;
102;R24;2015;Brackish;Aplocheiddidae;Kryptolebias;marmoratus;Kryptolebias_marmoratus;Mangrove killifish;CAm;BLZ;Calabash Caye;30;0.245;Global;1;;6;0.591;0.282;6.19;5.63;17.26666667;-87.8;32;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
103;R24;2015;Brackish;Aplocheiddidae;Kryptolebias;marmoratus;Kryptolebias_marmoratus;Mangrove killifish;CAm;BLZ;Long Caye BW;40;0.245;Global;1;;6;0.608;0.236;5.78;5.17;17.21780556;-87.59044444;32;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
104;R24;2015;Brackish;Aplocheiddidae;Kryptolebias;marmoratus;Kryptolebias_marmoratus;Mangrove killifish;CAm;BLZ;Long Caye CROB;50;0.245;Global;1;;6;0.59;0.239;5.97;5.09;17.2175;-87.59361111;32;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
105;R24;2015;Brackish;Aplocheiddidae;Kryptolebias;marmoratus;Kryptolebias_marmoratus;Mangrove killifish;CAm;BLZ;Sandbore Caye;44;0.245;Global;1;;6;0.426;0.195;3.16;2.76;17.46380556;-87.48777778;32;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
106;R24;2015;Brackish;Aplocheiddidae;Kryptolebias;marmoratus;Kryptolebias_marmoratus;Mangrove killifish;CAm;BLZ;Twin Cays;59;0.245;Global;1;;6;0.688;0.52;9.28;7.24;16.81666667;-88.1;32;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
107;R24;2015;Brackish;Aplocheiddidae;Kryptolebias;marmoratus;Kryptolebias_marmoratus;Mangrove killifish;CAm;HND;Utila Island;20;0.307;Population;1;;6;0.497;0.005;3.97;3.97;16.1;-86.93333333;32;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
108;R25;2014;Freshwater;Aplocheilidae;Austrolebias;reicherti;Austrolebias_reicherti;Austrolebias reicherti;SAm;URY;Banados del Este area (Treinta y Tres Department);4;NA;NA;1;;2;NA;0.554;2.75;NA;-33.178503;-54.288142;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
109;R25;2014;Freshwater;Aplocheilidae;Austrolebias;charrua;Austrolebias_charrua;Austrolebias charrua;SAm;URY;La Coronilla (Rocha Department);20;NA;NA;1;;2;NA;0.768;9.375;NA;-33.897602;-53.527446;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
110;R26;2013;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Jaraua within SDR Mamiraua ;314;0.134;Population;1;;4;0.53;0.555;6.429;5.553;-2.890325;-64.981567;7;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
111;R26;2013;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Maraa within SDR Mamiraua ;149;0.1337;Population;1;;4;0.504;0.457;4.75;4.456;-1.978349;-65.5187;7;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
112;R26;2013;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Santarem ;60;0.1173;Population;1;;4;0.483;0.502;3.5;3.711;-2.157943;-54.718689;7;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
113;R26;2013;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Tucurui;38;0.1583;Population;1;;4;0.622;0.6;3;3.421;-3.734576;-49.661497;7;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
114;R27;2014;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;SDR Fonte Boa; Fonte Boa;18;NA;NA;1;;2;0.559;0.501;3.947;3.815;-2.490487;-66.063093;19;NA;NA;NA;NA;NA;;;;;;;;;;;;;
115;R27;2014;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;SDR Mamiraua ; Tefe  ;28;0.135;Population;1;;2;0.591;0.559;4.632;4.258;-2.219962;-65.727344;19;NA;NA;NA;NA;NA;;;;;;;;;;;;;
116;R28;2008;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Sauacu Lake; Para State;32;NA;NA;1;;1;0.695;0.724;8;NA;-2.155245;-56.071127;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;
117;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Borba (BO);30;0.2028;Global;1;;18;0.53;0.563;4.45;NA;-4.378928;-59.595523;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
118;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Carauari (CA);18;0.2028;Global;1;;18;0.583;0.59;4.09;NA;-4.882523;-66.88717;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
119;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Careiro da Varzea (CV);21;0.2028;Global;1;;18;0.548;0.567;4.9;NA;-3.205375;-59.822432;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
120;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Coari (CO);9;0.2028;Global;1;;18;0.606;0.602;3.54;NA;-4.07292;-63.126963;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
121;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Eirunepe (EI);13;0.2028;Global;1;;18;0.482;0.544;4.17;NA;-6.671176;-69.864964;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
122;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Ilha do Bananal (IB);35;0.2028;Global;1;;18;0.316;0.296;2.35;NA;-10.919344;-50.17798;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
123;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;PER;Iquitos (IQ);16;0.2028;Global;1;;18;0.449;0.561;4.45;NA;-3.708608;-73.235532;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
124;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Jacareacanga (JA);15;0.2028;Global;1;;18;0.632;0.556;3.81;NA;-6.132113;-57.687815;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
125;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Labrea (LA);15;0.2028;Global;1;;18;0.423;0.405;3.81;NA;-7.235344;-64.785635;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
126;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;COL;Leticia (LE);22;0.2028;Global;1;;18;0.503;0.546;5.26;NA;-4.234067;-69.947781;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
127;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Macapa (MP);30;0.2028;Global;1;;18;0.431;0.407;2.81;NA;0.047467;-51.02523;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
128;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Manacapuru (MN);30;0.2028;Global;1;;18;0.554;0.62;6.27;NA;-3.323302;-60.607668;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
129;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Manuel Urbano (MU);18;0.2028;Global;1;;18;0.362;0.435;2.45;NA;-8.835356;-69.253547;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
130;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Maraba (MR);37;0.2028;Global;1;;18;0.484;0.558;5.09;NA;-5.315651;-49.089666;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
131;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Mexiana (MX);17;0.2028;Global;1;;18;0.438;0.501;3.18;NA;-0.036038;-49.602447;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
132;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Nhamunda (NH);7;0.2028;Global;1;;18;0.606;0.606;3.81;NA;-2.187956;-56.757303;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
133;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;RDS Piagacu (PI);20;0.2028;Global;1;;18;0.586;0.569;4.54;NA;-5.583333;-63.583333;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
134;R29;2009;Freshwater;Arapaimidae;Arapaima;gigas;Arapaima_gigas;Pirarucu;SAm;BRA;Tapaua (TA);20;0.2028;Global;1;;18;0.588;0.622;4.9;NA;-5.624768;-63.206509;11;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
135;R30;2011;Freshwater;Atherinopsidae;Basilichthys;microlepidotus;Basilichthys_microlepidotus;Silverside;SAm;CHL;Choapa River;30;NA;NA;1;;7;0.299;0.358;2.75;NA;-31.603452;-71.521731;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
136;R30;2011;Freshwater;Atherinopsidae;Basilichthys;semotilus;Basilichthys_semotilus;Silverside;SAm;PER;Lima;3;NA;NA;1;;7;NA;NA;2.667;NA;-11.952785;-76.884226;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
137;R30;2011;Freshwater;Atherinopsidae;Basilichthys;microlepidotus;Basilichthys_microlepidotus;Silverside;SAm;CHL;Limari River;29;NA;NA;1;;7;0.272;0.288;2.5;NA;-30.624288;-71.239974;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
138;R30;2011;Freshwater;Atherinopsidae;Basilichthys;australis;Basilichthys_australis;Silverside;SAm;CHL;Maule River;10;NA;NA;1;;7;NA;NA;1.75;NA;-35.553109;-71.693421;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
139;R31;2014;Freshwater;Atherinopsidae;Basilichthys;microlepidotus;Basilichthys_microlepidotus;Silverside;SAm;CHL;Isla de Maipo+Penaflor;48;0.109;Population;2;Middle;5;0.378;0.489;3.5;NA;-33.728145;-70.918845;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
140;R31;2014;Freshwater;Atherinopsidae;Basilichthys;microlepidotus;Basilichthys_microlepidotus;Silverside;SAm;CHL;Maipo+San Francisco de Mostazal;39;0.0845;Population;2;One Pop;5;0.335;0.388;3.625;NA;-33.963859;-70.718061;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
141;R31;2014;Freshwater;Atherinopsidae;Basilichthys;microlepidotus;Basilichthys_microlepidotus;Silverside;SAm;CHL;Melipilla;22;0.087;Population;1;;5;0.412;0.4;3.375;NA;-33.712864;-71.211813;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
142;R31;2014;Freshwater;Atherinopsidae;Basilichthys;microlepidotus;Basilichthys_microlepidotus;Silverside;SAm;CHL;Pelvin;23;0.063;Population;1;;5;0.303;0.315;2.625;NA;-33.708973;-71.367641;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
143;R31;2014;Freshwater;Atherinopsidae;Basilichthys;microlepidotus;Basilichthys_microlepidotus;Silverside;SAm;CHL;Puangue ;24;0.062;Population;1;;5;0.395;0.395;3.5;NA;-33.661384;-71.336956;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
144;R32;2001;Freshwater;Atherinopsidae;Odontesthes;argentinensis;Odontesthes_argentinensis;Silversides;SAm;BRA;Custodia Lagoon estuary;20;0.015;Population;1;;2;0.86;0.83;10.8;NA;-29.713607;-50.084325;9;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
145;R32;2001;Freshwater;Atherinopsidae;Odontesthes;argentinensis;Odontesthes_argentinensis;Silversides;SAm;BRA;Patos Lagoon estuary + Rocha Lagoon ;78;0.008;Population;2;One Pop;2;0.81;0.81;13.05;NA;-30.024402;-51.321241;9;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
146;R30;2011;Freshwater;Atherinopsidae;Odontesthes;brevianalis;Odontesthes_brevianalis;Silverside;SAm;CHL;Conchali Lagoon;3;NA;NA;1;;7;NA;NA;2.75;NA;-31.879583;-71.496493;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
147;R30;2011;Freshwater;Atherinopsidae;Odontesthes;regia;Odontesthes_regia;Silverside;SAm;CHL;Iquique & Puerto Montt;2;NA;NA;2;One Pop;7;NA;NA;2.143;NA;-41.508689;-72.934112;7;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
148;R30;2011;Freshwater;Atherinopsidae;Odontesthes;mauleanum;Odontesthes_mauleanum;Silverside;SAm;CHL;Valdivia estuary;7;NA;NA;1;;7;NA;NA;3.5;NA;-39.880396;-73.40452;6;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
149;R33;2011;Freshwater;Atherinopsidae;Odontesthes;bonariensis;Odontesthes_bonariensis; Silverside;SAm;ARG;Chascomus lake   ;40;0.1303;Population;1;;2;0.645;0.763;7;NA;-35.58333333;-58.03333333;6;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
150;R33;2011;Freshwater;Atherinopsidae;Odontesthes;bonariensis;Odontesthes_bonariensis; Silverside;SAm;BRA;Chasqueiro dam ;40;0.1303;Population;1;;2;0.538;0.737;6;NA;-32.16666667;-53;5;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
151;R34;2014;Freshwater;Catostomidae;Catostomus;ardens;Catostomus_ardens;Utah sucker;NAm;USA;Jackson Lake;55;0.0059;Population;1;;2;NA;0.918;NA;14.866;43.898371;-110.690452;5;8;45;37;2.12647E+11;212646569.2;;;;;;;;;;;;;;
152;R34;2014;Freshwater;Catostomidae;Catostomus;ardens;Catostomus_ardens;Utah sucker;NAm;USA;Utah Lake;78;0.0199;Population;1;;2;NA;0.902;NA;NA;40.213898;-111.827661;5;8;45;37;2.12647E+11;212646569.2;;;;;;;;;;;;;;
153;R35;2017;Freshwater;Catostomidae;Catostomus;warnerensis;Catostomus_warnerensis;Warner Sucker;NAm;USA;Deep Creek;26;0.0988;Population;1;;5;0.811;0.775;8.25;7.7;43.05489751;-123.7102144;16;1;43;42;12566633929;12566633.93;;;;;;;;;;;;;;
154;R35;2017;Freshwater;Catostomidae;Catostomus;warnerensis;Catostomus_warnerensis;Warner Sucker;NAm;USA;Honey Creek;44;0.1415;Population;1;;5;0.653;0.669;6.56;5.78;41.9847459;-89.3032782;16;1;43;42;12566633929;12566633.93;;;;;;;;;;;;;;
155;R35;2017;Freshwater;Catostomidae;Catostomus;warnerensis;Catostomus_warnerensis;Warner Sucker;NAm;USA;Snyder Creek;19;0.148;Population;1;;5;0.668;0.68;6.88;6.88;43.7267889;-123.0561889;16;1;43;42;12566633929;12566633.93;;;;;;;;;;;;;;
156;R35;2017;Freshwater;Catostomidae;Catostomus;warnerensis;Catostomus_warnerensis;Warner Sucker;NAm;USA;Summer Lake Irrigation Canal;68;0.1665;Population;1;;5;0.678;0.69;6.75;5.88;42.9734157;-120.7749867;16;1;43;42;12566633929;12566633.93;;;;;;;;;;;;;;
157;R35;2017;Freshwater;Catostomidae;Catostomus;warnerensis;Catostomus_warnerensis;Warner Sucker;NAm;USA;Twentymille Creek;75;0.1473;Population;1;;5;0.755;0.739;6.94;5.84;42.0670412;-120.0692236;16;1;43;42;12566633929;12566633.93;;;;;;;;;;;;;;
158;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA; Coyote Wash;41;0.193;Population;1;;9;NA;0.67;6.6;NA;36.181665;-108.544821;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
159;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA;Agua Remora;21;0.308;Population;1;;9;NA;0.37;2.5;NA;35.3166947;-108.5206325;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
160;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA;Bear Canyon Creek+Kin Li Chee Creek;61;0.2495;Population;2;One Pop;9;NA;0.455;3.2;NA;34.406918;-111.001957;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
161;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA;Black Soil Wash;30;0.279;Population;1;;9;NA;0.39;3;NA;35.8148187;-109.2516949;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
162;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA;Crystal Creek;33;0.243;Population;1;;9;NA;0.5;4.2;NA;36.062806;-108.942417;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
163;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA;Rio Nutria;30;0.21;Population;1;;9;NA;0.66;5.9;NA;35.27354151;-108.5673244;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
164;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA;Tsaile Creek;39;0.172;Population;1;;9;NA;0.68;6.9;NA;36.3023453;-109.140402;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
165;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA;Wheatfields Creek;15;0.21;Population;1;;9;NA;0.59;3.8;NA;36.2279082;-109.0610334;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
166;R36;2013;Freshwater;Catostomidae;Catostomus;discobolus;Catostomus_discobolus;Bluehead Sucker;NAm;USA;Whiskey Creek;40;0.202;Population;1;;9;NA;0.59;4.9;NA;36.1416303;-109.0540474;17;10;44;34;78624850136;78624850.14;;;;;;;;;;;;;;
167;R37;2011;Freshwater;Catostomidae;Catostomus;clarkii;Catostomus_clarkii;Desert Sucker;NAm;USA;East Fork Middle Fork West Fork Heart Bar Grapevine Riverside Bird Area;215;0.004;Population;7;One Pop;3;0.671;0.697;NA;7.886;33.18014;-108.206323;10;8;39;31;4.28533E+11;428533447.5;;;;;;;;;;;;;;
168;R38;2008;Freshwater;Catostomidae;Cycleptus;elongatus;Cycleptus_elongatus;Blue Sucker;NAm;USA;1+2+3+4+5+6+7;172;0.0039;Population;7;Middle;2;0.722;0.74;NA;7.326;31.0351;-91.3537;14;22;49;27;3.06621E+11;306620917;;;;;;;;;;;;;;
169;R38;2008;Freshwater;Catostomidae;Cycleptus;elongatus;Cycleptus_elongatus;Blue Sucker;NAm;USA;A+B+C+D+E+F+G+H+I;230;0.0116;Population;9;Middle;2;0.685;0.705;NA;6.96;38.6848;-90.6696;14;22;49;27;3.06621E+11;306620917;;;;;;;;;;;;;;
170;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BB1;15;0.046;Population;1;;144;0.778;0.796;8;NA;32.73725;-89.81795;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
171;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BB2;15;0.0454;Population;1;;144;0.8;0.774;8;NA;32.93258;-89.82903;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
172;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BB3;15;0.0464;Population;1;;144;0.842;0.811;8.667;NA;33.2562;-89.6312;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
173;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BB4;15;0.045;Population;1;;144;0.798;0.816;9.5;NA;33.43048;-89.59058;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
174;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BB5;15;0.0543;Population;1;;144;0.8;0.752;7;NA;32.80152;-90.22557;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
175;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BB6;15;0.0389;Population;1;;144;0.756;0.805;8.5;NA;32.14417;-90.6418;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
176;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BL1;15;0.109;Population;1;;144;0.667;0.676;6;NA;36.18589;-91.87805;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
177;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BL2;15;0.0975;Population;1;;144;0.689;0.723;6.5;NA;36.45953;-91.03497;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
178;R39;2016;Freshwater;Catostomidae;Erimyzon;claviformis;Erimyzon_claviformis;Western Creek Chubsucker;NAm;USA;BL3;15;0.1054;Population;1;;144;0.756;0.723;7.5;NA;36.42647;-91.30052;8;NA;NA;NA;NA;NA;;;;;;;;;;;;;;
