"ID","Study_ID","Species","GDp","GDp_norm","SampleSize","LATITUDE","LONGITUDE","altitude","Position","Marker","Loci","Kingdom","Genus","Family","Order","Class","Phylum","Temp_PC","Prec_PC","Hum_PC","LogRange","Current_Temp","MidHol_Temp","LGM_Temp","autocorr","Mating","Pollen","Seed","Lifeform","Log_longevity","Log_fecundity","Log_size","spp","spp_new"
5371,"S247","Bellamya_aeruginosa",0.832,0.496094249,20,24.96360094,102.65144,1.787486358,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.507542014,-0.453651713,0.704901354,6.477,15.01,14.5,11.7,-26.46135,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5372,"S247","Bellamya_aeruginosa",0.808,0.481783838,22,25.6081874,100.24079,1.908785427,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.530594848,-0.449032186,0.654273319,6.477,15.61,14.4,11.7,-21.34586,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5373,"S247","Bellamya_aeruginosa",0.857,0.511000927,24,29.35562746,113.00853,-0.777713269,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.323119348,0.183842954,1.174361311,6.477,17.1,16.2,13.2,-48.31981,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5374,"S247","Bellamya_aeruginosa",0.837,0.499075585,24,29.44177007,116.04042,-0.799767645,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.724238648,0.599600345,2.223742392,6.477,17.42,16.4,13.1,-55.38444,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5375,"S247","Bellamya_aeruginosa",0.857,0.511000927,20,29.90894185,113.4641,-0.784605261,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.300066514,0.02677905,1.206579151,6.477,17.23,16,12.8,-49.30488,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5376,"S247","Bellamya_aeruginosa",0.833,0.496690516,24,30.26468331,109.4781,-0.251165038,"Sub_edge","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.479878614,-0.070231008,1.542565199,6.477,16.57,16.1,12.8,-40.24045,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5377,"S247","Bellamya_aeruginosa",0.853,0.508615859,25,30.35279894,114.43809,-0.792875653,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.410720114,-0.065611481,1.583988137,6.477,17,16.3,13,-51.51799,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5378,"S247","Bellamya_aeruginosa",0.864,0.515174797,23,31.45076812,120.01608,-0.81355163,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.240129148,-0.1210458,1.086912888,6.477,15.72,14.4,10.6,-64.74351,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5379,"S247","Bellamya_aeruginosa",0.86,0.512789728,30,31.65908181,117.295,-0.805281239,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.092591014,-0.342783075,1.096117985,6.477,15.89,15.1,11.6,-58.15511,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5380,"S247","Bellamya_aeruginosa",0.83,0.494901715,20,33.30689535,118.84306,-0.801146044,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",0.097201581,-0.407456447,1.717462046,6.477,14.55,13.8,10.2,-61.83896,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5381,"S247","Bellamya_aeruginosa",0.82,0.488939043,24,34.67117548,117.27029,-0.77633487,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",-0.013452019,-0.832452892,1.938384379,6.477,14.05,13.8,10.1,-58.13172,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5382,"S247","Bellamya_aeruginosa",0.785,0.468069694,21,38.88415661,116.06244,-0.802524442,"Core","CD",7,"Animalia","Bellamya","Viviparidae","Architaenioglossa","Gastropoda","Molluscs",-0.345412819,-1.294405549,2.214537295,6.477,12.76,11.5,7.7,-55.95885,NA,NA,NA,NA,NA,NA,NA,"Bellamya aeruginosa","Sinotaia quadrata"
5383,"S594","Biomphalaria_choanomphala",0.754,0.449585413,10,-2.708252139,32.88169,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.351275715,-1.202015017,-0.606824998,4.8,22.76,22,19.4,73.92944,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5384,"S594","Biomphalaria_choanomphala",0.848,0.505634523,10,-2.550598818,32.51748,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.406602515,-1.035712061,-0.66665813,4.8,22.74,21.7,19.1,74.55315,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5385,"S594","Biomphalaria_choanomphala",0.735,0.438256338,10,-2.550621381,32.51748,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.406602515,-1.035712061,-0.66665813,4.8,22.74,21.7,19.1,74.55312,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5386,"S594","Biomphalaria_choanomphala",0.803,0.478802502,10,-2.544567868,32.90004,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.383549682,-1.09114638,-0.639042838,4.8,22.66,21.8,19.2,74.11126,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5387,"S594","Biomphalaria_choanomphala",0.636,0.379225892,10,-2.531387019,32.74957,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.415823648,-0.966419162,-0.620632644,4.8,22.63,21.7,19.1,74.30489,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5388,"S594","Biomphalaria_choanomphala",0.738,0.440045139,10,-2.44689871,33.52439,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.411213082,-1.183536911,-0.556196963,4.8,22.47,22,19.5,73.48842,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5389,"S594","Biomphalaria_choanomphala",0.744,0.443622742,10,-2.413556942,31.92432,0.75920107,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.466539882,-0.934082476,-0.588414803,4.8,22.13,21.1,18.5,75.40298,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5390,"S594","Biomphalaria_choanomphala",0.738,0.440045139,10,-2.409305135,32.05674,0.74955228,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.466539882,-0.910984843,-0.611427546,4.8,22.25,21.1,18.5,75.25852,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5391,"S594","Biomphalaria_choanomphala",0.758,0.451970482,10,-2.409301258,32.05674,0.74955228,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.466539882,-0.910984843,-0.611427546,4.8,22.25,21.1,18.5,75.25852,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5392,"S594","Biomphalaria_choanomphala",0.743,0.443026475,10,-2.11138613,33.07831,0.748173882,"Sub_edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.531087815,-0.670769462,-0.560799512,4.8,22.48,21.6,19.1,74.4365,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5393,"S594","Biomphalaria_choanomphala",0.783,0.46687716,10,-1.343596696,33.98219,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.512645548,-0.910984843,-0.809337136,4.8,23.05,22,19.7,74.29736,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5394,"S594","Biomphalaria_choanomphala",0.71,0.42334966,10,-1.005504251,34.13232,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.503424415,-0.846311471,-0.73109381,4.8,22.73,21.8,19.4,74.52793,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5395,"S594","Biomphalaria_choanomphala",0.806,0.480591304,10,-0.931732212,31.77174,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.674015382,-0.005557636,-0.192595624,4.8,21.29,20.2,17.4,77.37014,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5396,"S594","Biomphalaria_choanomphala",0.754,0.449585413,10,-0.64644543,31.80882,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.618688582,-0.167241066,-0.514774026,4.8,21.52,20.5,17.8,77.66948,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5397,"S594","Biomphalaria_choanomphala",0.79,0.47105103,10,-0.526250196,34.16391,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.489592715,-0.837072418,-0.827747331,4.8,22.5,21.7,19.3,75.07011,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5398,"S594","Biomphalaria_choanomphala",0.825,0.491920379,10,-0.519380307,34.44681,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.591025182,-0.513705558,-0.689670873,4.8,22.59,21.6,19.4,74.73242,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5400,"S594","Biomphalaria_choanomphala",0.845,0.503845722,10,-0.271190796,32.02443,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.683236515,0.063735263,-0.579209706,4.8,21.68,20.4,18.4,77.87447,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5401,"S594","Biomphalaria_choanomphala",0.878,0.523522537,10,-0.103873622,34.11601,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.448097615,-0.855550525,-0.938208497,4.8,22.57,21.6,19.4,75.63527,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5402,"S594","Biomphalaria_choanomphala",0.857,0.511000927,10,-0.100733587,32.66438,0.748173882,"Sub_edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.780058415,0.585741765,-0.597619901,4.8,21.8,20.1,18.4,77.35332,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5403,"S594","Biomphalaria_choanomphala",0.828,0.49370918,10,-0.086183505,34.74662,0.750930679,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.683236515,-0.259631597,-0.629837741,4.8,22.89,22,19.9,74.88243,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5404,"S594","Biomphalaria_choanomphala",0.885,0.527696407,10,-0.064852173,34.09775,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.448097615,-0.813974785,-0.942811046,4.8,22.53,21.4,19.4,75.704,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5405,"S594","Biomphalaria_choanomphala",0.818,0.487746509,10,0.013430553,32.77493,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.674015382,0.382482596,-0.79552949,4.8,21.57,19.7,18.5,77.36146,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5406,"S594","Biomphalaria_choanomphala",0.878,0.523522537,10,0.013430653,32.77493,0.748173882,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.674015382,0.382482596,-0.79552949,4.8,21.57,19.7,18.5,77.36146,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5407,"S594","Biomphalaria_choanomphala",0.877,0.52292627,10,0.126564249,33.5886,0.74955228,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.600246315,-0.301207336,-0.76331165,4.8,22.32,21,19.3,76.54342,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5408,"S594","Biomphalaria_choanomphala",0.868,0.517559865,10,0.189737157,33.21095,0.74955228,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.692457648,0.151506268,-0.675863227,4.8,22.05,20.4,19.1,77.06431,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5409,"S594","Biomphalaria_choanomphala",0.833,0.496690516,10,0.322942777,33.61058,0.755065874,"Edge","CD",4,"Animalia","Biomphalaria","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.595635748,-0.199577752,-0.846157525,4.8,22.26,20.9,19.3,76.75039,NA,NA,NA,NA,NA,NA,NA,"Biomphalaria choanomphala","Biomphalaria choanomphala"
5411,"S391","Buccinum_undatum",0.62,0.369685618,59,52.13884705,-6.96859,-0.814930029,"Core","CD",5,"Animalia","Buccinum","Buccinidae","Neogastropoda","Gastropoda","Molluscs",-0.027283719,0.724327562,-1.541142364,7.279,10.13,9.7,1.8,106.2103,NA,NA,NA,NA,NA,NA,NA,"Buccinum undatum","Buccinum undatum"
5420,"S457","Bulinus_globosus",0.77,0.459125687,10,-4.059951353,39.68369,-0.806659638,"Edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.922985982,-0.76777952,-0.353684825,6.993,26.22,25.8,24.5,63.18716,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5421,"S457","Bulinus_globosus",0.58,0.345834933,11,-4.063253874,39.59448,-0.81355163,"Edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.853827482,-0.809355259,-0.431928151,6.993,26.12,25.6,24.3,63.31094,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5422,"S457","Bulinus_globosus",0.39,0.232544179,12,-2.193185028,40.145,-0.784605261,"Edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.614078015,-1.271307916,-1.053272212,6.993,27.16,26,24.6,64.89506,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5423,"S457","Bulinus_globosus",0.77,0.459125687,10,-0.312290551,34.64578,0.748173882,"Sub_edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.577193482,-0.518325085,-0.809337136,6.993,22.66,21.7,19.6,74.73627,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5424,"S457","Bulinus_globosus",0.78,0.465088358,10,0.24055849,33.99203,0.750930679,"Sub_edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.581804048,-0.370500235,-0.855362622,6.993,22.46,21.3,19.5,76.1954,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5425,"S457","Bulinus_globosus",0.69,0.411424317,13,0.255588592,33.96713,0.779877047,"Sub_edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.618688582,-0.250392544,-0.855362622,6.993,22.41,21.2,19.4,76.24328,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5426,"S457","Bulinus_globosus",0.65,0.387573632,11,0.270089991,33.52208,0.763336265,"Sub_edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.595635748,-0.171860592,-0.781721845,6.993,22.13,20.7,19.2,76.79293,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5427,"S457","Bulinus_globosus",0.57,0.339872262,15,1.739128153,31.39867,0.529008519,"Sub_edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.595635748,-0.698486621,-1.071682407,6.993,23.77,20.6,20.3,80.9019,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5428,"S457","Bulinus_globosus",0.68,0.405461646,13,1.893142833,32.89303,0.631010008,"Sub_edge","CD",4,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.646351982,-0.76777952,-0.832349879,6.993,23.76,21.2,20.7,79.40892,NA,NA,NA,NA,NA,NA,NA,"Bulinus globosus","Bulinus globosus"
5429,"S445","Bulinus_truncatus",0.104,0.062011781,15,-4.918167739,29.65386,0.245058426,"Sub_edge","CD",5,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.457318748,-1.308264128,-0.790926942,7.115,24.04,23.2,20.4,74.64645,NA,NA,NA,NA,NA,NA,NA,"Bulinus truncatus","Bulinus truncatus"
5430,"S445","Bulinus_truncatus",0.088,0.052471507,12,-2.231255414,28.90555,1.198910194,"Core","CD",5,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.189905881,-0.176480119,-1.02565692,7.115,17.9,16.9,13.7,78.7478,NA,NA,NA,NA,NA,NA,NA,"Bulinus truncatus","Bulinus truncatus"
5431,"S445","Bulinus_truncatus",0.104,0.062011781,15,-2.215116192,28.92717,1.198910194,"Core","CD",5,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.176074181,-0.231914438,-1.053272212,7.115,17.87,16.9,13.7,78.74696,NA,NA,NA,NA,NA,NA,NA,"Bulinus truncatus","Bulinus truncatus"
5432,"S445","Bulinus_truncatus",0.099,0.059030445,14,1.537420636,30.98959,0.032785055,"Core","CD",5,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.655573115,-1.118863539,-1.085490052,7.115,25.54,22.8,22.1,81.11656,NA,NA,NA,NA,NA,NA,NA,"Bulinus truncatus","Bulinus truncatus"
5433,"S445","Bulinus_truncatus",0.3,0.178880138,15,1.833949422,31.32742,0.032785055,"Core","CD",5,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.632520282,-1.160439278,-1.301809837,7.115,25.58,22.8,22.3,81.08811,NA,NA,NA,NA,NA,NA,NA,"Bulinus truncatus","Bulinus truncatus"
5434,"S445","Bulinus_truncatus",0.189,0.112694487,15,1.913549648,31.37926,0.032785055,"Core","CD",5,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.650962548,-1.105004959,-1.251181802,7.115,25.67,22.8,22.4,81.12188,NA,NA,NA,NA,NA,NA,NA,"Bulinus truncatus","Bulinus truncatus"
5435,"S445","Bulinus_truncatus",0.474,0.282630618,16,1.946842285,31.41222,0.032785055,"Core","CD",5,"Animalia","Bulinus","Planorbidae","Basommatophora","Gastropoda","Molluscs",1.660183682,-1.081907326,-1.241976705,7.115,25.6,22.9,22.4,81.12353,NA,NA,NA,NA,NA,NA,NA,"Bulinus truncatus","Bulinus truncatus"
5436,"S571","Cepaea_nemoralis",0.76,0.453163016,17,53.42308962,7.82005,-0.810794833,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.419181886,0.387102123,-0.827747331,6.845,8.8,8.3,-2.1,114.1826,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5437,"S571","Cepaea_nemoralis",0.56,0.333909591,18,53.43500006,7.78263,-0.790118855,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.414571319,0.396341176,-0.836952428,6.845,8.84,8.3,-2.1,114.1727,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5438,"S571","Cepaea_nemoralis",0.8,0.477013701,14,53.43779546,7.77988,-0.79563245,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.414571319,0.396341176,-0.836952428,6.845,8.84,8.3,-2.1,114.1701,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5439,"S571","Cepaea_nemoralis",0.79,0.47105103,20,53.4405066,7.83173,-0.812173232,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.419181886,0.387102123,-0.827747331,6.845,8.8,8.3,-2.1,114.1655,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5440,"S571","Cepaea_nemoralis",0.76,0.453163016,20,53.4479977,7.78709,-0.809416435,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.414571319,0.396341176,-0.836952428,6.845,8.84,8.3,-2.1,114.1602,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5441,"S571","Cepaea_nemoralis",0.78,0.465088358,20,53.46024175,7.77388,-0.81355163,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.414571319,0.396341176,-0.836952428,6.845,8.84,8.3,-2.1,114.149,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5442,"S571","Cepaea_nemoralis",0.74,0.441237673,20,53.46110071,7.7622,-0.806659638,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.419181886,0.396341176,-0.841554976,6.845,8.84,8.3,-2.1,114.1486,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5443,"S571","Cepaea_nemoralis",0.71,0.42334966,10,53.47210495,7.78744,-0.81355163,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.419181886,0.396341176,-0.841554976,6.845,8.84,8.3,-2.1,114.1373,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5444,"S571","Cepaea_nemoralis",0.73,0.435275002,19,53.47506443,7.76392,-0.810794833,"Edge","CD",5,"Animalia","Cepaea","Helicidae","Stylommatophora","Gastropoda","Molluscs",-0.419181886,0.396341176,-0.841554976,6.845,8.84,8.3,-2.1,114.1353,NA,NA,NA,NA,3.340444115,2.299866701,1.342422681,"Cepaea nemoralis","Cepaea nemoralis"
5465,"S662","Chlamys_nobilis",0.244,0.145489179,50,18.42105721,109.99469,-0.814930029,"Core","CD",5,"Animalia","Chlamys","Pectinidae","Ostreoida","Bivalvia","Molluscs",1.687847082,-0.44441266,0.718708999,6.778,25.71,24.8,21.9,-44.8756,NA,NA,NA,NA,NA,NA,NA,"Chlamys nobilis","Mimachlamys crassicostata"
5475,"S713","Crassostrea_ariakensis",0.762,0.45435555,50,21.6801081,108.85031,-0.814930029,"Core","CD",3,"Animalia","Crassostrea","Ostreidae","Ostreoida","Bivalvia","Molluscs",1.664794248,0.594980818,2.39403669,6.079,22.09,21.7,19.9,-40.87737,NA,NA,NA,NA,NA,NA,NA,"Crassostrea ariakensis","Magallana ariakensis"
5476,"S713","Crassostrea_ariakensis",0.493,0.293959693,46,21.82519026,112.21016,-0.814930029,"Core","CD",3,"Animalia","Crassostrea","Ostreidae","Ostreoida","Bivalvia","Molluscs",1.521866682,0.479492654,1.887756344,6.079,22.63,21.4,18.8,-48.45857,NA,NA,NA,NA,NA,NA,NA,"Crassostrea ariakensis","Magallana ariakensis"
5477,"S713","Crassostrea_ariakensis",0.588,0.35060507,50,22.27335187,113.07742,-0.814930029,"Core","CD",3,"Animalia","Crassostrea","Ostreidae","Ostreoida","Bivalvia","Molluscs",1.277506648,-0.111806747,1.542565199,6.079,22.44,21.6,18.8,-50.29677,NA,NA,NA,NA,NA,NA,NA,"Crassostrea ariakensis","Magallana ariakensis"
5478,"S713","Crassostrea_ariakensis",0.716,0.426927262,50,33.58316617,131.26644,-0.81355163,"Core","CD",3,"Animalia","Crassostrea","Ostreidae","Ostreoida","Bivalvia","Molluscs",0.558258248,0.474873128,1.528757553,6.079,15.67,14.6,9.6,-93.67789,NA,NA,NA,NA,NA,NA,NA,"Crassostrea ariakensis","Magallana ariakensis"
5480,"S16","Crassostrea_gigas",0.917,0.546776955,50,34.5863214,127.62647,-0.814930029,"Core","CD",9,"Animalia","Crassostrea","Ostreidae","Ostreoida","Bivalvia","Molluscs",0.369225014,0.243896799,1.827923212,6.477,13.91,13.4,7.8,-84.03011,NA,NA,NA,NA,NA,NA,NA,"Crassostrea gigas","Magallana gigas"
5481,"S16","Crassostrea_gigas",0.923,0.550354557,50,34.73126525,128.06729,-0.814930029,"Core","CD",9,"Animalia","Crassostrea","Ostreidae","Ostreoida","Bivalvia","Molluscs",0.396888414,0.322428751,1.956794573,6.477,13.96,13.3,7.6,-85.19058,NA,NA,NA,NA,NA,NA,NA,"Crassostrea gigas","Magallana gigas"
5482,"S16","Crassostrea_gigas",0.917,0.546776955,49,34.83831106,128.46005,-0.810794833,"Core","CD",9,"Animalia","Crassostrea","Ostreidae","Ostreoida","Bivalvia","Molluscs",0.350782748,0.373243543,1.864743601,6.477,13.76,13,6.9,-86.22745,NA,NA,NA,NA,NA,NA,NA,"Crassostrea gigas","Magallana gigas"
5483,"S16","Crassostrea_gigas",0.93,0.554528427,50,36.67356386,126.45917,-0.814930029,"Core","CD",9,"Animalia","Crassostrea","Ostreidae","Ostreoida","Bivalvia","Molluscs",-0.013452019,0.003681417,1.984409865,6.477,12.04,11.2,5.1,-81.19573,NA,NA,NA,NA,NA,NA,NA,"Crassostrea gigas","Magallana gigas"
