"ID","Study_ID","Species","GDp","GDp_norm","SampleSize","LATITUDE","LONGITUDE","altitude","Position","Marker","Loci","Kingdom","Genus","Family","Order","Class","Phylum","Temp_PC","Prec_PC","Hum_PC","LogRange","Current_Temp","MidHol_Temp","LGM_Temp","autocorr","Mating","Pollen","Seed","Lifeform","Log_longevity","Log_fecundity","Log_size","spp","spp_new"
7867,"S44","Vireo_atricapilla",0.73,0.435275002,19,31.32887789,-97.81213,-0.365572114,"Core","CD",15,"Animalia","Vireo","Vireonidae","Passeriformes","Aves","Birds",0.267792548,-0.698486621,0.373517854,5.767,18.38,17.9,8,-46.0659,NA,NA,NA,NA,3.407390904,1.37386787,0.937016107,"Vireo atricapilla","Vireo atricapilla"
7868,"S44","Vireo_atricapilla",0.76,0.453163016,18,28.2749249,-97.96017,-0.75841569,"Edge","CD",15,"Animalia","Vireo","Vireonidae","Passeriformes","Aves","Birds",0.595142781,-1.123483066,0.327492368,5.767,21.54,21,13.6,-46.66168,NA,NA,NA,NA,3.407390904,1.37386787,0.937016107,"Vireo atricapilla","Vireo atricapilla"
7869,"S44","Vireo_atricapilla",0.78,0.465088358,17,30.63849135,-98.02298,-0.303544181,"Core","CD",15,"Animalia","Vireo","Vireonidae","Passeriformes","Aves","Birds",0.290845381,-0.670769462,0.350505111,5.767,18.63,17.9,8.7,-46.58217,NA,NA,NA,NA,3.407390904,1.37386787,0.937016107,"Vireo atricapilla","Vireo atricapilla"
7870,"S44","Vireo_atricapilla",0.72,0.429312331,17,29.60409945,-98.67317,-0.27735461,"Core","CD",15,"Animalia","Vireo","Vireonidae","Passeriformes","Aves","Birds",0.396888414,-0.777018573,0.244646494,5.767,19.27,18.7,10.7,-48.163,NA,NA,NA,NA,3.407390904,1.37386787,0.937016107,"Vireo atricapilla","Vireo atricapilla"
7871,"S44","Vireo_atricapilla",0.75,0.447200345,18,30.08606534,-99.50156,0.093434589,"Core","CD",15,"Animalia","Vireo","Vireonidae","Passeriformes","Aves","Birds",0.166360081,-0.975658215,0.3873255,5.767,17.94,16.9,8.8,-50.04506,NA,NA,NA,NA,3.407390904,1.37386787,0.937016107,"Vireo atricapilla","Vireo atricapilla"
7872,"S44","Vireo_atricapilla",0.76,0.453163016,16,29.62616759,-100.4383,-0.033378074,"Core","CD",15,"Animalia","Vireo","Vireonidae","Passeriformes","Aves","Birds",0.258571414,-1.25282981,0.41954334,5.767,19.25,18.3,11,-52.26854,NA,NA,NA,NA,3.407390904,1.37386787,0.937016107,"Vireo atricapilla","Vireo atricapilla"
7873,"S44","Vireo_atricapilla",0.71,0.42334966,15,29.92982368,-100.96704,-0.145028353,"Core","CD",15,"Animalia","Vireo","Vireonidae","Passeriformes","Aves","Birds",0.244739714,-1.539240457,0.474773924,5.767,19.62,18.8,11.6,-53.47844,NA,NA,NA,NA,3.407390904,1.37386787,0.937016107,"Vireo atricapilla","Vireo atricapilla"
7874,"S44","Vireo_atricapilla",0.73,0.435275002,20,30.46321225,-101.81112,0.038298649,"Sub_edge","CD",15,"Animalia","Vireo","Vireonidae","Passeriformes","Aves","Birds",0.106422714,-1.645489568,0.502389215,5.767,18.83,17.8,10.7,-55.42595,NA,NA,NA,NA,3.407390904,1.37386787,0.937016107,"Vireo atricapilla","Vireo atricapilla"
7875,"S134","Wilsonia_pusilla",0.77,0.459125687,10,58.30237591,-134.41667,-0.802524442,"Sub_edge","CD",8,"Animalia","Wilsonia","Parulidae","Passeriformes","Aves","Birds",-0.336191686,2.017795002,-0.358287373,7.349,4.32,2,-6.9,-149.7487,NA,NA,NA,NA,3.516535374,1.509530472,0.897627091,"Wilsonia pusilla","Cardellina pusilla"
7876,"S134","Wilsonia_pusilla",0.73,0.435275002,19,52.66908734,-111.3,0.027271461,"Core","CD",8,"Animalia","Wilsonia","Parulidae","Passeriformes","Aves","Birds",-1.470391087,-0.619954669,0.971849173,7.349,2.67,1.5,-24.5,-85.363,NA,NA,NA,NA,3.516535374,1.509530472,0.897627091,"Wilsonia pusilla","Cardellina pusilla"
7877,"S134","Wilsonia_pusilla",0.73,0.435275002,12,51.65190992,-121.28333,0.450439803,"Core","CD",8,"Animalia","Wilsonia","Parulidae","Passeriformes","Aves","Birds",-1.096935186,-0.481368872,-0.091339554,7.349,4.4,3.3,-16.8,-109.991,NA,NA,NA,NA,3.516535374,1.509530472,0.897627091,"Wilsonia pusilla","Cardellina pusilla"
7878,"S134","Wilsonia_pusilla",0.79,0.47105103,20,48.1521006,-121.45,-0.094027608,"Sub_edge","CD",8,"Animalia","Wilsonia","Parulidae","Passeriformes","Aves","Birds",0.290845381,1.241714538,-0.27083895,7.349,8.14,7.1,-7.3,-108.4511,NA,NA,NA,NA,3.516535374,1.509530472,0.897627091,"Wilsonia pusilla","Cardellina pusilla"
7879,"S134","Wilsonia_pusilla",0.78,0.465088358,32,44.2688196,-123.85,-0.543385522,"Edge","CD",8,"Animalia","Wilsonia","Parulidae","Passeriformes","Aves","Birds",0.798007715,1.121606847,-0.266236401,7.349,10.2,9.8,6.6,-113.2177,NA,NA,NA,NA,3.516535374,1.509530472,0.897627091,"Wilsonia pusilla","Cardellina pusilla"
7880,"S134","Wilsonia_pusilla",0.77,0.459125687,17,37.50141558,-122.48333,-0.814930029,"Edge","CD",8,"Animalia","Wilsonia","Parulidae","Passeriformes","Aves","Birds",0.336951048,-0.638432776,-1.352437871,7.349,13.02,10,9,-107.9936,NA,NA,NA,NA,3.516535374,1.509530472,0.897627091,"Wilsonia pusilla","Cardellina pusilla"
7881,"S134","Wilsonia_pusilla",0.76,0.453163016,32,39.03463695,-107.95,3.408483006,"Core","CD",8,"Animalia","Wilsonia","Parulidae","Passeriformes","Aves","Birds",-1.212199353,-0.09332864,-0.708081067,7.349,2.29,1.2,-7.1,-70.80066,NA,NA,NA,NA,3.516535374,1.509530472,0.897627091,"Wilsonia pusilla","Cardellina pusilla"
7882,"S134","Wilsonia_pusilla",0.7,0.417386988,17,49.71861761,-73.33333,-0.260813828,"Core","CD",8,"Animalia","Wilsonia","Parulidae","Passeriformes","Aves","Birds",-1.61792922,0.553405079,1.040887402,7.349,-0.22,-1.5,-29.5,-0.3311839,NA,NA,NA,NA,3.516535374,1.509530472,0.897627091,"Wilsonia pusilla","Cardellina pusilla"
7883,"S428","Zenaida_aurita",0.79,0.47105103,32,18.22229697,-66.55683,0.512467736,"Isle","CD",13,"Animalia","Zenaida","Columbidae","Columbiformes","Aves","Birds",1.844606349,1.098509215,0.078954744,5.301,21.28,20.6,18.5,15.04597,NA,NA,NA,NA,3.465382851,1.616905919,2.201397124,"Zenaida aurita","Zenaida aurita"
7884,"S428","Zenaida_aurita",0.82,0.488939043,23,18.41615794,-64.65559,-0.354544926,"Isle","CD",13,"Animalia","Zenaida","Columbidae","Columbiformes","Aves","Birds",1.687847082,-0.171860592,-0.892183011,5.301,25.33,25.1,22.3,18.60272,NA,NA,NA,NA,3.465382851,1.616905919,2.201397124,"Zenaida aurita","Zenaida aurita"
7885,"S428","Zenaida_aurita",0.81,0.482976372,58,17.90044754,-62.80711,-0.513060755,"Isle","CD",13,"Animalia","Zenaida","Columbidae","Columbiformes","Aves","Birds",1.706289348,-0.315065916,-1.053272212,5.301,26.44,26.3,23.5,21.65559,NA,NA,NA,NA,3.465382851,1.616905919,2.201397124,"Zenaida aurita","Zenaida aurita"
7886,"S428","Zenaida_aurita",0.78,0.465088358,30,16.11950551,-61.64946,-0.172596323,"Isle","CD",13,"Animalia","Zenaida","Columbidae","Columbiformes","Aves","Birds",2.241115082,2.415074287,0.258454139,5.301,22.86,21.6,19.1,22.81555,NA,NA,NA,NA,3.465382851,1.616905919,2.201397124,"Zenaida aurita","Zenaida aurita"
7887,"S428","Zenaida_aurita",0.74,0.441237673,28,15.86344344,-61.63096,-0.660549396,"Isle","CD",13,"Animalia","Zenaida","Columbidae","Columbiformes","Aves","Birds",1.839995782,-0.060991954,-0.634440289,5.301,26.62,24.9,22.3,22.71622,NA,NA,NA,NA,3.465382851,1.616905919,2.201397124,"Zenaida aurita","Zenaida aurita"
7888,"S428","Zenaida_aurita",0.77,0.459125687,61,14.76170576,-61.06677,-0.333868949,"Isle","CD",13,"Animalia","Zenaida","Columbidae","Columbiformes","Aves","Birds",2.508527949,2.789255939,0.373517854,5.301,24.44,22.8,20.1,23.11656,NA,NA,NA,NA,3.465382851,1.616905919,2.201397124,"Zenaida aurita","Zenaida aurita"
7889,"S428","Zenaida_aurita",0.77,0.459125687,16,13.85199442,-60.9443,-0.433113641,"Isle","CD",13,"Animalia","Zenaida","Columbidae","Columbiformes","Aves","Birds",2.029029015,0.682751823,-0.252428755,5.301,25.91,24.2,21.6,22.82564,NA,NA,NA,NA,3.465382851,1.616905919,2.201397124,"Zenaida aurita","Zenaida aurita"
7890,"S428","Zenaida_aurita",0.79,0.47105103,48,13.20343451,-59.55662,-0.417951258,"Isle","CD",13,"Animalia","Zenaida","Columbidae","Columbiformes","Aves","Birds",1.812332382,-0.014796689,-0.593017352,5.301,25.59,24.1,21.6,24.85378,NA,NA,NA,NA,3.465382851,1.616905919,2.201397124,"Zenaida aurita","Zenaida aurita"
7899,"S554","Alligator_mississippiensis",0.57,0.339872262,17,28.4384603,-96.75758,-0.814930029,"Edge","CD",7,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.733459781,-0.43055408,0.207826105,6.301,21.43,20.7,13.3,-43.86502,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7900,"S554","Alligator_mississippiensis",0.59,0.351797604,10,28.65523345,-95.9839,-0.810794833,"Edge","CD",7,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.774954881,-0.1210458,0.171005716,6.301,21.39,20.6,13,-42.06162,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7901,"S554","Alligator_mississippiensis",0.75,0.447200345,67,29.99085536,-93.85566,-0.810794833,"Sub_edge","CD",7,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.807228848,0.479492654,0.332094917,6.301,20.05,19.3,11.3,-37.09032,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7902,"S554","Alligator_mississippiensis",0.63,0.375648289,29,31.13194431,-94.12175,-0.746010103,"Core","CD",7,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.521373714,0.20232106,-0.178787978,6.301,18.83,18,9.1,-37.6367,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7903,"S554","Alligator_mississippiensis",0.66,0.393536303,44,31.94127038,-95.88697,-0.674333381,"Core","CD",7,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.539815981,-0.495227452,0.143390424,6.301,18.58,18.3,8,-41.6354,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7904,"S554","Alligator_mississippiensis",0.67,0.399498975,24,32.08554549,-95.84567,-0.678468576,"Core","CD",7,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.530594848,-0.522944611,0.175608265,6.301,18.46,18.2,7.7,-41.54166,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7905,"S151","Alligator_mississippiensis",0.736,0.438852605,24,25.32656879,-80.9658,-0.814930029,"Edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",1.388160248,-0.398217394,0.470171375,6.301,24.23,23.3,19.9,-10.21259,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7906,"S151","Alligator_mississippiensis",0.712,0.424542194,59,29.10517265,-81.41176,-0.808038036,"Sub_edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",1.056199448,-0.014796689,0.64967077,6.301,21.11,20.8,14.7,-10.53587,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7907,"S151","Alligator_mississippiensis",0.749,0.446604077,23,29.50310312,-82.20303,-0.790118855,"Core","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",1.000872648,-0.028655268,0.668080965,6.301,20.5,20.2,14.2,-12.11459,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7908,"S151","Alligator_mississippiensis",0.716,0.426927262,34,28.87308066,-81.82993,-0.792875653,"Sub_edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",1.019314915,-0.222675384,0.465568826,6.301,21.43,20.9,14.9,-11.40998,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7909,"S151","Alligator_mississippiensis",0.708,0.422157125,39,28.67106532,-81.63743,-0.791497254,"Sub_edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",1.102305115,-0.204197278,0.539209604,6.301,21.64,21.3,15.6,-11.03839,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7910,"S151","Alligator_mississippiensis",0.758,0.451970482,21,30.89795986,-82.87412,-0.734982915,"Core","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.784176015,-0.010177162,0.594440187,6.301,19.2,18.8,13.1,-13.40583,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7911,"S151","Alligator_mississippiensis",0.546,0.325561851,31,33.14872741,-79.32309,-0.814930029,"Edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.650469581,0.308570171,0.608247833,6.301,18.25,17.4,11.2,-6.229523,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7912,"S151","Alligator_mississippiensis",0.662,0.394728838,22,30.7115551,-87.91593,-0.805281239,"Sub_edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.880997915,0.68737135,0.506991764,6.301,19.29,18.9,11.3,-23.99725,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7913,"S151","Alligator_mississippiensis",0.765,0.456144352,27,29.83467335,-90.27464,-0.814930029,"Sub_edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.954766981,0.682751823,0.391928049,6.301,20.18,19.8,12.2,-29.14607,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7914,"S151","Alligator_mississippiensis",0.79,0.47105103,23,29.59587846,-91.90781,-0.814930029,"Isle","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.963988115,0.793620461,0.594440187,6.301,20.41,19.4,11.8,-32.76032,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7915,"S151","Alligator_mississippiensis",0.795,0.474032365,34,29.68896638,-92.67508,-0.812173232,"Edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.880997915,0.67351277,0.437953535,6.301,20.18,19.4,11.9,-34.4613,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7916,"S151","Alligator_mississippiensis",0.735,0.438256338,32,29.61261403,-94.54991,-0.810794833,"Edge","CD",8,"Animalia","Alligator","Alligatoridae","Crocodilia","Reptilia","Reptiles",0.779565448,0.193082007,0.272261785,6.301,20.35,19.9,11.9,-38.69103,NA,NA,NA,NA,4.466852798,3.481106888,4.574031268,"Alligator mississippiensis","Alligator mississippiensis"
7917,"S289","Ameiva_polops",0.58,0.345834933,16,17.750531,-64.70277,-0.814930029,"Endemic","CD",9,"Animalia","Ameiva","Teiidae","Squamata","Reptilia","Reptiles",1.669404815,-0.518325085,-1.034862018,2.342,26.36,25.7,22.9,18.21281,NA,NA,NA,NA,NA,NA,NA,"Ameiva polops","Pholidoscelis polops"
7918,"S289","Ameiva_polops",0.35,0.208693494,64,17.76824722,-64.6652,-0.810794833,"Endemic","CD",9,"Animalia","Ameiva","Teiidae","Squamata","Reptilia","Reptiles",1.655573115,-0.661530409,-1.117707893,2.342,26.54,26,23.2,18.28887,NA,NA,NA,NA,NA,NA,NA,"Ameiva polops","Pholidoscelis polops"
7919,"S407","Apalone_atra",0.582,0.347027467,18,26.85127643,-102.1485,0.239544831,"Edge","CD",10,"Animalia","Apalone","Trionychidae","Testudines","Reptilia","Reptiles",0.392277848,-2.001193114,0.097364938,6.699,20.89,19.7,15.2,-56.70435,NA,NA,NA,NA,4.261262869,3.079488762,3.484299839,"Apalone atra","Apalone spinifera"
7920,"S407","Apalone_atra",0.634,0.378033358,18,26.91359011,-102.07465,0.170624906,"Edge","CD",10,"Animalia","Apalone","Trionychidae","Testudines","Reptilia","Reptiles",0.410720114,-2.024290747,0.134185327,6.699,21.32,19.9,15.4,-56.51684,NA,NA,NA,NA,4.261262869,3.079488762,3.484299839,"Apalone atra","Apalone spinifera"
7921,"S407","Apalone_atra",0.436,0.259972467,11,26.88997321,-102.07812,0.177516899,"Edge","CD",10,"Animalia","Apalone","Trionychidae","Testudines","Reptilia","Reptiles",0.410720114,-2.024290747,0.134185327,6.699,21.32,19.9,15.4,-56.52948,NA,NA,NA,NA,4.261262869,3.079488762,3.484299839,"Apalone atra","Apalone spinifera"
7922,"S407","Apalone_atra",0.539,0.321387981,20,26.91085176,-101.99158,0.147192131,"Edge","CD",10,"Animalia","Apalone","Trionychidae","Testudines","Reptilia","Reptiles",0.419941248,-2.001193114,0.147992973,6.699,21.56,20,15.3,-56.31958,NA,NA,NA,NA,4.261262869,3.079488762,3.484299839,"Apalone atra","Apalone spinifera"
7923,"S407","Apalone_atra",0.637,0.379822159,17,26.79478063,101.98427,0.756444273,"Edge","CD",10,"Animalia","Apalone","Trionychidae","Testudines","Reptilia","Reptiles",0.715017515,-0.924843423,1.155951117,6.699,18.59,17.6,14.6,-24.68299,NA,NA,NA,NA,4.261262869,3.079488762,3.484299839,"Apalone atra","Apalone spinifera"
7924,"S568","Aspidoscelis_sexlineata",0.87,0.5187524,18,27.15968082,-81.35734,-0.7487669,"Sub_edge","CD",6,"Animalia","Aspidoscelis","Teiidae","Squamata","Reptilia","Reptiles",1.222179848,-0.43055408,0.764734486,6.602,22.49,21.9,17.7,-10.66344,NA,NA,NA,NA,3.340444115,1.545693603,3.431363764,"Aspidoscelis sexlineata","Aspidoscelis sexlineatus"
7925,"S568","Aspidoscelis_sexlineata",0.88,0.524715071,24,27.13859515,-81.36265,-0.750145299,"Sub_edge","CD",6,"Animalia","Aspidoscelis","Teiidae","Squamata","Reptilia","Reptiles",1.222179848,-0.43055408,0.764734486,6.602,22.49,21.9,17.7,-10.67746,NA,NA,NA,NA,3.340444115,1.545693603,3.431363764,"Aspidoscelis sexlineata","Aspidoscelis sexlineatus"
7926,"S568","Aspidoscelis_sexlineata",0.89,0.530677742,24,27.12488351,-81.36414,-0.750145299,"Sub_edge","CD",6,"Animalia","Aspidoscelis","Teiidae","Squamata","Reptilia","Reptiles",1.226790415,-0.425934554,0.746324291,6.602,22.53,21.9,17.7,-10.6826,NA,NA,NA,NA,3.340444115,1.545693603,3.431363764,"Aspidoscelis sexlineata","Aspidoscelis sexlineatus"
7934,"S73","Caretta_caretta",0.794,0.473436098,46,26.5351819,-82.04137,-0.803902841,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",1.388160248,-0.338163549,0.806157423,7.699,23.39,22.8,18.3,-12.16177,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7936,"S73","Caretta_caretta",0.811,0.483572639,123,27.13193821,-80.14499,-0.808038036,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",1.323612315,0.022159524,0.249249042,7.699,23.36,22.8,19.8,-8.213023,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7937,"S73","Caretta_caretta",0.81,0.482976372,42,28.72405834,-80.68549,-0.81355163,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",1.102305115,0.072974316,0.442556083,7.699,21.89,21.3,16.6,-9.101176,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7938,"S73","Caretta_caretta",0.817,0.487150242,51,30.87477424,-81.41808,-0.805281239,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",0.811839415,0.109930529,0.603645284,7.699,19.95,19.5,12.1,-10.43141,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7939,"S73","Caretta_caretta",0.795,0.474032365,24,33.03293331,-79.54242,-0.812173232,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",0.650469581,0.271613959,0.608247833,7.699,18.07,17.6,11.3,-6.662447,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7940,"S73","Caretta_caretta",0.804,0.479398769,26,34.77546947,-76.74007,-0.814930029,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",0.549037114,0.594980818,0.580632541,7.699,17.12,16.4,8.6,-1.256001,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7941,"S73","Caretta_caretta",0.683,0.407250447,81,3.739828415,-51.10079,-0.805281239,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",3.029521983,1.565081398,0.313684723,7.699,26.25,25.5,22.5,32.02381,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7942,"S73","Caretta_caretta",0.751,0.447796612,115,33.76769581,135.29994,-0.788740457,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",0.724238648,1.098509215,1.413693838,7.699,16.27,15.4,10.9,-104.7076,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7943,"S73","Caretta_caretta",0.699,0.416790721,10,33.82423551,134.69698,-0.615062245,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",0.705796381,0.992260103,1.676039109,7.699,15.8,14.9,10.1,-103.0407,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7944,"S73","Caretta_caretta",0.715,0.426330995,46,31.87985862,131.45963,-0.805281239,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",1.166853048,1.32024649,2.417049433,7.699,17.92,16.5,11.6,-94.25028,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7946,"S73","Caretta_caretta",0.748,0.44600781,22,31.5097262,130.32426,-0.803902841,"Core","CD",5,"Animalia","Caretta","Cheloniidae","Testudines","Reptilia","Reptiles",1.148410781,1.611276664,1.850935955,7.699,17.09,16.7,11.4,-91.21662,NA,NA,NA,NA,4.354684554,3.653889485,2.966141733,"Caretta caretta","Caretta caretta"
7966,"S305","Chrysemys_picta",0.69,0.411424317,23,50.57129128,-118.7928,0.33327593,"Sub_edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-0.94017592,0.183842954,-0.657453032,6.845,6.14,4.5,-15.1,-102.8408,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7967,"S305","Chrysemys_picta",0.76,0.453163016,18,48.51579966,-123.3934,-0.723955727,"Edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-0.050336553,0.012920471,-1.182143573,6.845,10.04,8.8,-5.2,-113.8229,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7968,"S305","Chrysemys_picta",0.75,0.447200345,20,49.21028704,-119.612,0.194057681,"Sub_edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-0.972449886,-0.75392094,-0.708081067,6.845,7.43,7.1,-9.5,-104.1778,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7969,"S305","Chrysemys_picta",0.75,0.447200345,15,49.12483507,-116.6299,-0.081622021,"Sub_edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-0.792637786,-0.065611481,-0.73109381,6.845,5.93,4.8,-12.6,-96.44499,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7970,"S305","Chrysemys_picta",0.76,0.453163016,14,50.50056741,-116.0257,0.294680772,"Edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-1.28596842,-0.102567694,-0.574607158,6.845,5.54,3.1,-17.6,-95.72208,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7971,"S305","Chrysemys_picta",0.76,0.453163016,18,49.49981219,-115.793,0.455953398,"Sub_edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-1.18914652,-0.125665326,-0.560799512,6.845,5.18,4,-15,-94.5362,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7972,"S305","Chrysemys_picta",0.69,0.411424317,21,49.9580462,-115.7647,0.331897532,"Sub_edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-1.21680992,-0.222675384,-0.523979123,6.845,5.56,4.2,-15.8,-94.73439,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7973,"S305","Chrysemys_picta",0.51,0.304096234,15,49.73169337,-123.9699,-0.617819042,"Edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",0.106422714,0.8351962,-0.892183011,6.845,9.91,9.1,-6.2,-116.0082,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7974,"S305","Chrysemys_picta",0.76,0.453163016,25,49.11495718,-115.1062,0.325005539,"Sub_edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-1.032387253,-0.29658781,-0.450338345,6.845,6.44,5.3,-14.1,-92.58074,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7975,"S305","Chrysemys_picta",0.65,0.387573632,21,49.18483272,-122.114,-0.799767645,"Sub_edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",0.097201581,1.066172529,-0.620632644,6.845,8.9,7.8,-6.9,-110.7573,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
7976,"S305","Chrysemys_picta",0.75,0.447200345,21,50.13427123,-119.3558,-0.156055541,"Sub_edge","CD",10,"Animalia","Chrysemys","Emydidae","Testudines","Reptilia","Reptiles",-1.018555553,-0.495227452,-0.625235192,6.845,7.9,6.5,-12.3,-104.0395,NA,NA,NA,NA,4.164352856,2.476530212,2.230448921,"Chrysemys picta","Chrysemys picta"
