"V1","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","spp_new"
1,"Acanthochromis polyacanthus","Spiny chromis ","Miller-Sims et al. 2005 Mol Ecol Notes 5:841-843",1,"Australia","One Tree Island Lagoon",-23.507409,152.066936,NA,"",1,"AC 33",0,20,"2",0.73,NA,"msats000","Acanthochromis polyacanthus"
2,"Acanthochromis polyacanthus","Spiny chromis ","Miller-Sims et al. 2005 Mol Ecol Notes 5:841-843",1,"Australia","One Tree Island Lagoon",-23.507409,152.066936,NA,"",1,"AC 37",0,20,"2",0.71,NA,"msats000","Acanthochromis polyacanthus"
3,"Acanthochromis polyacanthus","Spiny chromis ","Miller-Sims et al. 2005 Mol Ecol Notes 5:841-843",1,"Australia","One Tree Island Lagoon",-23.507409,152.066936,NA,"",1,"AC 42",0,20,"2",0.85,NA,"msats000","Acanthochromis polyacanthus"
4,"Acanthochromis polyacanthus","Spiny chromis ","Miller-Sims et al. 2005 Mol Ecol Notes 5:841-843",1,"Australia","One Tree Island Lagoon",-23.507409,152.066936,NA,"",1,"AC 45",0,20,"2",0.89,NA,"msats000","Acanthochromis polyacanthus"
5,"Acanthochromis polyacanthus","Spiny chromis ","Miller-Sims et al. 2005 Mol Ecol Notes 5:841-843",1,"Australia","One Tree Island Lagoon",-23.507409,152.066936,NA,"",1,"POM 3",0,20,"2",0.6,NA,"msats000","Acanthochromis polyacanthus"
6,"Acanthochromis polyacanthus","Spiny chromis ","Miller-Sims et al. 2005 Mol Ecol Notes 5:841-843",1,"Australia","One Tree Island Lagoon",-23.507409,152.066936,NA,"",1,"POM 15",0,20,"2",0.81,NA,"msats000","Acanthochromis polyacanthus"
7,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Fitzroy reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,152.109619,NA,"2003/2005?",1,"AC33?",0,41,NA,0.3,NA,"msats100","Acanthochromis polyacanthus"
8,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Fitzroy reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,152.109619,NA,"2003/2005?",1,"AC37",0,41,NA,0.66,NA,"msats100","Acanthochromis polyacanthus"
9,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Fitzroy reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,152.109619,NA,"2003/2005?",1,"POM3",0,41,NA,0.84,NA,"msats100","Acanthochromis polyacanthus"
10,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Fitzroy reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,152.109619,NA,"2003/2005?",1,"POM15?",0,41,NA,0.86,NA,"msats100","Acanthochromis polyacanthus"
11,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Heron reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,151.958821,NA,"2005",1,"AC33",0,51,NA,0.69,NA,"msats100","Acanthochromis polyacanthus"
12,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Heron reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,151.958821,NA,"2005",1,"AC37",0,51,NA,0.66,NA,"msats100","Acanthochromis polyacanthus"
13,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Heron reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,151.958821,NA,"2005",1,"POM3?",0,51,NA,0.63,NA,"msats100","Acanthochromis polyacanthus"
14,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Hixson reef, Swain group of Southern Great Barrier Reef",-22.3,152.760095,NA,"2006",1,"AC33?",0,45,NA,0.89,NA,"msats100","Acanthochromis polyacanthus"
15,"Acanthochromis polyacanthus","","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Hixson reef, Swain group of Southern Great Barrier Reef",-22.3,152.760095,NA,"2006",1,"AC37",0,45,NA,0.72,NA,"msats100","Acanthochromis polyacanthus"
16,"Acanthochromis polyacanthus","","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Hixson reef, Swain group of Southern Great Barrier Reef",-22.3,152.760095,NA,"2006",1,"POM3",0,45,NA,0.86,NA,"msats100","Acanthochromis polyacanthus"
17,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Lamont reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,151.968342,NA,"2003/2005?",1,"AC33",0,45,NA,0.59,NA,"msats100","Acanthochromis polyacanthus"
18,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Lamont reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,151.968342,NA,"2003/2005?",1,"AC37",0,45,NA,0.49,NA,"msats100","Acanthochromis polyacanthus"
19,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Lamont reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,151.968342,NA,"2003/2005?",1,"POM3",0,45,NA,0.5,NA,"msats100","Acanthochromis polyacanthus"
20,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Lamont reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.6,151.968342,NA,"2003/2005?",1,"POM15?",0,45,NA,0.86,NA,"msats100","Acanthochromis polyacanthus"
21,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","One Tree Island, Capricorn-Bunker group of Southern Great Barrier Reef",-23.5,152.097106,NA,"2005",1,"AC33",0,35,NA,0.62,NA,"msats100","Acanthochromis polyacanthus"
22,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","One Tree Island, Capricorn-Bunker group of Southern Great Barrier Reef",-23.5,152.097106,NA,"2005",1,"AC37",0,35,NA,0.61,NA,"msats100","Acanthochromis polyacanthus"
23,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","One Tree Island, Capricorn-Bunker group of Southern Great Barrier Reef",-23.5,152.097106,NA,"2005",1,"POM3",0,35,NA,0.69,NA,"msats100","Acanthochromis polyacanthus"
24,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","One Tree Island, Capricorn-Bunker group of Southern Great Barrier Reef",-23.5,152.097106,NA,"2005",1,"POM15",0,35,NA,0.89,NA,"msats100","Acanthochromis polyacanthus"
25,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sweet Lip reef, Swain group of Southern Great Barrier Reef",-22.3,152.769193,NA,"2006",1,"AC37",0,49,NA,0.88,NA,"msats100","Acanthochromis polyacanthus"
26,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sweet Lip reef, Swain group of Southern Great Barrier Reef",-22.3,152.769193,NA,"2006",1,"POM3?",0,49,NA,0.87,NA,"msats100","Acanthochromis polyacanthus"
27,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sykes reef Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,152.072461,NA,"2005",1,"AC37",0,57,NA,0.66,NA,"msats100","Acanthochromis polyacanthus"
28,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sykes reef Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,152.072461,NA,"2005",1,"POM3",0,57,NA,0.78,NA,"msats100","Acanthochromis polyacanthus"
29,"Acanthochromis polyacanthus","Spiny chromis","Miller-Sims et al. 2008: Mol. Ecol. 17:5036-5048",0,"Australia","Sykes reef, Capricorn-Bunker group of Southern Great Barrier Reef",-23.4,152.072461,NA,"2005",1,"AC33?",0,57,NA,0.79,NA,"msats100","Acanthochromis polyacanthus"
30,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Botany Bay",-33.988469,151.181009,NA,"",6,"",1,30,"2",0.8,0.048,"msats001","Acanthopagrus australis"
31,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Corunna Site 1",-36.260954,150.122571,NA,"",6,"",1,30,"2",0.79,0.123,"msats001","Acanthopagrus australis"
32,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Corunna Site 3",-36.284481,150.119738,NA,"",6,"",1,30,"2",0.812,0.099,"msats001","Acanthopagrus australis"
33,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Forster",-32.228676,152.579199,NA,"",6,"",1,40,"2",0.789,0.054,"msats001","Acanthopagrus australis"
34,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Gold Coast",-27.76133,153.453479,NA,"",6,"",1,40,"2",0.8,0.048,"msats001","Acanthopagrus australis"
35,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Tuross Site 1",-36.033553,150.104431,NA,"",6,"",1,30,"2",0.813,0.083,"msats001","Acanthopagrus australis"
36,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Tuross Site 2",-36.047017,150.093359,NA,"",6,"",1,30,"2",0.79,0.104,"msats001","Acanthopagrus australis"
37,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Tuross Site 3",-36.05923,150.09559,NA,"",6,"",1,30,"2",0.783,0.133,"msats001","Acanthopagrus australis"
38,"Acanthopagrus australis","Surf bream","Roberts & Ayre 2010 Mar Ecol Prog Series 412:223-230",0,"Australia","Wallaga Site 1",-36.366701,150.055268,NA,"",6,"",1,30,"2",0.796,0.112,"msats001","Acanthopagrus australis"
39,"Acanthopagrus berda","Goldsilk seabream","Jean et al. 2006 Mol Ecol Notes 6:1269-1271",1,"Taiwan","Tapeng Lagoon",22.5,120.383333333333,NA,"2003",1,"AbMS-L",0,47,"2",0.7,NA,"msats000","Acanthopagrus berda"
40,"Acanthopagrus berda","Goldsilk seabream ","Tseng et al. 2009 Journal of Fish Biology 74:357-376",0,"China","Dapeng Bay, south-western Taiwan",22.4333333333333,120.45,NA,"",1,"Ab-E",0,39,NA,0.8508,NA,"msats100","Acanthopagrus berda"
41,"Acanthopagrus berda","Goldsilk seabream ","Tseng et al. 2009 Journal of Fish Biology 74:357-376",0,"China","Dapeng Bay, south-western Taiwan",22.4333333333333,120.45,NA,"",1,"Ab-L",0,39,NA,0.7313,NA,"msats100","Acanthopagrus berda"
42,"Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS6",0,50,"2",0.825,NA,"ppdat","Acanthopagrus schlegelii"
43,"Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS9",0,50,"2",0.94,NA,"ppdat","Acanthopagrus schlegelii"
44,"Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS16",0,50,"2",0.927,NA,"ppdat","Acanthopagrus schlegelii"
45,"Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS17",0,50,"2",0.876,NA,"ppdat","Acanthopagrus schlegelii"
46,"Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS21",0,50,"2",0.887,NA,"ppdat","Acanthopagrus schlegelii"
47,"Acanthopagrus schlegelii","Blackhead seabream","An et al. 2010 Anim Cell Syst",0,"Korea","Jeju captured",33.522077,126.525049,NA,"",1,"ACS4",0,50,"2",0.805,NA,"ppdat","Acanthopagrus schlegelii"
48,"Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Japan","Hiroshima (pre-stocking)",34.340601,132.407112,NA,"",1,"Acs1",0,46,"2",0.627,NA,"ppdat","Acanthopagrus schlegelii"
49,"Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Japan","Hiroshima (pre-stocking)",34.340601,132.407112,NA,"",1,"Acs3",0,47,"2",0.821,NA,"ppdat","Acanthopagrus schlegelii"
50,"Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Japan","Hiroshima (pre-stocking)",34.340601,132.407112,NA,"",1,"Acs4",0,48,"2",0.774,NA,"ppdat","Acanthopagrus schlegelii"
51,"Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Japan","Hiroshima (pre-stocking)",34.340601,132.407112,NA,"",1,"Acs9",0,47,"2",0.916,NA,"ppdat","Acanthopagrus schlegelii"
52,"Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Korea","Yosu",34.746549,127.757163,NA,"",1,"Acs1",0,47,"2",0.748,NA,"ppdat","Acanthopagrus schlegelii"
53,"Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Korea","Yosu",34.746549,127.757163,NA,"",1,"Acs3",0,48,"2",0.807,NA,"ppdat","Acanthopagrus schlegelii"
54,"Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Korea","Yosu",34.746549,127.757163,NA,"",1,"Acs4",0,50,"2",0.791,NA,"ppdat","Acanthopagrus schlegelii"
55,"Acanthopagrus schlegelii","Blackhead seabream","Jeong et al. 2003 Fish Sci",0,"Korea","Yosu",34.746549,127.757163,NA,"",1,"Acs9",0,50,"2",0.919,NA,"ppdat","Acanthopagrus schlegelii"
56,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS107",0,32,"2",0.912,NA,"ppdat","Acanthopagrus schlegelii"
57,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS1088",0,32,"2",0.96,NA,"ppdat","Acanthopagrus schlegelii"
58,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS116",0,32,"2",0.965,NA,"ppdat","Acanthopagrus schlegelii"
59,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS118",0,32,"2",0.869,NA,"ppdat","Acanthopagrus schlegelii"
60,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS144",0,32,"2",0.652,NA,"ppdat","Acanthopagrus schlegelii"
61,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS194",0,32,"2",0.671,NA,"ppdat","Acanthopagrus schlegelii"
62,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS324",0,32,"2",0.921,NA,"ppdat","Acanthopagrus schlegelii"
63,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS356",0,32,"2",0.798,NA,"ppdat","Acanthopagrus schlegelii"
64,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS357",0,32,"2",0.874,NA,"ppdat","Acanthopagrus schlegelii"
65,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS392",0,32,"2",0.608,NA,"ppdat","Acanthopagrus schlegelii"
66,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS409",0,32,"2",0.921,NA,"ppdat","Acanthopagrus schlegelii"
67,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS410",0,32,"2",0.921,NA,"ppdat","Acanthopagrus schlegelii"
68,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS528",0,32,"2",0.892,NA,"ppdat","Acanthopagrus schlegelii"
69,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS546",0,32,"2",0.892,NA,"ppdat","Acanthopagrus schlegelii"
70,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS589",0,32,"2",0.921,NA,"ppdat","Acanthopagrus schlegelii"
71,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS711",0,32,"2",0.872,NA,"ppdat","Acanthopagrus schlegelii"
72,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS756",0,32,"2",0.584,NA,"ppdat","Acanthopagrus schlegelii"
73,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS795",0,32,"2",0.897,NA,"ppdat","Acanthopagrus schlegelii"
74,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS805",0,32,"2",0.833,NA,"ppdat","Acanthopagrus schlegelii"
75,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Buan",35.706377,126.507339,NA,"",1,"AS829",0,32,"2",0.946,NA,"ppdat","Acanthopagrus schlegelii"
76,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS107",0,32,"2",0.923,NA,"ppdat","Acanthopagrus schlegelii"
77,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS1088",0,32,"2",0.956,NA,"ppdat","Acanthopagrus schlegelii"
78,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS116",0,32,"2",0.97,NA,"ppdat","Acanthopagrus schlegelii"
79,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS118",0,32,"2",0.87,NA,"ppdat","Acanthopagrus schlegelii"
80,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS144",0,32,"2",0.669,NA,"ppdat","Acanthopagrus schlegelii"
81,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS194",0,32,"2",0.632,NA,"ppdat","Acanthopagrus schlegelii"
82,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS324",0,32,"2",0.912,NA,"ppdat","Acanthopagrus schlegelii"
83,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS356",0,32,"2",0.872,NA,"ppdat","Acanthopagrus schlegelii"
84,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS357",0,32,"2",0.921,NA,"ppdat","Acanthopagrus schlegelii"
85,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS392",0,32,"2",0.647,NA,"ppdat","Acanthopagrus schlegelii"
86,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS409",0,32,"2",0.95,NA,"ppdat","Acanthopagrus schlegelii"
87,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS410",0,32,"2",0.945,NA,"ppdat","Acanthopagrus schlegelii"
88,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS528",0,32,"2",0.86,NA,"ppdat","Acanthopagrus schlegelii"
89,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS546",0,32,"2",0.926,NA,"ppdat","Acanthopagrus schlegelii"
90,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS589",0,32,"2",0.921,NA,"ppdat","Acanthopagrus schlegelii"
91,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS711",0,32,"2",0.888,NA,"ppdat","Acanthopagrus schlegelii"
92,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS756",0,32,"2",0.669,NA,"ppdat","Acanthopagrus schlegelii"
93,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS795",0,32,"2",0.861,NA,"ppdat","Acanthopagrus schlegelii"
94,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS805",0,32,"2",0.839,NA,"ppdat","Acanthopagrus schlegelii"
95,"Acanthopagrus schlegelii","Blackhead seabream","Kim et al. 2010 Mol Ecol Res",1,"South Korea","Namhae",34.863961,127.925377,NA,"",1,"AS829",0,32,"2",0.951,NA,"ppdat","Acanthopagrus schlegelii"
96,"Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_1",0,20,"3",0.82,NA,"ppdat","Acanthopagrus schlegelii"
97,"Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_3",0,20,"3",0.69,NA,"ppdat","Acanthopagrus schlegelii"
98,"Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_4",0,20,"3",0.58,NA,"ppdat","Acanthopagrus schlegelii"
99,"Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_5",0,20,"3",0.67,NA,"ppdat","Acanthopagrus schlegelii"
100,"Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_6",0,20,"2",0.62,NA,"ppdat","Acanthopagrus schlegelii"
101,"Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_7",0,20,"3",0.63,NA,"ppdat","Acanthopagrus schlegelii"
102,"Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_8",0,20,"2",0.77,NA,"ppdat","Acanthopagrus schlegelii"
103,"Acanthopagrus schlegelii","Blackhead seabream","Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii",1,"China","Qingdao",36.053332,120.380101,NA,"",1,"Bsb_9",0,20,"3",0.71,NA,"ppdat","Acanthopagrus schlegelii"
104,"Acanthopagrus taiwanensis","","Tseng et al. 2009 Journal of Fish Biology 74:357-376",0,"China","Dapeng Bay, south-western Taiwan",22.4333333333333,120.45,NA,"",1,"Ab-G",1,39,NA,0.5198,NA,"msats100","Acanthopagrus taiwanensis"
105,"Acanthopagrus taiwanensis","","Tseng et al. 2009 Journal of Fish Biology 74:357-376",0,"China","Dapeng Bay, south-western Taiwan",22.4333333333333,120.45,NA,"",1,"Ab-H",1,39,NA,0.8262,NA,"msats100","Acanthopagrus taiwanensis"
106,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER476",0,30,"4",0.91,NA,"msats001","Aetobatus narinari"
107,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER27",0,30,"4",0.927,NA,"msats001","Aetobatus narinari"
108,"Aetobatus narinari","Spotted eagle ray","Sellas et al. 2011 Cons Gen Res 3:609-611",1,"USA","Sarasota, FL",27.340665,-82.576786,NA,"",1,"SER44",0,30,"2",0.569,NA,"msats001","Aetobatus narinari"
