"V1","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","spp_new"
12393,"Tripterygion delaisi","Black-faced blenny","Carreras-Carbonell, Macpherson & Pascual. 2004. Mol Ecol Notes 4, 438-439.",1,"Spain","Columbretes Islands",39.539,0.658427,NA,"",1,"Td11",0,30,"2",0.663,NA,"msats101","Tripterygion delaisi"
12394,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td07",0,47,NA,0.683,NA,"ppdat","Tripterygion delaisi"
12395,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td08",0,47,NA,0.951,NA,"ppdat","Tripterygion delaisi"
12396,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td10",0,47,NA,0.923,NA,"ppdat","Tripterygion delaisi"
12397,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td11",0,47,NA,0.735,NA,"ppdat","Tripterygion delaisi"
12398,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td01",0,47,NA,0.876,NA,"ppdat","Tripterygion delaisi"
12399,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td02",0,47,NA,0.913,NA,"ppdat","Tripterygion delaisi"
12400,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td04",0,47,NA,0.917,NA,"ppdat","Tripterygion delaisi"
12401,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td05",0,46,NA,0.936,NA,"ppdat","Tripterygion delaisi"
12402,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Blanes",41.639129,2.803139,NA,"2004-2007",1,"Td06",0,47,NA,0.961,NA,"ppdat","Tripterygion delaisi"
12403,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td06",0,32,NA,0.953,NA,"ppdat","Tripterygion delaisi"
12404,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td07",0,32,NA,0.774,NA,"ppdat","Tripterygion delaisi"
12405,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td08",0,31,NA,0.952,NA,"ppdat","Tripterygion delaisi"
12406,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td10",0,32,NA,0.936,NA,"ppdat","Tripterygion delaisi"
12407,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td11",0,32,NA,0.694,NA,"ppdat","Tripterygion delaisi"
12408,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td01",0,33,NA,0.904,NA,"ppdat","Tripterygion delaisi"
12409,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td02",0,32,NA,0.882,NA,"ppdat","Tripterygion delaisi"
12410,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td04",0,33,NA,0.873,NA,"ppdat","Tripterygion delaisi"
12411,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Cabo de Gata",36.796005,-1.999236,NA,"2004-2007",1,"Td05",0,32,NA,0.927,NA,"ppdat","Tripterygion delaisi"
12412,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td01",0,32,NA,0.906,NA,"ppdat","Tripterygion delaisi"
12413,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td02",0,32,NA,0.956,NA,"ppdat","Tripterygion delaisi"
12414,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td04",0,34,NA,0.92,NA,"ppdat","Tripterygion delaisi"
12415,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td05",0,33,NA,0.961,NA,"ppdat","Tripterygion delaisi"
12416,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td06",0,32,NA,0.959,NA,"ppdat","Tripterygion delaisi"
12417,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td07",0,34,NA,0.76,NA,"ppdat","Tripterygion delaisi"
12418,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td08",0,33,NA,0.933,NA,"ppdat","Tripterygion delaisi"
12419,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td10",0,34,NA,0.966,NA,"ppdat","Tripterygion delaisi"
12420,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Herradura",36.685347,-3.744917,NA,"2004-2007",1,"Td11",0,35,NA,0.531,NA,"ppdat","Tripterygion delaisi"
12421,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td01",0,42,NA,0.9,NA,"ppdat","Tripterygion delaisi"
12422,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td02",0,41,NA,0.734,NA,"ppdat","Tripterygion delaisi"
12423,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td04",0,42,NA,0.891,NA,"ppdat","Tripterygion delaisi"
12424,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td05",0,42,NA,0.95,NA,"ppdat","Tripterygion delaisi"
12425,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td06",0,42,NA,0.938,NA,"ppdat","Tripterygion delaisi"
12426,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td07",0,42,NA,0.615,NA,"ppdat","Tripterygion delaisi"
12427,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td08",0,42,NA,0.922,NA,"ppdat","Tripterygion delaisi"
12428,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td10",0,42,NA,0.946,NA,"ppdat","Tripterygion delaisi"
12429,"Tripterygion delaisi","Black-faced blenny","Galarza et al. 2009 PNAS",0,"Spain","Mallorca",39.285734,2.596203,NA,"2004-2007",1,"Td11",0,42,NA,0.71,NA,"ppdat","Tripterygion delaisi"
12430,"Trisopterus minutus","Poor cod","Zhang et al. 2001 Mol Ecol Notes",1,"Europe","Celtic Sea, Norwegian fjords, Bay of Biscay, North Sea, Faeroe Bank",54.4900278,-2.3942876,NA,"",1,"Tmssr2",0,366,"4",0.97,NA,"ppdat","Trisopterus minutus"
12431,"Trisopterus minutus","Poor cod","Zhang et al. 2001 Mol Ecol Notes",1,"Europe","Celtic Sea, Norwegian fjords, Bay of Biscay, North Sea, Faeroe Bank",54.4900278,-2.3942876,NA,"",1,"Tmssr3",0,419,"2",0.89,NA,"ppdat","Trisopterus minutus"
12432,"Trisopterus minutus","Poor cod","Zhang et al. 2001 Mol Ecol Notes",1,"Europe","Celtic Sea, Norwegian fjords, Bay of Biscay, North Sea, Faeroe Bank",54.4900278,-2.3942876,NA,"",1,"Tmssr6",0,443,"2",0.51,NA,"ppdat","Trisopterus minutus"
12433,"Trisopterus minutus","Poor cod","Zhang et al. 2001 Mol Ecol Notes",1,"Europe","Celtic Sea, Norwegian fjords, Bay of Biscay, North Sea, Faeroe Bank",54.4900278,-2.3942876,NA,"",1,"Tmssr7",0,363,"2",0.95,NA,"ppdat","Trisopterus minutus"
12434,"Trisopterus minutus","Poor cod","Zhang et al. 2001 Mol Ecol Notes",1,"Europe","Celtic Sea, Norwegian fjords, Bay of Biscay, North Sea, Faeroe Bank",54.4900278,-2.3942876,NA,"",1,"Tmssr8",0,450,"2",0.64,NA,"ppdat","Trisopterus minutus"
12435,"Trisopterus minutus","Poor cod","Zhang et al. 2001 Mol Ecol Notes",1,"Europe","Celtic Sea, Norwegian fjords, Bay of Biscay, North Sea, Faeroe Bank",54.4900278,-2.3942876,NA,"",1,"Tmssr9",0,450,"2",0.71,NA,"ppdat","Trisopterus minutus"
12436,"Urobatis halleri","Haller's round ray","Plank et al. 2010 J Fish Bio 77:329-340",0,"USA","Gulf of California, CA",29.2666666666667,-111.974,NA,"2007",7,"",0,51,"2",0.89,NA,"msats001","Urolophus halleri"
12437,"Urobatis halleri","Haller's round ray","Plank et al. 2010 J Fish Bio 77:329-340",0,"USA","San Diego, CA",32.6166666666667,-116.866666666667,NA,"2006",7,"",0,62,"2",0.88,NA,"msats001","Urolophus halleri"
12438,"Urobatis halleri","Haller's round ray","Plank et al. 2010 J Fish Bio 77:329-340",0,"USA","Santa Catalina Island, CA",33.4333333333333,-117.5,NA,"2006-2007",7,"",0,53,"2",0.85,NA,"msats001","Urolophus halleri"
12439,"Urobatis halleri","Haller's round ray","Plank et al. 2010 J Fish Bio 77:329-340",0,"USA","Seal Beach National Wildlife Refuge, CA",33.7,-117.95,NA,"2006",7,"",0,60,"2",0.89,NA,"msats001","Urolophus halleri"
12440,"Urobatis halleri","Haller's round ray","Plank et al. 2010 J Fish Bio 77:329-340",0,"USA","Seal Beach, CA",33.7333333333333,-117.9,NA,"2000",7,"",0,74,"2",0.89,NA,"msats001","Urolophus halleri"
12441,"Urophycis tenuis","White hake","Bradbury et al. 2009 J Fish Bio",0,"Canada","Holyrood Pond, St. Mary's Bay, and Newman Sound, Bonavista Bay (Newfoundland)",47.446786,-53.72133233,"WHAKE4VWX5","2006",1,"Ute1",0,208,NA,0.782,NA,"ppdat","Urophycis tenuis"
12442,"Urophycis tenuis","White hake","Bradbury et al. 2009 J Fish Bio",0,"Canada","Holyrood Pond, St. Mary's Bay, and Newman Sound, Bonavista Bay (Newfoundland)",47.446786,-53.72133233,"WHAKE4VWX5","2006",1,"Ute12",0,208,NA,0.89,NA,"ppdat","Urophycis tenuis"
12443,"Urophycis tenuis","White hake","Bradbury et al. 2009 J Fish Bio",0,"Canada","Holyrood Pond, St. Mary's Bay, and Newman Sound, Bonavista Bay (Newfoundland)",47.446786,-53.72133233,"WHAKE4VWX5","2006",1,"Ute19",0,208,NA,0.735,NA,"ppdat","Urophycis tenuis"
12444,"Urophycis tenuis","White hake","Bradbury et al. 2009 J Fish Bio",0,"Canada","Holyrood Pond, St. Mary's Bay, and Newman Sound, Bonavista Bay (Newfoundland)",47.446786,-53.72133233,"WHAKE4VWX5","2006",1,"Ute22",0,208,NA,0.922,NA,"ppdat","Urophycis tenuis"
12445,"Urophycis tenuis","White hake","Bradbury et al. 2009 J Fish Bio",0,"Canada","Holyrood Pond, St. Mary's Bay, and Newman Sound, Bonavista Bay (Newfoundland)",47.446786,-53.72133233,"WHAKE4VWX5","2006",1,"Ute27",0,208,NA,0.798,NA,"ppdat","Urophycis tenuis"
12446,"Urophycis tenuis","White hake","Bradbury et al. 2009 J Fish Bio",0,"Canada","Holyrood Pond, St. Mary's Bay, and Newman Sound, Bonavista Bay (Newfoundland)",47.446786,-53.72133233,"WHAKE4VWX5","2006",1,"Ute34",0,208,NA,0.8,NA,"ppdat","Urophycis tenuis"
12447,"Urophycis tenuis","White hake","Bradbury et al. 2009 J Fish Bio",0,"Canada","Holyrood Pond, St. Mary's Bay, and Newman Sound, Bonavista Bay (Newfoundland)",47.446786,-53.72133233,"WHAKE4VWX5","2006",1,"Ute35",0,208,NA,0.947,NA,"ppdat","Urophycis tenuis"
12448,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute65",0,80,"3",0.362,NA,"msats001","Urophycis tenuis"
12449,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute12",0,80,"4",0.849,NA,"msats001","Urophycis tenuis"
12450,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute35",0,80,"4",0.953,NA,"msats001","Urophycis tenuis"
12451,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute55",0,80,"2",0.688,NA,"msats001","Urophycis tenuis"
12452,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute34",0,80,"4",0.722,NA,"msats001","Urophycis tenuis"
12453,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute68",0,80,"2",0.897,NA,"msats001","Urophycis tenuis"
12454,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute54",0,80,"4",0.381,NA,"msats001","Urophycis tenuis"
12455,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute67",0,80,"2",0.825,NA,"msats001","Urophycis tenuis"
12456,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute27",0,80,"4",0.792,NA,"msats001","Urophycis tenuis"
12457,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute62",0,80,"4",0.832,NA,"msats001","Urophycis tenuis"
12458,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute22",0,80,"4",0.891,NA,"msats001","Urophycis tenuis"
12459,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute66",0,80,"3",0.269,NA,"msats001","Urophycis tenuis"
12460,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute72",0,80,"2",0.901,NA,"msats001","Urophycis tenuis"
12461,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute1",0,80,"4",0.744,NA,"msats001","Urophycis tenuis"
12462,"Urophycis tenuis","White hake","Roy et al. 2010 Cons Gen Res 2:45-49",1,"Canada","Gulf of St. Lawrence",45.8668,-58.179217,"WHAKE4VWX5","2003",1,"Ute19",0,80,"4",0.68,NA,"msats001","Urophycis tenuis"
12463,"Urophycis tenuis","White hake","Seibert & Ruzzante et al. 2006 Mol Ecol Notes",1,"Canada","Newfoundland, Scotian Shelf, Bay of Fundy, and Gulf of St. Lawrence",46.164614,-59.157716,"WHAKE4VWX5","",1,"Ute12",0,44,"4",0.8947,NA,"ppdat","Urophycis tenuis"
12464,"Urophycis tenuis","White hake","Seibert & Ruzzante et al. 2006 Mol Ecol Notes",1,"Canada","Newfoundland, Scotian Shelf, Bay of Fundy, and Gulf of St. Lawrence",46.164614,-59.157716,"WHAKE4VWX5","",1,"Ute13",0,40,"4",0.8509,NA,"ppdat","Urophycis tenuis"
12465,"Urophycis tenuis","White hake","Seibert & Ruzzante et al. 2006 Mol Ecol Notes",1,"Canada","Newfoundland, Scotian Shelf, Bay of Fundy, and Gulf of St. Lawrence",46.164614,-59.157716,"WHAKE4VWX5","",1,"Ute19",0,46,"4",0.7413,NA,"ppdat","Urophycis tenuis"
12466,"Urophycis tenuis","White hake","Seibert & Ruzzante et al. 2006 Mol Ecol Notes",1,"Canada","Newfoundland, Scotian Shelf, Bay of Fundy, and Gulf of St. Lawrence",46.164614,-59.157716,"WHAKE4VWX5","",1,"Ute1",0,39,"4",0.7768,NA,"ppdat","Urophycis tenuis"
12467,"Urophycis tenuis","White hake","Seibert & Ruzzante et al. 2006 Mol Ecol Notes",1,"Canada","Newfoundland, Scotian Shelf, Bay of Fundy, and Gulf of St. Lawrence",46.164614,-59.157716,"WHAKE4VWX5","",1,"Ute27",0,42,"4",0.8577,NA,"ppdat","Urophycis tenuis"
12468,"Urophycis tenuis","White hake","Seibert & Ruzzante et al. 2006 Mol Ecol Notes",1,"Canada","Newfoundland, Scotian Shelf, Bay of Fundy, and Gulf of St. Lawrence",46.164614,-59.157716,"WHAKE4VWX5","",1,"Ute34",0,45,"4",0.6636,NA,"ppdat","Urophycis tenuis"
12469,"Urophycis tenuis","White hake","Seibert & Ruzzante et al. 2006 Mol Ecol Notes",1,"Canada","Newfoundland, Scotian Shelf, Bay of Fundy, and Gulf of St. Lawrence",46.164614,-59.157716,"WHAKE4VWX5","",1,"Ute35",0,47,"4",0.9689,NA,"ppdat","Urophycis tenuis"
12470,"Urophycis tenuis","White hake","Seibert & Ruzzante et al. 2006 Mol Ecol Notes",1,"Canada","Newfoundland, Scotian Shelf, Bay of Fundy, and Gulf of St. Lawrence",46.164614,-59.157716,"WHAKE4VWX5","",1,"Ute22",0,45,"4",0.9039,NA,"ppdat","Urophycis tenuis"
12471,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem131",0,27,"2",0.64,NA,"ppdat","Verasper moseri"
12472,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem135",0,27,"2",0.7,NA,"ppdat","Verasper moseri"
12473,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem14",0,27,"2",0.75,NA,"ppdat","Verasper moseri"
12474,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem13",0,27,"2",0.62,NA,"ppdat","Verasper moseri"
12475,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem17",0,27,"2",0.73,NA,"ppdat","Verasper moseri"
12476,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem103",0,27,"2",0.76,NA,"ppdat","Verasper moseri"
12477,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem120",0,27,"2",0.76,NA,"ppdat","Verasper moseri"
12478,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd11",0,27,"2",0.61,NA,"ppdat","Verasper moseri"
12479,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd117",0,27,"2",0.78,NA,"ppdat","Verasper moseri"
12480,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd123",0,27,"2",0.43,NA,"ppdat","Verasper moseri"
12481,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem04",0,27,"2",0.48,NA,"ppdat","Verasper moseri"
12482,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem32",0,27,"2",0.36,NA,"ppdat","Verasper moseri"
12483,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd101",0,27,"2",0.75,NA,"ppdat","Verasper moseri"
12484,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd109",0,27,"2",0.64,NA,"ppdat","Verasper moseri"
12485,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"MCH_R2MS1",0,27,"3",0.49,NA,"ppdat","Verasper moseri"
12486,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"MCH-R1MS",0,27,"2",0.65,NA,"ppdat","Verasper moseri"
12487,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"MCH-R2MS2",0,27,"3",0.42,NA,"ppdat","Verasper moseri"
12488,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem20",0,27,"2",0.76,NA,"ppdat","Verasper moseri"
12489,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem48",0,27,"2",0.47,NA,"ppdat","Verasper moseri"
12490,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem63",0,27,"2",0.5,NA,"ppdat","Verasper moseri"
12491,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem67",0,27,"2",0.5,NA,"ppdat","Verasper moseri"
12492,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem68",0,27,"2",0.57,NA,"ppdat","Verasper moseri"
12493,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd15",0,27,"2",0.33,NA,"ppdat","Verasper moseri"
12494,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd19",0,27,"2",0.74,NA,"ppdat","Verasper moseri"
12495,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd23",0,27,"2",0.58,NA,"ppdat","Verasper moseri"
12496,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd31",0,27,"2",0.48,NA,"ppdat","Verasper moseri"
12497,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd53",0,27,"2",0.48,NA,"ppdat","Verasper moseri"
12498,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd68",0,27,"2",0.51,NA,"ppdat","Verasper moseri"
12499,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd78",0,27,"2",0.49,NA,"ppdat","Verasper moseri"
12500,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"BaFd89",0,27,"2",0.61,NA,"ppdat","Verasper moseri"
12501,"Verasper moseri","Barfin flounder","Ma & Chen 2009 Cons Gen",1,"China","Laizhou",37.247821,119.819183,NA,"",1,"Vem78",0,27,"2",0.61,NA,"ppdat","Verasper moseri"
12502,"Verasper moseri","Barfin flounder","Miao et al. 2009 Cons Gen Verasper moseri",1,"China","Laizhou city",37.256566,119.772034,NA,"",1,"Vemo22",0,32,"2",0.6457,NA,"ppdat","Verasper moseri"
12503,"Verasper moseri","Barfin flounder","Miao et al. 2009 Cons Gen Verasper moseri",1,"China","Laizhou city",37.256566,119.772034,NA,"",1,"Vemo27",0,32,"2",0.6935,NA,"ppdat","Verasper moseri"
12504,"Verasper moseri","Barfin flounder","Miao et al. 2009 Cons Gen Verasper moseri",1,"China","Laizhou city",37.256566,119.772034,NA,"",1,"Vemo12",0,32,"2",0.7774,NA,"ppdat","Verasper moseri"
12505,"Verasper moseri","Barfin flounder","Miao et al. 2009 Cons Gen Verasper moseri",1,"China","Laizhou city",37.256566,119.772034,NA,"",1,"Vemo19",0,32,"2",0.7467,NA,"ppdat","Verasper moseri"
12506,"Verasper moseri","Barfin flounder","Miao et al. 2009 Cons Gen Verasper moseri",1,"China","Laizhou city",37.256566,119.772034,NA,"",1,"Vemo29",0,32,"2",0.5074,NA,"ppdat","Verasper moseri"
12507,"Verasper moseri","Barfin flounder","Miao et al. 2009 Cons Gen Verasper moseri",1,"China","Laizhou city",37.256566,119.772034,NA,"",1,"Vemo31",0,32,"2",0.5316,NA,"ppdat","Verasper moseri"
12508,"Verasper moseri","Barfin flounder","Miao et al. 2009 Cons Gen Verasper moseri",1,"China","Laizhou city",37.256566,119.772034,NA,"",1,"Vemo2",0,32,"2",0.5085,NA,"ppdat","Verasper moseri"
