"centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","ID"
6.62110247,46.10778951,6.46982464149409,46.1957528171388,6.77883387558296,46.0210086764093,"A1_P1"
5.22593522,44.14675371,5.08591749339763,44.1980043566158,5.08489038488341,44.0956661716565,"A1_P2"
-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"A10_P1"
7.36103421,45.79268743,7.35464403589361,45.7965781428671,7.36368198773357,45.7884052525005,"A100_P1"
7.36103421,45.79268743,7.35464403589361,45.7965781428671,7.36368198773357,45.7884052525005,"A100_P2"
7.36103421,45.79268743,7.35464403589361,45.7965781428671,7.36368198773357,45.7884052525005,"A100_P3"
-71.29949031,-12.87176507,-71.2539040977958,-12.3973112540111,-71.1256912646401,-13.3461126878502,"A101_P1"
121.29461235,24.19349087,121.306925607631,24.2161199468781,121.282460161108,24.1734987233874,"A102_P1"
121.29461235,24.19349087,121.306925607631,24.2161199468781,121.282460161108,24.1734987233874,"A102_P2"
121.29461235,24.19349087,121.306925607631,24.2161199468781,121.282460161108,24.1734987233874,"A102_P3"
121.26709415,24.16222412,121.254136361304,24.1708641648494,121.27985400316,24.153738291489,"A102_P4"
121.26709415,24.16222412,121.254136361304,24.1708641648494,121.27985400316,24.153738291489,"A102_P5"
121.26709415,24.16222412,121.254136361304,24.1708641648494,121.27985400316,24.153738291489,"A102_P6"
58.72308473,-39.00424356,55.5683654832805,-21.4180007044689,68.8934377882234,-49.2100105826223,"A103_P1"
-3.55510254,40.38753038,-7.685833931091,43.774429321556,-5.60555601110099,35.999710082954,"A104_P1"
116.54187595,6.03531426,116.562285884986,6.07474637014889,116.529159347526,6.00363524477081,"A105_P1"
116.54187595,6.03531426,116.562285884986,6.07474637014889,116.529159347526,6.00363524477081,"A106_P1"
-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,"A107_P1"
-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,"A108_P1"
-116.42846578,33.27081484,-116.348690529844,33.9186291700003,-116.491541461569,32.6201036749447,"A109_P1"
-2.66431591,54.14455225,-0.88300926946215,60.8468823768203,-5.23062578305343,49.9531228302545,"A11_P1"
-2.66431591,54.14455225,-0.88300926946215,60.8468823768203,-5.23062578305343,49.9531228302545,"A11_P2"
-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"A110_P1"
-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"A110_P2"
14.62549905,58.16045304,18.1337295300938,60.1692078402697,13.3647203401716,55.3397102396359,"A111_P1"
147.09627387,-42.26812645,144.740677569614,-40.5613072496298,146.709608269606,-43.7459314397841,"A112_P1"
26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"A113_P1"
26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"A113_P2"
26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"A113_P3"
26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"A113_P4"
26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"A113_P5"
26.27659671,64.50932287,27.8066596985863,70.0794219974273,22.9097194672796,59.8049888606475,"A114_P1"
-121.32379647,40.39591769,-120.508449842087,40.9021664607137,-122.136402714214,39.8892672374931,"A115_P1"
-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,"A115_P2"
-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,"A115_P3"
16.7730716,45.54152223,-33.0191803004305,83.6230316199134,-91.6038970900786,9.99875737761613e-11,"A116_P1"
-49.52963007,52.24447969,-165.854330830403,54.2847583002554,178.752928689807,51.2981486800176,"A117_P1"
-168.72233729,58.19639667,-173.310896329602,60.7359843699828,-165.448376730202,55.0330366699064,"A117_P2"
-147.00009819,57.4678571,-146.700843539698,60.9015491099036,-165.779246930102,53.5156367599286,"A117_P3"
-92.76906219,28.13127325,-92.1090225403579,29.3813585295725,-94.8535900703254,26.8825560700067,"A117_P4"
-70.81684365,40.1848508,-67.976817459558,43.0333475103794,-75.00860003976,36.6376259803548,"A117_P5"
-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,"A117_P6"
-51.66335308,48.98898776,-51.3033494996796,52.3992838551658,-52.6808831614287,43.7561471376803,"A117_P7"
-62.93660221,43.89246483,-60.8897559696622,44.8812906195665,-65.052144270042,42.8722108100809,"A117_P8"
-62.8828991,47.39289012,-63.2711217000064,48.4738378199595,-62.555372490448,46.1760654002981,"A117_P9"
-3.92538244,40.84336063,-3.50566370821349,41.1808615891911,-4.3355433470478,40.5040148471076,"A118_P1"
-115.40379074,40.54964321,-115.111507285233,41.0848463738611,-115.605179683995,40.0150980642243,"A119_P1"
-121.46752013,38.80818788,-123.164689086732,42.0077818973168,-119.473484076129,34.3786388617941,"A12_P1"
-16.20710595,15.50270457,-15.9999979606373,16.0116170415932,-15.9923248711958,14.9963031557661,"A120_P1"
10.00765921,46.61311938,10.0727945788068,46.7998678123497,9.90654039882043,46.3845271345197,"A121_P1"
-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,"A122_P1"
26.59128584,-28.83266759,29.7092786096202,-22.1249876556557,20.0105791359184,-34.8606471361564,"A123_P1"
-5.21847366,44.07382065,-1.46237995367187,49.142450427845,-9.01087959511716,36.9082012595805,"A124_P1"
-3.62065384,42.04871935,-1.46237995367187,49.142450427845,-5.74313268972179,35.9301734726277,"A125_P1"
-5.65002623,43.86815301,-7.30296245465354,44.3437942044391,-9.20240476776576,43.1955132761169,"A126_P1"
3.98142384,56.12247452,4.60387493667901,60.1698142630179,2.5857030631459,51.2564048342158,"A127_P1"
-119.6284913,37.82557282,-119.066384752254,38.1610573645058,-120.165150204818,37.4823446469879,"A128_P1"
-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"A129_P1"
-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"A129_P2"
-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"A129_P3"
-2.67355566,54.05248587,-3.37493794173258,58.6671319633695,-5.23062578305343,49.9531228302545,"A129_P4"
2.45872918,46.62622314,2.54166698484352,51.0910987851809,2.67111110679218,42.3383216853975,"A13_P1"
103.90640934,36.57177744,123.253303527536,53.5538711552297,109.566703796043,18.168880463063,"A130_P1"
-82.93143957,35.46876576,-81.9642486802323,36.187866107435,-84.343411365642,34.979329837602,"A131_P1"
-168.40535486,58.364989,-175.016570175973,62.0003533088582,-165.113418072886,54.6098876796727,"A132_P1"
15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,"A133_P1"
15.68232454,50.73690036,14.9785452856365,50.992564795429,16.3814963460795,50.4785615850492,"A133_P2"
-2.89840654,54.17150034,-0.88300926946215,60.8468823768203,-5.23062578305343,49.9531228302545,"A134_P1"
16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,"A135_P1"
