"V1","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","spp_new"
157,"Centrophorus zeehaani","Deep-sea gulper shark","Daley et al. 2012 Marine and Freshwater Research 63:708-714","Australia","Victoria",-39.9166666666667,148.118055555556,NA,"2007","16S",18,505,NA,NA,0.004,0.002,"Centrophorus zeehaani"
158,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","CT",41.1,-72.8,"BSBASSMATLC","","control region",13,342,0.641,0.041602515,0.002,0.0005547,"Centropristis striata"
159,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","FL",27.7,-80.4,NA,"","control region",53,342,0.861,0.005494423,0.007,0.000686803,"Centropristis striata"
160,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","GA",31.6,-80.7,NA,"","control region",40,342,0.887,0.006798897,0.008,0.000790569,"Centropristis striata"
161,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","GoM",29.5,-84.7,NA,"","control region",57,342,0.999,0.000529813,0.015,0.001059626,"Centropristis striata"
162,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","NC",34.3,-77.4,NA,"","control region",56,342,0.87,0.005077964,0.006,0.000534522,"Centropristis striata"
163,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","NJ",39.5,-73.8,"BSBASSMATLC","","control region",28,342,0.442,0.021921939,0.003,0.000377964,"Centropristis striata"
164,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","OI",35.8,-75.4,"BSBASSMATLC","","control region",8,342,0.25,0.06363961,0.001,0.000353553,"Centropristis striata"
165,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","SC32",32.3,-79.7,NA,"","control region",39,342,0.815,0.009767817,0.006,0.000640513,"Centropristis striata"
166,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","SC33",33.3,-78.7,NA,"","control region",40,342,0.846,0.008063808,0.005,0.000474342,"Centropristis striata"
167,"Centropristis striata","Black seabass","Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402","USA","VA",36.9,-75.5,"BSBASSMATLC","","control region",30,342,0.361,0.019900586,0.002,0.000365148,"Centropristis striata"
168,"Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","Atlantic Ocean","Mid-Atlantic Ridge",43,-27,NA,"","control region",20,NA,0.984,0.021,0.013,0.007,"Centroscymnus crepidater"
169,"Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","New Zealand","Chatham Rise",-45,167,NA,"","control region",5,NA,0.9,0.161,0.014,0.017,"Centroscymnus crepidater"
170,"Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","Portugal","Azores",37.0833333333333,-29,NA,"","control region",23,NA,0.885,0.048,0.018,0.009,"Centroscymnus crepidater"
171,"Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","Portugal","Madeira",33,-18,NA,"","control region",5,NA,0.9,0.161,0.003,0.002,"Centroscymnus crepidater"
172,"Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","South Pacific Ocean","Tasman Sea",-44,150,NA,"","control region",21,NA,0.624,0.121,0.002,0.001,"Centroscymnus crepidater"
173,"Centroscymnus crepidater","Trans-Oceanic Deep-Sea Shark","Cunha et al. 2012 PLoS ONE 7:e49196","United Kingdom","Rockall Trough",55.0833333333333,-16,NA,"","control region",15,NA,0.933,0.045,0.009,0.005,"Centroscymnus crepidater"
174,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Christmas Island ",-10.4954,105.6947,NA,"","cytb",49,729,0.83,0.02,0.006,0.004,"Cephalopholis argus"
175,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Cocos/Keeling ",-12.1363,96.7984,NA,"","cytb",40,729,0.87,0.02,0.006,0.004,"Cephalopholis argus"
176,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Lizard Island ",-14.6643,145.4474,NA,"","cytb",12,729,0.67,0.14,0.001,0.001,"Cephalopholis argus"
177,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Rowley Shoals ",-17.3701,119.1637,NA,"","cytb",40,729,0.81,0.04,0.005,0.003,"Cephalopholis argus"
178,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Australia ","Scott Reef ",-14.0268,121.9596,NA,"","cytb",42,729,0.73,0.05,0.004,0.002,"Cephalopholis argus"
179,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Federated States of Micronesia ","Pohnpei ",6.9247,158.346,NA,"","cytb",15,729,0.74,0.09,0.004,0.002,"Cephalopholis argus"
180,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","French Polynesia ","Marquesas ",-9.7945,-138.7697,NA,"","cytb",50,729,0.65,0.06,0.002,0.001,"Cephalopholis argus"
181,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","French Polynesia ","Moorea ",-17.5197,-149.7481,NA,"","cytb",36,729,0.38,0.1,0.001,0.001,"Cephalopholis argus"
182,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","New Zealand ","Somoa/Tokelau ",-9.1568,-171.7664,NA,"","cytb",27,729,0.64,0.07,0.001,0.001,"Cephalopholis argus"
183,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Oman ","Oman ",20.4765,59.4271,NA,"","cytb",9,729,0.81,0.12,0.006,0.003,"Cephalopholis argus"
184,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Indonesia ","Bali ",-7.9813,115.3964,NA,"","cytb",23,729,0.81,0.05,0.005,0.003,"Cephalopholis argus"
185,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Indonesia ","Sumatra",6.035,94.6193,NA,"","cytb",4,729,0.83,0.22,0.007,0.005,"Cephalopholis argus"
186,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Kiribati ","Kiritimati ",1.8735,-157.2652,NA,"","cytb",32,729,0.74,0.005,0.003,0.002,"Cephalopholis argus"
187,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Palau ","Palau ",7.4294,134.6824,NA,"","cytb",22,729,0.77,0.07,0.004,0.002,"Cephalopholis argus"
188,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of Seychelles ","Seychelles ",-4.5421,55.4296,NA,"","cytb",13,729,0.96,0.04,0.003,0.002,"Cephalopholis argus"
189,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of the Marshall Islands ","Kwajalein ",9.2597,167.6182,NA,"","cytb",22,729,0.86,0.05,0.005,0.003,"Cephalopholis argus"
190,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","Republic of the Philippines ","Phillipines ",12.3222,118.2987,NA,"","cytb",6,729,0.87,0.13,0.009,0.006,"Cephalopholis argus"
191,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","United Kingdom (British Indian Ocean Territory)  ","Diego Garcia ",-7.3262,72.5026,NA,"","cytb",33,729,0.87,0.03,0.003,0.002,"Cephalopholis argus"
192,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","United States","Baker/Howland ",0.479,-176.5281,NA,"","cytb",27,729,0.68,0.06,0.002,0.001,"Cephalopholis argus"
193,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","United States","Palmyra ",5.9023,-162.0788,NA,"","cytb",29,729,0.65,0.07,0.002,0.002,"Cephalopholis argus"
194,"Cephalopholis argus","Peacock hind ","Gaither et al. 2011 BMC Evolutionary Biology 11:1-16","United States","Saipan ",15.1608,145.8097,NA,"","cytb",19,729,0.77,0.07,0.003,0.002,"Cephalopholis argus"
195,"Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","French Frigate Shoals ",23.7384,-166.1398,NA,"","cytb",4,615,0.5,0.27,0.001,0.001,"Cephalopholis argus"
196,"Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Hawai'i Island ",19.5803,-156.0226,NA,"","cytb",51,615,0.52,0.07,0.001,0.001,"Cephalopholis argus"
197,"Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Kaua'i ",21.8872,-159.681,NA,"","cytb",53,615,0.59,0.05,0.001,0.001,"Cephalopholis argus"
198,"Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Maui",20.5068,-156.45,NA,"","cytb",53,615,0.55,0.04,0.001,0.001,"Cephalopholis argus"
199,"Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Necker ",23.5766,-164.6977,NA,"","cytb",9,615,0.56,0.17,0.001,0.001,"Cephalopholis argus"
200,"Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Nihoa",23.0563,-161.9168,NA,"","cytb",13,615,0.56,0.11,0.001,0.001,"Cephalopholis argus"
201,"Cephalopholis argus","Peacock hind ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","O'ahu",21.4925,-158.3121,NA,"","cytb",53,615,0.61,0.05,0.001,0.001,"Cephalopholis argus"
202,"Cetengraulis edentulus","Atlantic anchoveta ","Grant et al. 2010 Journal of Biogeography 37:1352-1362","Trinidad and Tobago ","Western Atlantic ",10.8283,-61.4356,NA,"","cytb",25,521,0.853,NA,NA,NA,"Cetengraulis edentulus"
203,"Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Christmas Island",-9.93111111111111,105.100833333333,NA,"2008","cytb",31,731,0.81,0.07,0.0023,0.0015,"Chaetodon meyeri"
204,"Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Cocos-Keeling Islands",-11.9830555555556,96.15,NA,"2008","cytb",24,731,0.9,0.05,0.0029,0.0018,"Chaetodon meyeri"
205,"Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Diego Garcia",-6.94972222222222,72.0669444444444,NA,"2008","cytb",36,731,0.6,0.01,0.0016,0.0012,"Chaetodon meyeri"
206,"Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Republic of Kiribati",1.06833333333333,173.000833333333,NA,"2008","cytb",30,731,0.9,0.03,0.003,0.0019,"Chaetodon meyeri"
207,"Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Republic of Palau",7.05138888888889,134.068333333333,NA,"2008","cytb",7,731,0.29,0.2,0.0012,0.0011,"Chaetodon meyeri"
208,"Chaetodon meyeri","Scrawled butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","Indian Ocean","Republic of Seychelles",-3.89972222222222,55.0680555555556,NA,"2008","cytb",6,731,0.93,0.12,0.0022,0.0017,"Chaetodon meyeri"
209,"Chaetodon ornatissimus","Ornate butterflyfish","DiBattista et al. 2012 Journal of Heredity 103:617-629","French Polynesia","Moorea",-16.9158333333333,149.134166666667,NA,"2008","cytb",33,731,0.89,0.04,0.0036,0.0022,"Chaetodon ornatissimus"
