"","X","Name_lc","tax","kingdom","phylum","class","order","family","genus","species","verbatimScientificName","SpeciesChecked"
"7857",13962,"Priocnemis parvula","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Pompilidae","Priocnemis","Priocnemis parvula","Priocnemis parvula","Priocnemis parvula"
"7858",13963,"Priocnemis perturbator","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Pompilidae","Priocnemis","Priocnemis perturbator","Priocnemis perturbator","Priocnemis perturbator"
"7859",13964,"Priocnemis pusilla","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Pompilidae","Priocnemis","Priocnemis pusilla","Priocnemis pusilla","Priocnemis pusilla"
"7860",13965,"Proasellus meridianus","other","Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae","Proasellus","Proasellus meridianus","Proasellus meridianus","Proasellus meridianus"
"7861",13970,"Propylea quattuordecimpunctata","insect","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Propylea","Propylea quattuordecimpunctata","Propylea quattuordecimpunctata","Propylea quattuordecimpunctata"
"7862",13978,"Psenulus concolor","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Psenulus","Psenulus concolor","Psenulus concolor","Psenulus concolor"
"7863",13979,"Psenulus pallipes","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Psenulus","Psenulus pallipes","Psenulus pallipes","Psenulus pallipes"
"7864",13981,"Pseudoips prasinana","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Pseudoips","Pseudoips prasinana","Pseudoips prasinana","Pseudoips prasinana"
"7865",13986,"Pseudomalus auratus","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Chrysididae","Pseudomalus","Pseudomalus auratus","Pseudomalus auratus","Pseudomalus auratus"
"7866",13999,"Psyllobora vigintiduopunctata","insect","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Psyllobora","Psyllobora vigintiduopunctata","Psyllobora vigintiduopunctata","Psyllobora vigintiduopunctata"
"7867",14003,"Pterapherapteryx sexalata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pterapherapteryx","Pterapherapteryx sexalata","Pterapherapteryx sexalata","Pterapherapteryx sexalata"
"7868",14009,"Pterostichus diligens","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus","Pterostichus diligens","Pterostichus diligens","Pterostichus diligens"
"7869",14010,"Pterostichus madidus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus","Pterostichus madidus","Pterostichus madidus","Pterostichus madidus"
"7870",14011,"Pterostichus melanarius","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus","Pterostichus melanarius","Pterostichus melanarius","Pterostichus melanarius"
"7871",14012,"Pterostichus minor","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus","Pterostichus minor","Pterostichus minor","Pterostichus minor"
"7872",14013,"Pterostichus nigrita","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus","Pterostichus nigrita","Pterostichus nigrita","Pterostichus nigrita"
"7873",14014,"Pterostichus rhaeticus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus","Pterostichus rhaeticus","Pterostichus rhaeticus","Pterostichus rhaeticus"
"7874",14015,"Pterostichus strenuus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus","Pterostichus strenuus","Pterostichus strenuus","Pterostichus strenuus"
"7875",14016,"Pterostichus vernalis","insect","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus","Pterostichus vernalis","Pterostichus vernalis","Pterostichus vernalis"
"7876",14018,"Pterostoma palpina","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Pterostoma","Pterostoma palpina","Pterostoma palpina","Pterostoma palpina"
"7877",14022,"Ptilodon cucullina","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Ptilodon","Ptilodon cucullina","Ptilodon cucullina","Ptilodon cucullina"
"7878",14028,"Puffinus puffinus","bird","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus puffinus","Puffinus puffinus","Puffinus puffinus"
"7879",14039,"Pyronia tithonus","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Maniola","Maniola tithonus","Maniola tithonus","Maniola tithonus"
"7880",14045,"Pyrrhia umbra","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyrrhia","Pyrrhia umbra","Pyrrhia umbra","Pyrrhia umbra"
"7881",14051,"Pyrrhocorax pyrrhocorax","bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pyrrhocorax","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax"
"7882",14060,"Ranatra linearis","insect","Animalia","Arthropoda","Insecta","Hemiptera","Nepidae","Ranatra","Ranatra linearis","Ranatra linearis","Ranatra linearis"
"7883",14062,"Recurvirostra avosetta","bird","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","Recurvirostra avosetta","Recurvirostra avosetta","Recurvirostra avosetta"
"7884",14068,"Rhacognathus punctatus","insect","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Rhacognathus","Rhacognathus punctatus","Rhacognathus punctatus","Rhacognathus punctatus"
"7885",14069,"Rhagio tringarius","insect","Animalia","Arthropoda","Insecta","Diptera","Rhagionidae","Rhagio","Rhagio tringarius","Rhagio tringarius","Rhagio tringarius"
"7886",14076,"Rheumaptera hastata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rheumaptera","Rheumaptera hastata","Rheumaptera hastata","Rheumaptera hastata"
"7887",14080,"Rheumaptera undulata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rheumaptera","Rheumaptera undulata","Rheumaptera undulata","Rheumaptera undulata"
"7888",14086,"Rhingia campestris","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Rhingia","Rhingia campestris","Rhingia campestris","Rhingia campestris"
"7889",14088,"Rhingia rostrata","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Rhingia","Rhingia rostrata","Rhingia rostrata","Rhingia rostrata"
"7890",14089,"Rhizedra lutosa","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Rhizedra","Rhizedra lutosa","Rhizedra lutosa","Rhizedra lutosa"
"7891",14093,"Rhodometra sacraria","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rhodometra","Rhodometra sacraria","Rhodometra sacraria","Rhodometra sacraria"
"7892",14099,"Rhopalum clavipes","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Rhopalum","Rhopalum clavipes","Rhopalum clavipes","Rhopalum clavipes"
"7893",14100,"Rhopalum coarctatum","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Rhopalum","Rhopalum coarctatum","Rhopalum coarctatum","Rhopalum coarctatum"
"7894",14102,"Rhopalus subrufus","insect","Animalia","Arthropoda","Insecta","Hemiptera","Rhopalidae","Rhopalus","Rhopalus subrufus","Rhopalus subrufus","Rhopalus subrufus"
"7895",14104,"Rhyacia simulans","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Rhyacia","Rhyacia simulans","Rhyacia simulans","Rhyacia simulans"
"7896",14109,"Rhyzobius litura","insect","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius","Rhyzobius litura","Rhyzobius litura","Rhyzobius litura"
"7897",14112,"Riponnensia splendens","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Orthonevra","Orthonevra splendens","Orthonevra splendens","Orthonevra splendens"
"7898",14117,"Rivula sericealis","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Rivula","Rivula sericealis","Rivula sericealis","Rivula sericealis"
"7899",14121,"Robertus lividus","other","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae","Robertus","Robertus lividus","Robertus lividus","Robertus lividus"
"7900",14122,"Saaristoa abnormis","other","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Saaristoa","Saaristoa abnormis","Saaristoa abnormis","Saaristoa abnormis"
"7901",14123,"Salticus scenicus","other","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticus","Salticus scenicus","Salticus scenicus","Salticus scenicus"
"7902",14124,"Sapyga quinquepunctata","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Sapygidae","Sapyga","Sapyga quinquepunctata","Sapyga quinquepunctata","Sapyga quinquepunctata"
"7903",14125,"Sargus bipunctatus","insect","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Sargus","Sargus bipunctatus","Sargus bipunctatus","Sargus bipunctatus"
"7904",14127,"Sargus flavipes","insect","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Sargus","Sargus flavipes","Sargus flavipes","Sargus flavipes"
"7905",14128,"Sargus iridatus","insect","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Sargus","Sargus iridatus","Sargus iridatus","Sargus iridatus"
"7906",14135,"Satyrium w-album","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Satyrium","Satyrium w-album","Satyrium w-album","Satyrium w-album"
"7907",14141,"Scaeva pyrastri","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Scaeva","Scaeva pyrastri","Scaeva pyrastri","Scaeva pyrastri"
"7908",14143,"Scaeva selenitica","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Scaeva","Scaeva selenitica","Scaeva selenitica","Scaeva selenitica"
"7909",14146,"Schendyla nemorensis","other","Animalia","Arthropoda","Chilopoda","Geophilomorpha","Schendylidae","Schendyla","Schendyla nemorensis","Schendyla nemorensis","Schendyla nemorensis"
"7910",14158,"Scoliopteryx libatrix","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Scoliopteryx","Scoliopteryx libatrix","Scoliopteryx libatrix","Scoliopteryx libatrix"
"7911",14162,"Scopula emutaria","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula emutaria","Scopula emutaria","Scopula emutaria"
"7912",14167,"Scopula floslactata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula floslactata","Scopula floslactata","Scopula floslactata"
"7913",14172,"Scopula imitaria","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula imitaria","Scopula imitaria","Scopula imitaria"
"7914",14178,"Scopula immutata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula immutata","Scopula immutata","Scopula immutata"
"7915",14190,"Scotopteryx bipunctaria","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scotopteryx","Scotopteryx bipunctaria","Scotopteryx bipunctaria","Scotopteryx bipunctaria"
"7916",14204,"Scymnus auritus","insect","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus auritus","Scymnus auritus","Scymnus auritus"
"7917",14205,"Scymnus suturalis","insect","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus suturalis","Scymnus suturalis","Scymnus suturalis"
"7918",14207,"Segestria senoculata","other","Animalia","Arthropoda","Arachnida","Araneae","Segestriidae","Segestria","Segestria senoculata","Segestria senoculata","Segestria senoculata"
"7919",14208,"Selenia dentaria","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Selenia","Selenia dentaria","Selenia dentaria","Selenia dentaria"
"7920",14209,"Selenia lunularia","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Selenia","Selenia lunularia","Selenia lunularia","Selenia lunularia"
"7921",14211,"Selenia tetralunaria","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Selenia","Selenia tetralunaria","Selenia tetralunaria","Selenia tetralunaria"
"7922",14215,"Semiaspilates ochrearia","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Aspitates","Aspitates ochrearia","Aspitates ochrearia","Aspitates ochrearia"
"7923",14221,"Sesia apiformis","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Sesia","Sesia apiformis","Sesia apiformis","Sesia apiformis"
"7924",14223,"Sesia bembeciformis","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Sesia","Sesia bembeciformis","Sesia bembeciformis","Sesia bembeciformis"
"7925",14237,"Sigara falleni","insect","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara falleni","Sigara falleni","Sigara falleni"
"7926",14238,"Sigara stagnalis","insect","Animalia","Arthropoda","Insecta","Hemiptera","Corixidae","Sigara","Sigara stagnalis","Sigara stagnalis","Sigara stagnalis"
"7927",14240,"Simyra albovenosa","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Simyra","Simyra albovenosa","Simyra albovenosa","Simyra albovenosa"
"7928",14249,"Smerinthus ocellata","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Smerinthus","Smerinthus ocellata","Smerinthus ocellata","Smerinthus ocellata"
"7929",14254,"Smicromyrme rufipes","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Mutillidae","Smicromyrme","Smicromyrme rufipes","Smicromyrme rufipes","Smicromyrme rufipes"
"7930",14255,"Somatochlora metallica","insect","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Somatochlora","Somatochlora metallica","Somatochlora metallica","Somatochlora metallica"
"7931",14258,"Spaelotis ravida","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spaelotis","Spaelotis ravida","Spaelotis ravida","Spaelotis ravida"
"7932",14261,"Sphaerophoria batava","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria batava","Sphaerophoria batava","Sphaerophoria batava"
"7933",14263,"Sphaerophoria interrupta","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria interrupta","Sphaerophoria interrupta","Sphaerophoria interrupta"
"7934",14266,"Sphaerophoria philanthus","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria philanthus","Sphaerophoria philanthus","Sphaerophoria philanthus"
"7935",14268,"Sphaerophoria rueppellii","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria rueppellii","Sphaerophoria rueppellii","Sphaerophoria rueppellii"
"7936",14270,"Sphaerophoria scripta","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria scripta","Sphaerophoria scripta","Sphaerophoria scripta"
"7937",14273,"Sphaerophoria taeniata","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria","Sphaerophoria taeniata","Sphaerophoria taeniata","Sphaerophoria taeniata"
"7938",14276,"Sphecodes crassus","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes crassus","Sphecodes crassus","Sphecodes crassus"
"7939",14278,"Sphecodes ephippius","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes ephippius","Sphecodes ephippius","Sphecodes ephippius"
"7940",14280,"Sphecodes ferruginatus","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes ferruginatus","Sphecodes ferruginatus","Sphecodes ferruginatus"
"7941",14281,"Sphecodes geoffrellus","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes geoffrellus","Sphecodes geoffrellus","Sphecodes geoffrellus"
"7942",14282,"Sphecodes gibbus","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes gibbus","Sphecodes gibbus","Sphecodes gibbus"
"7943",14284,"Sphecodes hyalinatus","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes hyalinatus","Sphecodes hyalinatus","Sphecodes hyalinatus"
"7944",14286,"Sphecodes monilicornis","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes monilicornis","Sphecodes monilicornis","Sphecodes monilicornis"
"7945",14288,"Sphecodes pellucidus","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes pellucidus","Sphecodes pellucidus","Sphecodes pellucidus"
"7946",14290,"Sphecodes puncticeps","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes puncticeps","Sphecodes puncticeps","Sphecodes puncticeps"
"7947",14292,"Sphecodes reticulatus","insect","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Sphecodes","Sphecodes reticulatus","Sphecodes reticulatus","Sphecodes reticulatus"
"7948",14294,"Sphegina clunipes","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphegina","Sphegina clunipes","Sphegina clunipes","Sphegina clunipes"
"7949",14296,"Sphegina elegans","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphegina","Sphegina elegans","Sphegina elegans","Sphegina elegans"
"7950",14299,"Sphegina verecunda","insect","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphegina","Sphegina verecunda","Sphegina verecunda","Sphegina verecunda"
"7951",14301,"Sphinx ligustri","insect","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Sphinx","Sphinx ligustri","Sphinx ligustri","Sphinx ligustri"
