"PopId","RefID","Year","TaxaClass","Family","Genus","Species","G_s","Common","Continent","Country","Location","n","FST","GlobalFST","PopsCombo","GroupedCoord","Ho","He","MNA","AR","Lat","Long","Msats","spp","spp_new"
3328,"R310",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Kenamu River (NL)","41","2.4E-2","Population",1,NA,"0.86199999999999999","0.84599999999999997","14.2","14.2",53.482,-59.91283,"15","Salmo salar","Salmo salar"
3329,"R310",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","LaPoile River (NL)","68","1.4999999999999999E-2","Population",1,NA,"0.875","0.86099999999999999","17.266999999999999","17.27",47.79996,-58.32075,"15","Salmo salar","Salmo salar"
3330,"R311",2016,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Ouananiche Beck","NA","NA","NA",1,NA,"NA","NA","NA","NA",46.65965,-53.18882,"NA","Salmo salar","Salmo salar"
3331,"R311",2016,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Watern Cove","NA","NA","NA",1,NA,"NA","NA","NA","NA",46.6323666,-53.1591,"NA","Salmo salar","Salmo salar"
3332,"R7",2001,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","USA","Dennys River","133","6.0999999999999999E-2","Global",1,NA,"NA","0.6","NA","NA",44.90976,-67.199494,"12","Salmo salar","Salmo salar"
3333,"R7",2001,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Michaels River","29","6.0999999999999999E-2","Global",1,NA,"NA","0.6","NA","NA",54.672408,-57.8356,"12","Salmo salar","Salmo salar"
3334,"R7",2001,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","USA","Narraguagus River","230","6.0999999999999999E-2","Global",1,NA,"NA","0.6","16.582999999999998","NA",44.569776,-67.913436,"12","Salmo salar","Salmo salar"
3335,"R7",2001,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","USA","Sebago Lake (landlocked)","50","6.0999999999999999E-2","Global",1,NA,"NA","0.6","NA","NA",43.867428,-70.560677,"12","Salmo salar","Salmo salar"
3336,"R7",2001,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","USA","Togus Stream (Kennebec)","81","6.0999999999999999E-2","Global",1,NA,"NA","0.6","NA","NA",44.227217,-69.737627,"12","Salmo salar","Salmo salar"
3337,"R312",1997,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Martins","28","5.3999999999999999E-2","Global",1,NA,"NA","0.69","9","NA",44.48468,-64.3299,"8","Salmo salar","Salmo salar"
3338,"R312",1997,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Mushamush","33","5.3999999999999999E-2","Global",1,NA,"NA","0.74","12.5","NA",44.48774,-64.53502,"8","Salmo salar","Salmo salar"
3339,"R312",1997,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Petite","37","5.3999999999999999E-2","Global",1,NA,"NA","0.71","12.5","NA",44.232004,-64.44226,"8","Salmo salar","Salmo salar"
3340,"R312",1997,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","St Croix Wells","34","5.3999999999999999E-2","Global",1,NA,"NA","0.73","10.25","NA",45.001431,-64.0605,"8","Salmo salar","Salmo salar"
3341,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Aguanish","48","3.4799999999999998E-2","Population",1,NA,"0.84099999999999997","0.86399999999999999","NA","8.1",50.21667,-62.1,"15","Salmo salar","Salmo salar"
3342,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Alexis","81","4.1000000000000002E-2","Population",1,NA,"0.84499999999999997","0.85699999999999998","NA","8.6199999999999992",52.60042,-56.53167,"15","Salmo salar","Salmo salar"
3343,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Antigonish West","50","3.0099999999999998E-2","Population",1,NA,"0.85599999999999998","0.86199999999999999","NA","8.4",45.62253,-61.962326,"15","Salmo salar","Salmo salar"
3344,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Aux Anglais","45","5.1700000000000003E-2","Population",1,NA,"0.84499999999999997","0.83499999999999996","NA","7.31",49.26667,-68.116667,"15","Salmo salar","Salmo salar"
3345,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Aux Feuilles","50","8.7599999999999997E-2","Population",1,NA,"0.80700000000000005","0.8","NA","6.88",58.76667,-70.066667,"15","Salmo salar","Salmo salar"
3346,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Aux Rochers","50","2.8299999999999999E-2","Population",1,NA,"0.85199999999999998","0.877","NA","8.57",50,-66.916667,"15","Salmo salar","Salmo salar"
3347,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Baddeck +Margaree+North River+Middle","218","3.5700000000000003E-2","Population",4,"One Pop","0.85099999999999998","0.84499999999999997","NA","8.27",46.1,-60.838889,"15","Salmo salar","Salmo salar"
3348,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Badger Brook6","50","4.0300000000000002E-2","Population",1,NA,"0.85799999999999998","0.85","NA","8.31",48.97504,-56.032306,"15","Salmo salar","Salmo salar"
3349,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Bay Du Nord","100","3.2099999999999997E-2","Population",1,NA,"0.877","0.86099999999999999","NA","8.2899999999999991",47.7278,-55.4373,"15","Salmo salar","Salmo salar"
3350,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Beaver Brook","100","5.1999999999999998E-2","Population",1,NA,"0.83","0.83799999999999997","NA","7.97",50.9026,-56.15,"15","Salmo salar","Salmo salar"
3351,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Big","94","4.3099999999999999E-2","Population",1,NA,"0.86199999999999999","0.86599999999999999","NA","8.36",54.83736,-58.93689,"15","Salmo salar","Salmo salar"
3352,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Big East","100","4.65E-2","Population",1,NA,"0.86099999999999999","0.86","NA","8.01",50.63435,-57.169375,"15","Salmo salar","Salmo salar"
3353,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Big Salmon River","81","4.9700000000000001E-2","Population",1,NA,"0.83099999999999996","0.83","NA","7.47",45.42,-65.41,"15","Salmo salar","Salmo salar"
3354,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Black Duck Brook7","50","3.6700000000000003E-2","Population",1,NA,"0.86799999999999999","0.85","NA","7.87",48.56148,-58.385653,"15","Salmo salar","Salmo salar"
3355,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Bonaventure","50","2.7199999999999998E-2","Population",1,NA,"0.86499999999999999","0.86499999999999999","NA","8.44",48.03333,-65.45,"15","Salmo salar","Salmo salar"
3356,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Campbellton","50","4.2099999999999999E-2","Population",1,NA,"0.86299999999999999","0.85099999999999998","NA","8.3699999999999992",49.2793,-54.9218,"15","Salmo salar","Salmo salar"
3357,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Cap Chat","46","2.53E-2","Population",1,NA,"0.86599999999999999","0.878","NA","8.86",49.08333,-66.83,"15","Salmo salar","Salmo salar"
3358,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Causapscal1","50","3.4000000000000002E-2","Population",1,NA,"0.85099999999999998","0.85699999999999998","NA","8.11",48.35,-67.216667,"15","Salmo salar","Salmo salar"
3359,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Chaloupe+Jupiter+Aux Saumons","140","4.5100000000000001E-2","Population",3,"One Pop","0.82499999999999996","0.84299999999999997","NA","7.9630000000000001",49.13333,-62.533333,"15","Salmo salar","Salmo salar"
3360,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Cocagne","44","2.4899999999999999E-2","Population",1,NA,"0.86199999999999999","0.86799999999999999","NA","8.42",46.3135,-64.7235,"15","Salmo salar","Salmo salar"
3361,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Conne","100","4.58E-2","Population",1,NA,"0.82299999999999995","0.82899999999999996","NA","7.83",47.9112,-55.695,"15","Salmo salar","Salmo salar"
3362,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Corneille","60","6.7799999999999999E-2","Population",1,NA,"0.81799999999999995","0.82699999999999996","NA","7.2",50.28333,-62.883333,"15","Salmo salar","Salmo salar"
3363,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","County Harbour","42","4.5400000000000003E-2","Population",1,NA,"0.83499999999999996","0.84799999999999998","NA","8.0399999999999991",45.15861,-61.685833,"15","Salmo salar","Salmo salar"
3364,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Cross","30","7.0400000000000004E-2","Population",1,NA,"0.82199999999999995","0.79100000000000004","NA","6.88",46.47528,-62.263333,"15","Salmo salar","Salmo salar"
3365,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Dartmouth","50","3.44E-2","Population",1,NA,"0.86199999999999999","0.85699999999999998","NA","8.35",48.86667,-64.55,"15","Salmo salar","Salmo salar"
3366,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Dead Water Brook4","50","7.0499999999999993E-2","Population",1,NA,"0.83099999999999996","0.81499999999999995","NA","7.24",49.39722,-57.316733,"15","Salmo salar","Salmo salar"
3367,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Du Gouffre","48","4.5499999999999999E-2","Population",1,NA,"0.82199999999999995","0.84399999999999997","NA","7.69",47.43333,-70.483333,"15","Salmo salar","Salmo salar"
3368,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Eagle","57","4.4900000000000002E-2","Population",1,NA,"0.83099999999999996","0.85899999999999999","NA","8.42",53.53333,-57.466667,"15","Salmo salar","Salmo salar"
3369,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Economy","30","0.1182","Population",1,NA,"0.85499999999999998","0.70099999999999996","NA","4.8499999999999996",45.37806,-63.9125,"15","Salmo salar","Salmo salar"
3370,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","English","99","6.3100000000000003E-2","Population",1,NA,"0.82","0.82299999999999995","NA","7.35",54.96753,-59.74697,"15","Salmo salar","Salmo salar"
3371,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Eskasoni","52","4.5499999999999999E-2","Population",1,NA,"0.85299999999999998","0.83399999999999996","NA","7.71",45.94222,-60.602778,"15","Salmo salar","Salmo salar"
3372,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Etamamiou","48","4.2299999999999997E-2","Population",1,NA,"0.81699999999999995","0.84799999999999998","NA","7.69",50.26667,-59.966667,"15","Salmo salar","Salmo salar"
3373,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Exploits Rocky Brook","50","3.61E-2","Population",1,NA,"0.85399999999999998","0.86199999999999999","NA","8.26",49.0305,-55.4051,"15","Salmo salar","Salmo salar"
3374,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Flat Bay Brook","99","3.4799999999999998E-2","Population",1,NA,"0.871","0.86","NA","8.01",48.4057,-58.577,"15","Salmo salar","Salmo salar"
3375,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Garnish","100","4.4299999999999999E-2","Population",1,NA,"0.84899999999999998","0.84099999999999997","NA","7.58",47.2282,-55.3455,"15","Salmo salar","Salmo salar"
3376,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Gaspereau","66","7.3999999999999996E-2","Population",1,NA,"0.78900000000000003","0.80300000000000005","NA","6.88",45.10056,-64.269444,"15","Salmo salar","Salmo salar"
3377,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","George","48","6.7299999999999999E-2","Population",1,NA,"0.82499999999999996","0.82899999999999996","NA","7.58",58.81667,-66.166667,"15","Salmo salar","Salmo salar"
3378,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Godbout","50","4.1000000000000002E-2","Population",1,NA,"0.83399999999999996","0.84099999999999997","NA","8.01",49.3,-67.6,"15","Salmo salar","Salmo salar"
3379,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Gold","84","5.2600000000000001E-2","Population",1,NA,"0.80400000000000005","0.82799999999999996","NA","7.77",44.55194,-64.322778,"15","Salmo salar","Salmo salar"
3380,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Grand Bank Brook","100","4.4900000000000002E-2","Population",1,NA,"0.83699999999999997","0.84599999999999997","NA","7.57",47.1011,-55.7507,"15","Salmo salar","Salmo salar"
3381,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Grand Codroy River","98","2.7E-2","Population",1,NA,"0.85599999999999998","0.872","NA","8.49",47.85099,-59.251961,"15","Salmo salar","Salmo salar"
3382,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Grand Pabos","44","3.6600000000000001E-2","Population",1,NA,"0.83299999999999996","0.84799999999999998","NA","8.16",48.33333,-64.7,"15","Salmo salar","Salmo salar"
3383,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Grand River","53","3.3700000000000001E-2","Population",1,NA,"0.85699999999999998","0.84599999999999997","NA","8",45.64,-60.66,"15","Salmo salar","Salmo salar"
3384,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Grande Cascapedia","38","2.9399999999999999E-2","Population",1,NA,"0.84599999999999997","0.86799999999999999","NA","8.3699999999999992",48.2,-65.9,"15","Salmo salar","Salmo salar"
3385,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Great Rattling Brook6","100","3.9199999999999999E-2","Population",1,NA,"0.84199999999999997","0.84899999999999998","NA","8.3699999999999992",48.96693,-55.546147,"15","Salmo salar","Salmo salar"
3386,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Great Village","37","5.9499999999999997E-2","Population",1,NA,"0.81799999999999995","0.80900000000000005","NA","7.08",45.39472,-63.606944,"15","Salmo salar","Salmo salar"
3387,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Grey","100","2.8799999999999999E-2","Population",1,NA,"0.872","0.872","NA","8.65",47.6844,-57.0086,"15","Salmo salar","Salmo salar"
3388,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Gros Mecatina","50","5.1400000000000001E-2","Population",1,NA,"0.83","0.83699999999999997","NA","7.48",50.76667,-59.083333,"15","Salmo salar","Salmo salar"
3389,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Hunt","28","4.2099999999999999E-2","Population",1,NA,"0.84399999999999997","0.85899999999999999","NA","7.89",55.56836,-60.66972,"15","Salmo salar","Salmo salar"
3390,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Indian Arm Brook","50","4.3200000000000002E-2","Population",1,NA,"0.83799999999999997","0.85","NA","7.89",49.27861,-54.923094,"15","Salmo salar","Salmo salar"
3391,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Indian Bay Brook","100","4.8099999999999997E-2","Population",1,NA,"0.82199999999999995","0.83599999999999997","NA","7.82",49.0399,-53.8799,"15","Salmo salar","Salmo salar"
3392,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Inhabitants","53","4.1399999999999999E-2","Population",1,NA,"0.82799999999999996","0.82599999999999996","NA","7.68",45.60028,-61.225278,"15","Salmo salar","Salmo salar"
3393,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Jacques Cartier","50","4.2599999999999999E-2","Population",1,NA,"0.83099999999999996","0.85299999999999998","NA","8.15",46.66667,-71.733333,"15","Salmo salar","Salmo salar"
3394,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Jacquet","50","2.8199999999999999E-2","Population",1,NA,"0.86299999999999999","0.86599999999999999","NA","8.6999999999999993",47.92,-66.02,"15","Salmo salar","Salmo salar"
3395,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Junction Br*6","50","4.0899999999999999E-2","Population",1,NA,"0.84399999999999997","0.84099999999999997","NA","8.11",48.97149,-56.023397,"15","Salmo salar","Salmo salar"
3396,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Kedgwick1","58","2.5700000000000001E-2","Population",1,NA,"0.86499999999999999","0.872","NA","8.5",47.67,-67.51,"15","Salmo salar","Salmo salar"
3397,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Koksoak","50","6.3100000000000003E-2","Population",1,NA,"0.83699999999999997","0.84299999999999997","NA","7.88",58.53333,-68.166667,"15","Salmo salar","Salmo salar"
3398,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Kouchibouguac","33","3.0300000000000001E-2","Population",1,NA,"0.86","0.85399999999999998","NA","8.58",46.79,-65.02,"15","Salmo salar","Salmo salar"
3399,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Kouchibouguacis","9","2.53E-2","Population",1,NA,"0.88900000000000001","0.872","NA","8.68",46.7392,-64.9796,"15","Salmo salar","Salmo salar"
3400,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","La Poile","100","2.8299999999999999E-2","Population",1,NA,"0.86699999999999999","0.86899999999999999","NA","8.49",47.7989,-58.3209,"15","Salmo salar","Salmo salar"
3401,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","LaHave","49","5.8500000000000003E-2","Population",1,NA,"0.80500000000000005","0.81699999999999995","NA","7.5",44.37,-64.501111,"15","Salmo salar","Salmo salar"
3402,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Laval","50","4.5400000000000003E-2","Population",1,NA,"0.84499999999999997","0.83699999999999997","NA","7.57",48.76667,-69.05,"15","Salmo salar","Salmo salar"
3403,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Little Junction6","50","3.5999999999999997E-2","Population",1,NA,"0.874","0.85899999999999999","NA","8.4",48.97182,-56.021758,"15","Salmo salar","Salmo salar"
3404,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Little Main1","58","3.1699999999999999E-2","Population",1,NA,"0.83899999999999997","0.86899999999999999","NA","8.48",47.65,-67.49,"15","Salmo salar","Salmo salar"
3405,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Lomond","100","5.0799999999999998E-2","Population",1,NA,"0.82899999999999996","0.82899999999999996","NA","10.57",49.4312,-57.7318,"15","Salmo salar","Salmo salar"
3406,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Long Harbour","100","3.6400000000000002E-2","Population",1,NA,"0.85499999999999998","0.84399999999999997","NA","7.91",47.8249,-54.9409,"15","Salmo salar","Salmo salar"
3407,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Mabou 1","50","4.0099999999999997E-2","Population",1,NA,"0.81299999999999994","0.83399999999999996","NA","7.97",46.08633,-61.406096,"15","Salmo salar","Salmo salar"
3408,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Mabou 2","80","3.1600000000000003E-2","Population",1,NA,"0.83299999999999996","0.84899999999999998","NA","8.27",46.08633,-61.406096,"15","Salmo salar","Salmo salar"
3409,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Madeleine","49","2.58E-2","Population",1,NA,"0.875","0.876","NA","8.7200000000000006",49.23333,-65.316667,"15","Salmo salar","Salmo salar"
3410,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Main River (Sops Arm)","100","3.4299999999999997E-2","Population",1,NA,"0.86399999999999999","0.86499999999999999","NA","8.3800000000000008",49.76791,-56.904575,"15","Salmo salar","Salmo salar"
3411,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Malbaie","50","4.0599999999999997E-2","Population",1,NA,"0.876","0.85899999999999999","NA","8.09",47.65,-70.133333,"15","Salmo salar","Salmo salar"
3412,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Matane","50","2.47E-2","Population",1,NA,"0.878","0.88600000000000001","NA","8.8000000000000007",48.85,-67.533333,"15","Salmo salar","Salmo salar"
3413,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Matapedia1","50","2.5999999999999999E-2","Population",1,NA,"0.875","0.874","NA","8.68",47.97,-66.95,"15","Salmo salar","Salmo salar"
3414,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Medway","83","5.1799999999999999E-2","Population",1,NA,"0.82","0.82199999999999995","NA","8.02",44.13472,-64.626111,"15","Salmo salar","Salmo salar"
3415,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Middle Barachois","99","4.19E-2","Population",1,NA,"0.86399999999999999","0.85399999999999998","NA","7.9",48.2419,-58.8282,"15","Salmo salar","Salmo salar"
3416,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Mill","32","5.6800000000000003E-2","Population",1,NA,"0.81599999999999995","0.8","NA","6.97",46.74,-64.17,"15","Salmo salar","Salmo salar"
3417,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Miramichi","417","3.04E-2","Population",1,NA,"0.85099999999999998","0.85899999999999999","NA","8.5269999999999992",46.59,-66.72,"15","Salmo salar","Salmo salar"
3418,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Mitis","49","2.8199999999999999E-2","Population",1,NA,"0.88400000000000001","0.87","NA","8.59",48.61667,-68.133333,"15","Salmo salar","Salmo salar"
3419,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Moisie","68","3.3799999999999997E-2","Population",1,NA,"0.85199999999999998","0.86799999999999999","NA","NA",50.2,-66.066667,"15","Salmo salar","Salmo salar"
3420,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Morell","50","3.6900000000000002E-2","Population",1,NA,"0.81599999999999995","0.83699999999999997","NA","7.79",46.42361,-62.686389,"15","Salmo salar","Salmo salar"
3421,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Moser","58","6.0400000000000002E-2","Population",1,NA,"0.82","0.80800000000000005","NA","7.37",44.97306,-62.254444,"15","Salmo salar","Salmo salar"
3422,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Muddy Bay","55","4.5199999999999997E-2","Population",1,NA,"0.81299999999999994","0.83499999999999996","NA","7.6",53.63833,-57.06514,"15","Salmo salar","Salmo salar"
3423,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Musquaro","50","5.5599999999999997E-2","Population",1,NA,"0.83799999999999997","0.82199999999999995","NA","7",50.2,-61.066667,"15","Salmo salar","Salmo salar"
3424,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Musquodobit","53","4.2500000000000003E-2","Population",1,NA,"0.86","0.83899999999999997","NA","7.55",44.79,-63.125,"15","Salmo salar","Salmo salar"
3425,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Napetipi","50","5.11E-2","Population",1,NA,"0.79900000000000004","0.84399999999999997","NA","7.95",51.3,-58.05,"15","Salmo salar","Salmo salar"
3426,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Nashwaak","70","2.8500000000000001E-2","Population",1,NA,"0.84099999999999997","0.86699999999999999","NA","8.41",45.9575,-66.621944,"15","Salmo salar","Salmo salar"
3427,"R313",2014,"Anadromous","Salmonidae","Salmo","salar","Salmo_salar","Atlantic salmon","NAm","CAN","Natashquan","50","3.9600000000000003E-2","Population",1,NA,"0.84599999999999997","0.85799999999999998","NA","8.0399999999999991",50.11667,-61.8,"15","Salmo salar","Salmo salar"
