"PopId","RefID","Year","TaxaClass","Family","Genus","Species","G_s","Common","Continent","Country","Location","n","FST","GlobalFST","PopsCombo","GroupedCoord","Ho","He","MNA","AR","Lat","Long","Msats","spp","spp_new"
2843,"R272",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Long Lake","297","NA","NA",1,NA,"NA","0.68100000000000005","NA","NA",49.211132,-124.018738,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2844,"R272",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Nimpkish River","288","NA","NA",1,NA,"NA","0.68100000000000005","NA","NA",50.565422,-126.998936,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2845,"R272",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Owikeno Lake","224","4.36E-2","Population",1,NA,"NA","0.68100000000000005","NA","14.664",51.671653,-126.888614,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2846,"R272",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","USA","Southeast Alaska","197","8.6800000000000002E-2","Population",1,NA,"0.66600000000000004","0.68100000000000005","29.571000000000002","16.536000000000001",55.985834,-132.692991,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2847,"R272",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","USA","Unuk River","50","NA","NA",1,NA,"NA","0.68100000000000005","NA","NA",56.084911,-131.059191,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2848,"R272",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","USA","Washington","114","6.08E-2","Population",1,NA,"NA","0.68100000000000005","NA","13.728999999999999",47.980045,-122.24458,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2849,"R273",2012,"Anadromous","Salmonidae","Oncorhynchus","gorbuscha","Oncorhynchus_gorbuscha","Pink salmon","NAm","CAN","Coastal BC + Skeena River + Queen Charlotte Islands even year","1030","1.34E-2","Population",3,"One Pop","0.88900000000000001","0.89900000000000002","50.688000000000002","NA",51.928239,-127.918444,"16","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha"
2850,"R273",2012,"Anadromous","Salmonidae","Oncorhynchus","gorbuscha","Oncorhynchus_gorbuscha","Pink salmon","NAm","CAN","Coastal BC + Skeena River + Queen Charlotte Islands odd year","708","1.4E-2","Population",3,"One Pop","0.91300000000000003","0.92300000000000004","50.75","NA",53.019766,-129.246217,"16","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha"
2851,"R273",2012,"Anadromous","Salmonidae","Oncorhynchus","gorbuscha","Oncorhynchus_gorbuscha","Pink salmon","NAm","USA","Washington","110","1.4E-2","Population",1,NA,"NA","0.89900000000000002","NA","NA",47.762889,-122.440726,"16","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha"
2852,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Bowron Lake","NA","7.51E-2","Population",1,NA,"NA","NA","NA","NA",53.230482,-121.378159,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2853,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Chilliwack Lake","NA","0.10299999999999999","Population",1,NA,"NA","NA","NA","NA",49.055148,-121.416231,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2854,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Kent Lake","NA","0.109","Population",1,NA,"NA","NA","NA","NA",52.57519,-128.705883,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2855,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Lower Shuswap River","NA","4.99E-2","Population",1,NA,"NA","NA","NA","NA",50.837841,-118.997537,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2856,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","North Thompson River","NA","0.11020000000000001","Population",1,NA,"NA","NA","39","NA",51.577916,-119.75697,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2857,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Pitt Lake","NA","4.9599999999999998E-2","Population",1,NA,"NA","NA","NA","NA",49.436371,-122.537587,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2858,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Seymour Creek","NA","5.7000000000000002E-2","Population",1,NA,"NA","NA","NA","NA",49.306718,-123.020731,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2859,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Takla Lake","NA","5.2699999999999997E-2","Population",1,NA,"NA","NA","NA","NA",55.414581,-125.87756,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2860,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Tankeeah River","NA","5.21E-2","Population",1,NA,"NA","NA","NA","NA",52.295,-128.2642,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2861,"R271",2011,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Trembleur Lake","NA","5.1400000000000001E-2","Population",1,NA,"NA","NA","NA","NA",54.822806,-125.18499,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2862,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Alastair Lake","323","8.7400000000000005E-2","Population",1,NA,"NA","NA","NA","NA",54.10002,-129.179922,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2863,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Damshilgwit Lake","202","6.4699999999999994E-2","Population",1,NA,"NA","NA","NA","NA",56.409621,-127.936183,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2864,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Four Mile Creek","177","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",54.458639,-125.324435,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2865,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Fulton River","375","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",54.778572,-126.144811,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2866,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Kitsumkalum River","162","8.2799999999999999E-2","Population",1,NA,"NA","NA","NA","NA",54.580476,-128.663727,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2867,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Kitwanga River","488","0.13350000000000001","Population",1,NA,"NA","NA","NA","NA",55.101667,-128.086111,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2868,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Lower Babine River","137","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",55.695262,-127.542914,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2869,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","McDonell Lake","256","0.13980000000000001","Population",1,NA,"NA","NA","NA","NA",54.781158,-127.59712,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2870,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Morrison River","98","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",55.134897,-126.286362,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2871,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Motase Lake","39","0.104","Population",1,NA,"NA","NA","NA","NA",56.0331,-127.0472,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2872,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Nanika River","129","0.1085","Population",1,NA,"NA","NA","NA","NA",53.864395,-127.505211,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2873,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Pierre Creek","215","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",54.721581,-125.993669,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2874,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Pinkut Creek","311","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",54.393913,-125.424024,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2875,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Salix Creek","82","7.0099999999999996E-2","Population",1,NA,"NA","NA","NA","NA",56.059733,-126.693802,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2876,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Schulbuckhand Creek","94","0.1341","Population",1,NA,"NA","NA","NA","NA",54.349235,-128.574802,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2877,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Shass Creek","64","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",54.484664,-125.125984,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2878,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Slamgeesh River","443","6.4699999999999994E-2","Population",1,NA,"NA","NA","NA","NA",56.303265,-127.784169,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2879,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Stephens Creek","193","8.2000000000000003E-2","Population",1,NA,"NA","NA","NA","NA",55.721235,-128.450491,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2880,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Sustut River","333","0.14069999999999999","Population",1,NA,"NA","NA","NA","NA",56.316944,-127.363611,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2881,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Swan Lake","262","8.2000000000000003E-2","Population",1,NA,"NA","NA","NA","NA",55.788303,-128.661763,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2882,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Tahlo Creek","185","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",55.14953,-126.286305,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2883,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Twain Creek","75","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",54.644368,-125.885507,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2884,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Upper Babine River","246","8.4099999999999994E-2","Population",1,NA,"NA","NA","NA","NA",55.503804,-126.728799,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2885,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Williams Creek","388","0.1341","Population",1,NA,"NA","NA","NA","NA",54.443596,-128.482195,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2886,"R274",2014,"Anadromous","Salmonidae","Oncorhynchus","nerka","Oncorhynchus_nerka","Sockeye salmon","NAm","CAN","Zymoetz River","63","0.13980000000000001","Population",1,NA,"NA","NA","NA","NA",54.784669,-127.930694,"14","Oncorhynchus nerka","Oncorhynchus nerka"
2887,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Akokala","32","7.5999999999999998E-2","Global",1,NA,"0.21199999999999999","NA","3.6920000000000002","NA",48.884,-114.199,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2888,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Burnham","25","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",49.04,-114.536,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2889,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Colts","25","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.878,-114.356,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2890,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Commerce","25","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",49.135,-114.477,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2891,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Deadhorse","22","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.645,-114.348,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2892,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Ford","30","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.878,-114.356,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2893,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Ketchikan","31","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.942,-114.486,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2894,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Kletomus","32","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.628,-114.383,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2895,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Middlepass","25","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",49.212,-114.492,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2896,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Moose","30","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.828,-114.483,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2897,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Moran","30","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.747,-114.328,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2898,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Parker","20","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",49.232,-114.556,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2899,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Skookoleel","20","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.557,-114.285,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2900,"R275",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","USA","Upper Hay","24","7.5999999999999998E-2","Global",1,NA,"NA","NA","NA","NA",48.752,-114.476,"13","Oncorhynchus clarkii","Oncorhynchus clarkii"
2901,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","ArroyoGrande-Main","51","7.9399999999999998E-2","Population",1,NA,"0.67700000000000005","0.68200000000000005","9","7.7",35.115803,-120.586289,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2902,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Bear","23","0.12670000000000001","Population",1,NA,"0.64500000000000002","0.65600000000000003","5.2","5.2",34.56269,-119.925606,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2903,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Hilton","51","0.1037","Population",1,NA,"0.57999999999999996","0.64900000000000002","8","6.7",34.585145,-119.984343,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2904,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Juncal","82","0.13700000000000001","Population",1,NA,"0.63200000000000001","0.61399999999999999","6.8","5.6",34.488543,-119.492116,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2905,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Lopez Canyon","97","7.5399999999999995E-2","Population",1,NA,"0.71199999999999997","0.72199999999999998","10.8","8.1",35.189144,-120.486201,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2906,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Los Berros","63","9.2299999999999993E-2","Population",1,NA,"0.66900000000000004","0.69299999999999995","8.4","7.1",35.106349,-120.587173,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2907,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Matilija","75","0.11890000000000001","Population",1,NA,"0.58399999999999996","0.62","7.9","6.3",34.547288,-119.406413,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2908,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Matilija-North Fork","78","0.1143","Population",1,NA,"0.65200000000000002","0.65700000000000003","6.8","5.8",34.510378,-119.382923,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2909,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Matilija-Upper North Fork","66","9.2299999999999993E-2","Population",1,NA,"0.66500000000000004","0.66400000000000003","8.4","6.9",34.522806,-119.354989,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2910,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Nacimiento","76","9.8799999999999999E-2","Population",1,NA,"0.63800000000000001","0.67100000000000004","9.5","7.5",35.8176,-120.757422,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2911,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Piru-Frenchmans Flat","79","0.11070000000000001","Population",1,NA,"0.64500000000000002","0.64100000000000001","7.7","6.2",34.616596,-118.745255,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2912,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Piru-Gold Hill","62","0.13","Population",1,NA,"0.59099999999999997","0.59699999999999998","7.3","6.1",34.700141,-118.871501,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2913,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Piru-Lockwood","96","0.13089999999999999","Population",1,NA,"0.59799999999999998","0.60399999999999998","7.9","6.2",34.700098,-118.999902,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2914,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Salsipuedes","133","0.1177","Population",1,NA,"0.57299999999999995","0.627","8.1","6.1",34.622101,-120.421626,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2915,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","SanAntonio","100","9.3100000000000002E-2","Population",1,NA,"0.61899999999999999","0.66800000000000004","9.1","7.2",35.839422,-120.810967,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2916,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","SantaCruz","26","9.0200000000000002E-2","Population",1,NA,"0.64900000000000002","0.66300000000000003","7","6.9",34.58704,-119.918131,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2917,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","SantaPaula","100","9.1399999999999995E-2","Population",1,NA,"0.68899999999999995","0.72299999999999998","9","7.6",34.348009,-119.054792,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2918,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Sespe-LionCanyon","88","0.1242","Population",1,NA,"0.624","0.63300000000000001","9.4","7.3",34.379784,-118.953792,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2919,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Tassajera Creek 1","75","8.7900000000000006E-2","Population",1,NA,"0.68799999999999994","0.68500000000000005","9.6999999999999993","7.6",36.251703,-121.585324,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2920,"R276",2009,"Anadromous","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus_mykiss","Steelhead","NAm","USA","Tassajera Creek 2","78","0.1111","Population",1,NA,"0.63200000000000001","0.66","7.9","6.6",36.27194,-121.61909,"18","Oncorhynchus mykiss","Oncorhynchus mykiss"
2921,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Angus","50","0.245","Global",1,NA,"0.53","0.67","4.9000000000000004","NA",49.51,-123.76,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2922,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Annie Creek","38","0.245","Global",1,NA,"0.69","0.66","5.3","NA",49.39,-124.59,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2923,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Ashlar Creek","32","0.245","Global",1,NA,"0.05","0.04","1.3","NA",50.27,-125.35,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2924,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Black Lake Trib","25","0.245","Global",1,NA,"0.3","0.52","3.4","NA",48.73,-125.11,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2925,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Botanical Beach creek","21","0.245","Global",1,NA,"0.45","0.69","4.5999999999999996","NA",48.53,-124.45,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2926,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Chef Creek","33","0.245","Global",1,NA,"0.66","0.73","6","NA",49.46,-124.76,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2927,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Chonat Lake","49","0.245","Global",1,NA,"0.65","0.67","5.0999999999999996","NA",50.29,-125.3,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2928,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Clinch Creek","23","0.245","Global",1,NA,"0.6","0.61","4.5","NA",48.45,-124.18,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2929,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Cook Creek","25","0.245","Global",1,NA,"0.56000000000000005","0.56999999999999995","3.5","NA",49.49,-123.77,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2930,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Copper","39","0.245","Global",1,NA,"0.63","0.68","4.5999999999999996","NA",53.13205,-131.80562,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2931,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Craig Creek","31","0.245","Global",1,NA,"0.62","0.69","5.5","NA",49.3,-124.24,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2932,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Elk Bay","20","0.245","Global",1,NA,"0.65","0.79","6.5","NA",50.28,-125.44,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
2933,"R277 & R381",2008,"Freshwater","Salmonidae","Oncorhynchus","clarkii","Oncorhynchus_clarkii","Cutthroat trout","NAm","CAN","Fortune Channel","32","0.245","Global",1,NA,"0.76","0.72","5.6","NA",49.21,-125.75,"6","Oncorhynchus clarkii","Oncorhynchus clarkii"
