"vel_abs";"moy";"sd";"median";"q025";"p975";"pv.inf0";"pv.sup0"
"0";0.11618868145206;0.0254056639563147;0.116282312825008;0.0650675021913641;0.165639420000785;1;0
"0.1";0.106205710061719;0.0237215743061737;0.106226296312999;0.0584428099256172;0.152495450063739;1;0
"0.2";0.0962227386713775;0.0222597940835732;0.0963074152497879;0.0513383000786281;0.139864803977767;0.9999;9.9999999999989e-05
"0.3";0.0862397672810361;0.0210666512834971;0.0861791813204946;0.0439029729187616;0.1271258178708;0.9999;9.9999999999989e-05
"0.4";0.0762567958906947;0.0201898285910378;0.0759743735590951;0.0360491309967722;0.115602892056335;0.9998;0.000199999999999978
"0.5";0.0662738245003533;0.0196716694601178;0.0660633780042341;0.0272496507807492;0.104620523697251;0.9994;0.000600000000000045
"0.6";0.0562908531100119;0.0195407266686376;0.0562657520407977;0.0177772674919058;0.0944019250974689;0.998;0.002
"0.7";0.0463078817196705;0.0198046821914997;0.0464177873130169;0.00697167712182285;0.084765001617304;0.9901;0.00990000000000002
"0.8";0.0363249103293292;0.0204482491488106;0.036337455348563;-0.00425935794719654;0.0761164416903176;0.9623;0.0377
"0.9";0.0263419389389878;0.0214372658791878;0.0262637458755541;-0.0153731645377461;0.0685743234863147;0.8918;0.1082
"1";0.0163589675486464;0.0227266773215042;0.016168664635615;-0.0277918171235687;0.061882675074056;0.7687;0.2313
"1.1";0.00637599615830498;0.0242686500315569;0.00597616696830844;-0.040367901745726;0.0548840169286273;0.6;0.4
"1.2";-0.00360697523203642;0.0260183186468732;-0.00403707599781913;-0.0533870676738415;0.0486564318111882;0.4335;0.5665
"1.3";-0.0135899466223778;0.0279366865365937;-0.0141045108853287;-0.0669630700065494;0.0429746425469687;0.3012;0.6988
"1.4";-0.0235729180127192;0.0299913991446747;-0.0241603439603064;-0.0810685598953712;0.0371683879795595;0.2054;0.7946
"1.5";-0.0335558894030606;0.0321563307801764;-0.0343435267953506;-0.0950675260414866;0.0321500791326704;0.1421;0.8579
"1.6";-0.043538860793402;0.034410684596658;-0.0445126888985459;-0.109233187432959;0.0272240133651271;0.098;0.902
