"GD";"moy";"sd";"median";"q025";"p975";"pv.inf0";"pv.sup0"
"0.038";-0.083266336728772;0.0917403563844409;-0.0866659638217237;-0.255682681529767;0.103391702495923;0.1767;0.8233
"0.039";-0.0952742957576821;0.0943500883288437;-0.0987540775821991;-0.272340719150671;0.0962001697649775;0.1526;0.8474
"0.04";-0.107282254786592;0.0969645079450859;-0.110804543490059;-0.289602744791298;0.0893484505347365;0.1345;0.8655
"0.041";-0.119290213815502;0.0995832460289395;-0.122907402445041;-0.306774633683102;0.0819536750447643;0.1165;0.8835
"0.042";-0.131298172844413;0.102205970635495;-0.135089444281419;-0.323801194398708;0.074931940596846;0.102;0.898
"0.043";-0.143306131873323;0.104832382557503;-0.147185816696606;-0.341200027457694;0.068077341839179;0.0883;0.9117
"0.044";-0.155314090902233;0.107462211437683;-0.159318218671674;-0.35830924139034;0.0612333780178924;0.0766;0.9234
"0.045";-0.167322049931143;0.110095212415107;-0.171509971220981;-0.37558605268381;0.0543817149553924;0.0671;0.9329
"0.046";-0.179330008960053;0.112731163223101;-0.18365079549767;-0.392971961710546;0.0477244185643552;0.0586;0.9414
"0.047";-0.191337967988963;0.115369861670173;-0.195533230836705;-0.409851166121316;0.0406888294337298;0.0506;0.9494
"0.048";-0.203345927017873;0.118011123446954;-0.207659049158951;-0.42693117957196;0.0340077685404658;0.0444;0.9556
"0.049";-0.215353886046783;0.120654780211498;-0.219584482133422;-0.443428848011906;0.0274658959289952;0.0387;0.9613
"0.05";-0.227361845075694;0.123300677913033;-0.231665056468775;-0.460479044577659;0.0206721627520662;0.0343;0.9657
"0.051";-0.239369804104604;0.125948675320535;-0.243805044611075;-0.477820069551926;0.014350275057716;0.0317;0.9683
"0.052";-0.251377763133514;0.12859864272782;-0.25589064476935;-0.494505369343654;0.00763451178732807;0.0284;0.9716
"0.053";-0.263385722162424;0.131250460811126;-0.26806042779353;-0.511783925648287;0.000924079061548317;0.0255;0.9745
"0.054";-0.275393681191334;0.133904019618845;-0.280014197571666;-0.528993138905868;-0.00556361750795943;0.0235;0.9765
