"GD";"moy";"sd";"median";"q025";"p975";"pv.inf0";"pv.sup0"
"0.036";0.0282818879560334;0.103259870334221;0.0229653125716297;-0.159836525989902;0.243837386440327;0.5923;0.4077
"0.037";0.0176943036383744;0.106352870933264;0.0121097480397801;-0.176201525035208;0.239739751172108;0.5486;0.4514
"0.038";0.00710671932071536;0.109451239082067;0.00140046453950013;-0.192274756122789;0.235848074744519;0.5047;0.4953
"0.039";-0.00348086499694372;0.112554531512493;-0.00906580931310028;-0.208131710405927;0.231973467790618;0.4671;0.5329
"0.04";-0.0140684493146028;0.115662351860658;-0.0198651908256166;-0.224039348744081;0.227772297499714;0.4297;0.5703
"0.041";-0.0246560336322618;0.118774344697941;-0.0305759215456254;-0.240431940481382;0.22306550907368;0.3983;0.6017
"0.042";-0.0352436179499209;0.121890190439826;-0.0414107984981096;-0.256596570265359;0.219643092295504;0.3676;0.6324
"0.043";-0.0458312022675799;0.125009600987417;-0.0521188333247592;-0.27359475041566;0.215263178081111;0.342;0.658
"0.044";-0.0564187865852389;0.12813231598295;-0.0629495710887012;-0.290252144795889;0.210741977008732;0.3168;0.6832
"0.045";-0.067006370902898;0.13125809958178;-0.0738123110996732;-0.306512075914237;0.206398663662625;0.2921;0.7079
"0.046";-0.077593955220557;0.134386737660498;-0.0845893967067204;-0.323227699813716;0.202580453676477;0.2718;0.7282
"0.047";-0.0881815395382161;0.137518035394588;-0.0954038031556045;-0.339432223096496;0.198505296783585;0.252;0.748
"0.048";-0.0987691238558751;0.140651815150348;-0.106009917280254;-0.355629149580833;0.194680684240971;0.2359;0.7641
"0.049";-0.109356708173534;0.143787914644914;-0.116704343726026;-0.371832613466756;0.190302685949834;0.2203;0.7797
"0.05";-0.119944292491193;0.146926185335778;-0.127335895613907;-0.388484067556186;0.186276239322117;0.2067;0.7933
"0.051";-0.130531876808852;0.150066491007348;-0.138084755698194;-0.404769105785201;0.182466570383368;0.1924;0.8076
