"vel_abs";"moy";"sd";"median";"q025";"p975";"pv.inf0";"pv.sup0"
"3.8";0.0121439093078107;0.0233694041721876;0.0130726913070794;-0.0360303721293515;0.0558793730651651;0.7127;0.2873
"3.9";0.00732982427545583;0.0241631689210099;0.00829468568873146;-0.0421993271862154;0.0525248314894103;0.637;0.363
"4";0.00251573924310102;0.025015735636772;0.0034971291926823;-0.0485736720761885;0.0495660954649263;0.5555;0.4445
"4.1";-0.00229834578925379;0.0259213028760878;-0.00136679761558742;-0.0552804223937026;0.0465361739573546;0.4796;0.5204
"4.2";-0.00711243082160864;0.0268745134344848;-0.00620058715266335;-0.0619637764337252;0.0437491893735271;0.4044;0.5956
"4.3";-0.0119265158539635;0.0278704793300749;-0.0110760050861004;-0.0686425498204955;0.0412259524611247;0.3395;0.6605
"4.4";-0.0167406008863183;0.0289047812660358;-0.0159237116429842;-0.075493480177536;0.0384789755840826;0.2822;0.7178
"4.5";-0.0215546859186731;0.0299734508888788;-0.020723212171733;-0.0823066740024466;0.035818096578126;0.2342;0.7658
"4.6";-0.0263687709510279;0.0310729424506287;-0.0255806825013761;-0.0889333957771382;0.0332822887631352;0.1974;0.8026
"4.7";-0.0311828559833828;0.0322000988056489;-0.0306240998892972;-0.0960582313626306;0.0308363483272958;0.1654;0.8346
"4.8";-0.0359969410157376;0.0333521152230024;-0.0356352845561678;-0.102968826877889;0.0283008487755576;0.1386;0.8614
"4.9";-0.0408110260480924;0.0345265033388079;-0.0405259665851657;-0.110330752561617;0.0258767624234752;0.1182;0.8818
"5";-0.0456251110804472;0.0357210567027686;-0.0454505320250651;-0.117146207165558;0.0237229417758348;0.0995;0.9005
"5.1";-0.0504391961128021;0.0369338187481543;-0.0502947671496402;-0.123924668335994;0.0213764422513862;0.0839;0.9161
"5.2";-0.0552532811451569;0.0381630535843507;-0.0552425610395927;-0.130967187821661;0.0189223071572807;0.0717;0.9283
"5.3";-0.0600673661775117;0.0394072197274046;-0.0601969586505486;-0.137799052654065;0.0166871656246676;0.0620000000000001;0.938
"5.4";-0.0648814512098666;0.0406649467060671;-0.0651016798110527;-0.144898664801861;0.014580008888347;0.0542;0.9458
"5.5";-0.0696955362422214;0.0419350143766759;-0.0700476279431693;-0.152302308270119;0.0127486197675797;0.0475;0.9525
"5.6";-0.0745096212745762;0.0432163347258668;-0.0748540932107085;-0.159388404153193;0.0105971676044445;0.0419;0.9581
"5.7";-0.079323706306931;0.04450793591828;-0.0797450510462876;-0.166678819462278;0.00865267430427813;0.0365;0.9635
"5.8";-0.0841377913392858;0.0458089483449978;-0.0845358518229348;-0.173841897204641;0.00663323613562093;0.0328000000000001;0.9672
"5.9";-0.0889518763716407;0.0471185924391323;-0.08945249104708;-0.181293270170716;0.00438226723351904;0.0291;0.9709
"6";-0.0937659614039955;0.0484361680422475;-0.0944110891792233;-0.188447355804578;0.00263571747019153;0.0275;0.9725
"6.1";-0.0985800464363503;0.0497610451255801;-0.099211638709337;-0.195556669169758;0.000481265328732578;0.0256;0.9744
"6.2";-0.103394131468705;0.0510926556910543;-0.104041775749033;-0.202662142571624;-0.00199642912972731;0.0234;0.9766
"6.3";-0.10820821650106;0.0524304866975373;-0.109017006433233;-0.209999562598901;-0.00426552352272231;0.021;0.979
"6.4";-0.113022301533415;0.0537740738768977;-0.113924580055112;-0.217155479268155;-0.00618559060809846;0.0197000000000001;0.9803
"6.5";-0.11783638656577;0.0551229963218335;-0.118883701806331;-0.224379833554537;-0.0085196252082331;0.0182;0.9818
"6.6";-0.122650471598124;0.0564768717430163;-0.123774551980543;-0.231772536349693;-0.0107137059297059;0.0172;0.9828
"6.7";-0.127464556630479;0.0578353523068612;-0.128759904212998;-0.238858301468075;-0.0124914751493776;0.0162;0.9838
"6.8";-0.132278641662834;0.0591981209772895;-0.133713431305454;-0.24619404339866;-0.0145617857641881;0.0153;0.9847
"6.9";-0.137092726695189;0.0605648882953338;-0.138639601232036;-0.253544645700344;-0.0164482224065637;0.0149;0.9851
