"r2m";"r2c";"moy_GD";"sd_GD";"moy_VC";"sd_VC";"singu";"nB"
0.38;0.38;0.00533515536460623;0.00696210818848942;1.27403112750879;1.33177473728014;TRUE;98
0.36;0.36;0.00556463630409511;0.00729417355587066;1.3388158261695;1.38549363186018;TRUE;99
0.39;0.39;0.00557285121358696;0.00729541394688195;1.29297078153534;1.34267658943808;TRUE;100
0.38;0.38;0.00541990723190275;0.00703857140893307;1.32914710620465;1.35876140442255;TRUE;101
0.37;0.37;0.00546231152701274;0.00718726914761475;1.2998756791971;1.3366432092564;TRUE;102
0.36;0.36;0.00553254139059515;0.00733504650270613;1.28489050773028;1.35691705014471;TRUE;103
0.39;0.39;0.00540416805175738;0.0070102890629131;1.35449056198055;1.38886606047892;TRUE;104
0.39;0.39;0.00553017567352379;0.00727803485084858;1.31220435413367;1.35512996039562;TRUE;105
0.38;0.38;0.00535608472037532;0.00686891038415113;1.3137825211023;1.35455501656687;TRUE;106
0.39;0.39;0.00554823235159259;0.00740632635672892;1.30441014688276;1.36830005064525;TRUE;107
0.42;0.42;0.00548274861352177;0.00721933786521349;1.31248234992832;1.36913624855614;TRUE;108
0.38;0.38;0.00543456659725059;0.00721576928239279;1.28080149526553;1.33770202127909;TRUE;109
0.39;0.39;0.00523075987648945;0.00691165845798679;1.32068729838413;1.3661573912314;TRUE;110
0.39;0.39;0.00550165375116224;0.00716553483889076;1.31628595898161;1.35746267762847;TRUE;111
0.38;0.38;0.00545207324388476;0.00720411476471499;1.34631241032235;1.38164709470527;TRUE;112
0.38;0.38;0.00568682449143059;0.00745865536497907;1.29445275663131;1.34380678668105;TRUE;113
0.39;0.39;0.00555299075914566;0.00738514823216781;1.33928611527644;1.36980300967358;TRUE;114
0.39;0.39;0.00559777979793301;0.00734378532824423;1.31296323178052;1.3685861663103;TRUE;115
0.4;0.4;0.00538690783389452;0.00714764746472464;1.33127621058985;1.34434603084473;TRUE;116
0.41;0.41;0.00538054156331479;0.0070071942264476;1.30983510215341;1.34466478717602;TRUE;117
0.41;0.41;0.00546621351393426;0.00715293549366777;1.30225721281685;1.36918596738836;TRUE;118
0.4;0.4;0.00554614112594502;0.0074190406116474;1.31664659633921;1.37438426649868;TRUE;119
0.39;0.39;0.00536457058846924;0.00686935702831555;1.26784113386995;1.33659497133344;TRUE;120
0.39;0.39;0.00549085113399727;0.00714155314913647;1.31239238298156;1.37850311436791;TRUE;121
0.39;0.39;0.00536149501703054;0.0070065149430915;1.31768573604399;1.34975073385944;TRUE;122
0.38;0.38;0.00566395335331007;0.00755776667726124;1.33075810169127;1.36365758015489;TRUE;123
0.37;0.37;0.00535409464109536;0.00703783411871301;1.29737857806459;1.32364761915904;TRUE;124
0.39;0.39;0.00540102518337184;0.00707551052471896;1.27093296921033;1.33834810621772;TRUE;125
0.36;0.36;0.00527228932647993;0.00694016566148402;1.32525623556823;1.39479141126625;TRUE;126
0.4;0.4;0.0054424496891048;0.00707026294131858;1.30934950827152;1.36011204755064;TRUE;127
0.38;0.38;0.00535989770247844;0.00715072365226747;1.28080975008979;1.34005434898804;TRUE;128
0.38;0.38;0.00548354016211879;0.00698262506451432;1.29974419700905;1.33482026411603;TRUE;129
0.4;0.4;0.00547672068261001;0.00705479274204228;1.32735196032015;1.37486232310717;TRUE;130
0.4;0.4;0.00553110310079789;0.00735966808916182;1.28300947227116;1.35327428915739;TRUE;131
0.38;0.38;0.0053501273663933;0.00703184675027405;1.29666993298883;1.33245344054191;TRUE;132
0.37;0.37;0.00545685680437878;0.0071178713976757;1.30576120860349;1.35773170823337;TRUE;133
0.4;0.4;0.00532686514813259;0.00688312338935392;1.33141545463393;1.33644508707746;TRUE;134
0.38;0.38;0.00540665089038794;0.00711392828973537;1.29965553923756;1.32047165309236;TRUE;135
0.38;0.38;0.00557877043513357;0.00720508263218285;1.29654983690939;1.30511844379384;TRUE;136
0.39;0.39;0.00537333557925857;0.00707291130847059;1.32814173914939;1.35199121952125;TRUE;137
0.41;0.41;0.00557168422531516;0.00720160898897559;1.34542924208791;1.39698922484344;TRUE;138
0.39;0.39;0.00535589874514701;0.00715901560261779;1.3196449993385;1.40039180154854;TRUE;139
0.4;0.4;0.00529927045133398;0.00701821073357005;1.30027919946782;1.36478148883719;TRUE;140
0.38;0.38;0.00542129271799857;0.00708561775174374;1.32567435163194;1.359376743387;TRUE;141
0.38;0.38;0.00552498966912041;0.00734211577479253;1.29481234550285;1.33742739541962;TRUE;142
0.39;0.39;0.00551071958597773;0.00722589801080885;1.29709080493581;1.32998868504168;TRUE;143
0.42;0.42;0.00543241870261578;0.00721614246546899;1.28612313929758;1.34883280604371;TRUE;144
0.4;0.4;0.00555519031970496;0.00724147419729662;1.32663850886875;1.3884704417485;TRUE;145
0.4;0.4;0.00531271274646157;0.00690775101791896;1.24574364277089;1.2989314694747;TRUE;146
0.4;0.4;0.00553442620407935;0.00731355758906132;1.32831405605699;1.37430353064936;TRUE;147
0.39;0.39;0.00551898407983661;0.00744273050042193;1.30113020173456;1.33888765828733;TRUE;148
0.4;0.4;0.00546842657306443;0.00715985408944267;1.31148421869357;1.32604718104726;TRUE;149
0.36;0.36;0.00541912400670191;0.0069712506182903;1.31017580822571;1.36971726740685;TRUE;150
0.41;0.41;0.00549399618834011;0.00723537782990218;1.29300133733904;1.34909614195399;TRUE;151
0.39;0.39;0.0055866105723046;0.00744451363995452;1.34346622906984;1.37538228778652;TRUE;152
0.42;0.42;0.00548875122649279;0.00713535916993883;1.35003524927424;1.3797597047132;TRUE;153
0.4;0.4;0.0052858852912112;0.00709777454343407;1.31416254794824;1.34614165065285;TRUE;154
0.39;0.39;0.00553640132862237;0.00727568622877211;1.31373855995541;1.35420068367912;TRUE;155
0.39;0.39;0.00538405435468553;0.00698795759519601;1.31668472590534;1.35969080315618;TRUE;156
0.39;0.39;0.00554201355580808;0.00724040373061341;1.34975862081309;1.4016652832925;TRUE;157
0.38;0.38;0.00540732505136481;0.00715255461603328;1.27810957610253;1.32598896449138;TRUE;158
0.4;0.4;0.00532408120865315;0.00703135293144574;1.31295411819951;1.33509785607021;TRUE;159
0.39;0.39;0.00528983055658189;0.00697631130948565;1.30343127973531;1.36908646749712;TRUE;160
0.4;0.4;0.00556427204212665;0.00713761702828339;1.32330437896264;1.376989568217;TRUE;161
0.37;0.37;0.00534369770579487;0.0069776435745687;1.31931415071991;1.36390586904362;TRUE;162
0.39;0.39;0.00560692553062736;0.00728442638983741;1.30664202238607;1.36106769491737;TRUE;163
0.37;0.37;0.00562068332356578;0.0073580301909503;1.36304059613491;1.39487472366771;TRUE;164
0.39;0.39;0.00541226435839668;0.00703549959523496;1.28983703561449;1.31972185415336;TRUE;165
0.38;0.38;0.00541557682534771;0.00723287499801661;1.31634403727512;1.34719982134527;TRUE;166
0.38;0.38;0.00539455108619974;0.00694502605444858;1.28541420718566;1.33384727375232;TRUE;167
0.37;0.37;0.00540178240818509;0.00706234374615877;1.30402353920192;1.36925390017132;TRUE;168
0.39;0.39;0.0054487216690545;0.00718530864640314;1.30758899848783;1.33794109367892;TRUE;169
0.39;0.39;0.00541334797524224;0.00703390736723963;1.32946388210884;1.35814006172716;TRUE;170
0.41;0.41;0.00544516799999852;0.00699552795774731;1.30556022180233;1.34578804314747;TRUE;171
0.39;0.39;0.00554024622803545;0.00715166467569299;1.34124658337799;1.38979021294438;TRUE;172
0.4;0.4;0.00557447023111676;0.00746521657002039;1.31015420623974;1.35634410439779;TRUE;173
0.4;0.4;0.00522590793111741;0.00677854717109939;1.29823481887933;1.35197012280971;TRUE;174
0.37;0.37;0.0054380746956387;0.00722125782324221;1.31699907900174;1.36946725579041;TRUE;175
0.38;0.38;0.00552380142248006;0.00726250586563867;1.33276479996871;1.37335591664518;TRUE;176
0.38;0.38;0.00561136514966129;0.00724523901601289;1.34461236666998;1.38836093645853;TRUE;177
0.39;0.39;0.00535730116784208;0.00701393250345185;1.30027103880234;1.36495533399716;TRUE;178
0.38;0.38;0.00556905364769428;0.00724405098845244;1.29873328838532;1.35477116508346;TRUE;179
0.37;0.37;0.00538595321528657;0.00711407170750758;1.29426931234733;1.33761785843229;TRUE;180
0.37;0.37;0.00537884987664344;0.00709961850327781;1.3181038395121;1.38465159089249;TRUE;181
0.4;0.4;0.00533759212194512;0.0068259435903693;1.28951818915591;1.33969793325594;TRUE;182
0.39;0.39;0.00533342019937598;0.00685337567576489;1.32365096205749;1.36453799613355;TRUE;183
0.42;0.42;0.00546618836786438;0.00736017876900645;1.33845900600575;1.37218377252055;TRUE;184
0.42;0.42;0.005522717130042;0.00721303388183882;1.27646063438942;1.31055923241923;TRUE;185
0.36;0.36;0.00537306383701835;0.00703569413425675;1.31016316048479;1.35503658078279;TRUE;186
0.37;0.37;0.00548524739487006;0.00724642148116704;1.33230929242454;1.36732750823545;TRUE;187
0.38;0.38;0.00521051943094661;0.00686371270708366;1.33498401651676;1.38733108408309;TRUE;188
0.4;0.4;0.00536883990270185;0.00709703807156529;1.29757993311489;1.33077363210602;TRUE;189
0.41;0.41;0.00539173927474125;0.00708596092428912;1.31663225910622;1.35500080674455;TRUE;190
0.37;0.37;0.00541532929943167;0.00722486522467127;1.30990065616928;1.34787577231624;TRUE;191
0.39;0.39;0.00551862721480613;0.00700315016544679;1.31861762959204;1.35488415278389;TRUE;192
0.41;0.41;0.0056824924631583;0.00746646533223613;1.33141097124554;1.4008548513403;TRUE;193
0.41;0.41;0.00549511953612998;0.00730060192155679;1.31476151967122;1.34872387894627;TRUE;194
0.39;0.39;0.00524539092744405;0.00689068301707152;1.28876095576676;1.34074909970158;TRUE;195
0.38;0.38;0.00546268108974134;0.00713709739951407;1.33527856286756;1.36141363198456;TRUE;196
0.38;0.38;0.00542348715994322;0.00712027956712262;1.3147829583423;1.36428062632018;TRUE;197
0.4;0.4;0.00532870480076396;0.0070542833018739;1.2594460919286;1.30421116958691;TRUE;198
0.39;0.39;0.00528435792749458;0.00698474905038921;1.31064929327467;1.33605461913941;TRUE;199
0.4;0.4;0.00561693437921517;0.00736189228365179;1.28922773430843;1.33196749344655;TRUE;200
0.39;0.39;0.00560326424605978;0.00702576731863233;1.34549999620277;1.38929058347885;TRUE;201
0.39;0.39;0.00549811428134029;0.00707683702688023;1.30366863027555;1.34531611794255;TRUE;202
0.41;0.41;0.00541863026660892;0.00703471597954564;1.33507920960471;1.37156739746431;TRUE;203
0.4;0.4;0.00548011514669758;0.00710771593800043;1.34485050469937;1.36553953001574;TRUE;204
0.4;0.4;0.00544308523234115;0.00713533188178435;1.31992858768577;1.36741726764566;TRUE;205
0.37;0.37;0.0054646041827517;0.00709517015696407;1.29701023443396;1.34501775327083;TRUE;206
0.39;0.39;0.00526565614924998;0.00698644970251192;1.30156619308653;1.35807583768229;TRUE;207
0.38;0.38;0.00548473802130241;0.00718401184815499;1.33816981277281;1.37919320701837;TRUE;208
0.41;0.41;0.00541364881765751;0.00714127509159151;1.31694689924473;1.35680199773791;TRUE;209
0.39;0.39;0.00559278908141295;0.00716650554471242;1.34049511404992;1.35073940032354;TRUE;210
0.39;0.39;0.00561809934233956;0.0074160909847313;1.30522354868812;1.35855204699295;TRUE;211
0.38;0.38;0.00539310069274844;0.00715998766094582;1.31144869115906;1.36005708485928;TRUE;212
0.4;0.4;0.00538856661066625;0.00701843163719947;1.30115700924912;1.3528162685481;TRUE;213
0.38;0.38;0.00552592947268234;0.00712188839544547;1.28147765539371;1.32019599321422;TRUE;214
0.4;0.4;0.00543338071795816;0.00717958636714448;1.32209174365216;1.37512440921286;TRUE;215
0.38;0.38;0.00555469437447288;0.00738057292656575;1.30308646821705;1.32676635190511;TRUE;216
0.38;0.38;0.00542404516287841;0.00699611037801085;1.30444921225012;1.36399554490837;TRUE;217
0.41;0.41;0.00525784755394827;0.00708361322527404;1.29269347654578;1.36711981661524;TRUE;218
0.38;0.38;0.00545290624076901;0.00712173041864615;1.32602145362745;1.36226632640347;TRUE;219
0.39;0.39;0.00558360387618921;0.00729185603974413;1.30534482980727;1.35589285051495;TRUE;220
0.37;0.37;0.00552400056193108;0.00724943059875743;1.307620886902;1.36141543556889;TRUE;221
0.37;0.37;0.00544507324611778;0.00718415290586163;1.33860498900109;1.39096179281199;TRUE;222
0.39;0.39;0.00557280384283659;0.00740661962213505;1.28562510057278;1.34080656010193;TRUE;223
0.41;0.41;0.00560188117224809;0.00725787530972981;1.3426543234004;1.41220373165337;TRUE;224
0.41;0.41;0.00539624028076375;0.00705191258699756;1.28963361611259;1.3313129332092;TRUE;225
0.41;0.41;0.00556304122425005;0.00743205454135868;1.2996618881639;1.33212153081292;TRUE;226
0.42;0.42;0.00537940481635035;0.00700791893332009;1.33389370037671;1.3646591649898;TRUE;227
0.4;0.4;0.00531159920125934;0.0068197447044987;1.31171988029266;1.33691909500651;TRUE;228
0.4;0.4;0.00541375208188685;0.00719817221179291;1.29247497671225;1.32046037945932;TRUE;229
0.39;0.39;0.00530201539801965;0.0069164501520952;1.28832362408241;1.31995388895954;TRUE;230
0.39;0.39;0.00555578198756479;0.00724594855814638;1.32428927636777;1.39167511265011;TRUE;231
0.38;0.38;0.00553124960075177;0.00727694497748009;1.30156528957898;1.35495335754478;TRUE;232
0.38;0.38;0.00538804233472444;0.00695360239910672;1.30206120715934;1.32452232067449;TRUE;233
0.39;0.39;0.00541948560984723;0.00709768548083205;1.3096201550213;1.35495471990596;TRUE;234
0.4;0.4;0.00553960561123207;0.00740816098097189;1.30776279497262;1.34086180531986;TRUE;235
0.37;0.37;0.00520969662191029;0.00689747994471948;1.29069282411654;1.330273337955;TRUE;236
0.4;0.4;0.00542578528479671;0.00716826659419479;1.31934947274424;1.37251359505783;TRUE;237
0.38;0.38;0.00553826088519353;0.00737058244125456;1.31117411135553;1.35154919550724;TRUE;238
0.36;0.36;0.00551829638344533;0.00719190834936891;1.30387866308829;1.35529750444855;TRUE;239
0.38;0.38;0.00542481281125189;0.00708092124199018;1.28916983599322;1.34734013159796;TRUE;240
0.37;0.37;0.00542095145028351;0.00725783164381582;1.33067968801939;1.35688191892513;TRUE;241
0.38;0.38;0.00547712771023079;0.00717693957850488;1.30448903326413;1.33309508524069;TRUE;242
0.4;0.4;0.00546219104232414;0.00726216535172315;1.32624161781069;1.36464610001427;TRUE;243
0.39;0.39;0.00548206967346776;0.00738536449312774;1.28840711591806;1.34133454543271;TRUE;244
0.41;0.41;0.0053605156966954;0.00704600731774198;1.3241057636565;1.37154835835098;TRUE;245
0.4;0.4;0.00538855397380339;0.00706150071367478;1.33227124826832;1.35608639818992;TRUE;246
0.38;0.38;0.00539185289142954;0.00705627617053656;1.29599472953961;1.33491864802138;TRUE;247
0.39;0.39;0.00567969957587101;0.00733713415441976;1.32003658623921;1.37223950912678;TRUE;248
0.39;0.39;0.00559914017185571;0.00733454278784627;1.34907318730138;1.39381459486422;TRUE;249
0.39;0.39;0.00540127140084009;0.00678686377038865;1.329245938275;1.35348660581567;TRUE;250
0.43;0.43;0.00533944900997368;0.00701198058044551;1.29558253648873;1.30790324201505;TRUE;251
0.37;0.37;0.00553162631704605;0.00721813713812386;1.28759363378147;1.32086739997299;TRUE;252
0.39;0.39;0.005592231874235;0.00736028422857583;1.28790166954389;1.33020538214452;TRUE;253
0.36;0.36;0.00537539058292765;0.00692089153515576;1.33135421127588;1.35658915953257;TRUE;254
0.38;0.38;0.00549510035946911;0.00725669487643189;1.34345116602742;1.38534467195454;TRUE;255
0.4;0.4;0.0054251362935522;0.00719388427195711;1.2980157297431;1.3469662692027;TRUE;256
0.41;0.41;0.00532814444512322;0.00708291006193568;1.30854186816549;1.3353300878327;TRUE;257
0.41;0.41;0.00545994760685149;0.00702790199632244;1.32011127653876;1.38723574703116;TRUE;258
0.36;0.36;0.00552842962059582;0.00715132902373182;1.33595772466657;1.35645086487933;TRUE;259
0.39;0.39;0.0055692284215615;0.0071521321603881;1.30225389967458;1.35708312576259;TRUE;260
0.4;0.4;0.0054226272924222;0.00700470709996429;1.33571633642619;1.37102172717508;TRUE;261
0.4;0.4;0.0055346821924653;0.00722261994858195;1.30276593872257;1.35173385796852;TRUE;262
0.4;0.4;0.00549096473661056;0.0070717520291945;1.32507134725944;1.35572662797132;TRUE;263
0.38;0.38;0.00536850594048861;0.0068392913955552;1.33355210145375;1.37952121529369;TRUE;264
0.39;0.39;0.00522108997829571;0.0068116296379174;1.30176768402276;1.38320635836938;TRUE;265
0.4;0.4;0.00534779350206954;0.00708004176051362;1.34360465486236;1.38181457065231;TRUE;266
0.4;0.4;0.00551611217061842;0.00719802892875565;1.32828592271439;1.39174025867332;TRUE;267
0.37;0.37;0.0054107964151184;0.00701255930394238;1.31169981170524;1.34963732344831;TRUE;268
0.41;0.41;0.00545749083705407;0.00719427551702235;1.34495186615682;1.40550086839428;TRUE;269
0.39;0.39;0.00537079754457366;0.00687546147658903;1.32360787821097;1.37637450119178;TRUE;270
0.38;0.38;0.00528221698465931;0.00696355217630844;1.2829756326686;1.30539276409963;TRUE;271
0.4;0.4;0.00538066937775137;0.00712752741418992;1.31168630954303;1.3510971324053;TRUE;272
0.39;0.39;0.00549759710929783;0.00731803100986424;1.27977823010194;1.32647042372783;TRUE;273
0.38;0.38;0.00535800867198586;0.00703924787923887;1.32356233307647;1.37709239082359;TRUE;274
0.41;0.41;0.00531919865043069;0.00695884009174194;1.31908050927088;1.35275153328472;TRUE;275
0.41;0.41;0.00578355729673904;0.00762360018442083;1.32319465453464;1.35645387384079;TRUE;276
0.38;0.38;0.00551984111197935;0.00725365035250316;1.33330291839788;1.38818062369867;TRUE;277
0.38;0.38;0.00516424008277252;0.00677348055622751;1.3201225213896;1.37868259163653;TRUE;278
0.42;0.42;0.00536023306107725;0.0071169014770663;1.28620249709529;1.3429964550932;TRUE;279
0.37;0.37;0.00545138667543483;0.00694916719807741;1.30287676193812;1.37091373556144;TRUE;280
0.39;0.39;0.00566753963712627;0.00740105602742;1.3033035458914;1.3403559319946;TRUE;281
0.38;0.38;0.00543141755230001;0.00705861189614647;1.33348803629738;1.37471777461327;TRUE;282
0.38;0.38;0.00563638822720173;0.00746024033717169;1.33800698256973;1.39318850730289;TRUE;283
