"GD";"moy";"sd";"median";"q025";"p975";"pv.inf0";"pv.sup0"
"0.044";-0.785077220890169;0.205833255510617;-0.791644391084789;-1.16851351388983;-0.341259565018045;0.00239999999999996;0.9976
"0.045";-0.802896064555695;0.211245657954243;-0.809790543214533;-1.19550774035924;-0.347149919184843;0.00239999999999996;0.9976
"0.046";-0.82071490822122;0.216667696406099;-0.827945711764981;-1.22276282226215;-0.352737222266314;0.00239999999999996;0.9976
"0.047";-0.838533751886745;0.222098665143022;-0.8462280102134;-1.25063497739331;-0.360171992709764;0.00249999999999995;0.9975
"0.048";-0.856352595552271;0.227537924710763;-0.863964977858542;-1.27902213954285;-0.36661805701593;0.00249999999999995;0.9975
"0.049";-0.874171439217796;0.232984894437455;-0.882015837286307;-1.30793460660776;-0.372820902854787;0.00249999999999995;0.9975
"0.05";-0.891990282883321;0.238439045924456;-0.900138844573866;-1.33508246181131;-0.378676050719438;0.00260000000000005;0.9974
"0.051";-0.909809126548847;0.243899897371197;-0.918331552376849;-1.36359924090134;-0.382942835399747;0.00260000000000005;0.9974
"0.052";-0.927627970214372;0.249367008613766;-0.936457027960176;-1.39142880427029;-0.388553650955084;0.00260000000000005;0.9974
"0.053";-0.945446813879897;0.254839976776129;-0.954417803917138;-1.4188303247402;-0.393368342974422;0.00260000000000005;0.9974
"0.054";-0.963265657545423;0.260318432448645;-0.972307292503094;-1.44701157777271;-0.399478598907611;0.00260000000000005;0.9974
